original	before	after	review_status	concept	changed_tokens
Activate	A使用	A使用	existing-unreviewed		0
ActivateAll	A使用全部	A使用全部	existing-unreviewed		0
Active	A啟用	A啟用	existing-unreviewed		0
ActiveInterruptManager	A啟用中斷管理器	A啟用中斷管理器	existing-unreviewed		0
ActiveMemoryManager	A啟用記憶體管理器	A啟用記憶體管理器	existing-unreviewed		0
Add	A加入	A加入	existing-unreviewed		0
AddDriver	A加入驅動程式	A加入驅動程式	existing-unreviewed		0
AddRunnableThread	A加入runnable執行緒	A加入runnable執行緒	existing-unreviewed		0
AddTask	A加入工作	A加入工作	existing-unreviewed		0
AddThread	A加入執行緒	A加入執行緒	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	Allocate區塊	Allocate區塊	existing-unreviewed		0
AllocatePID	Allocate行程代碼	Allocate行程代碼	existing-unreviewed		0
AmountOfMemory	A數量of記憶體	A數量of記憶體	existing-unreviewed		0
ArrayToUint16	A陣列tounsignedinteger16	A陣列tounsignedinteger16	existing-unreviewed		0
ArrayToUint32	A陣列tounsignedinteger32	A陣列tounsignedinteger32	existing-unreviewed		0
ArrayToUint48	A陣列tounsignedinteger48	A陣列tounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	A陣列tounsignedinteger48be	A陣列tounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	A陣列tounsignedinteger64	A陣列tounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	B區塊per位元組	B區塊per位元組	existing-unreviewed		0
BLOCK_SIZE	B區塊大小	B區塊大小	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	Blocked狀態	Blocked狀態	existing-unreviewed		0
Blocks	B區塊	B區塊	existing-unreviewed		0
BoundRangeExceeded	Boundrangeexceeded	Boundrangeexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	B位元組persector	B位元組persector	existing-unreviewed		0
BytesToString	B位元組to字串	B位元組to字串	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	C清除	C清除	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	Cloneaddress空白cow	Cloneaddress空白cow	existing-unreviewed		0
Connect	C連接	C連接	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	C複製頁框架區塊	C複製頁框架區塊	existing-unreviewed		0
CpuState	Cpu狀態	Cpu狀態	existing-unreviewed		0
Create	C建立	C建立	existing-unreviewed		0
CreateFromData	C建立from資料	C建立from資料	existing-unreviewed		0
CreateFromFunction	C建立from函式	C建立from函式	existing-unreviewed		0
CreatePtrFromFunction	C建立指標from函式	C建立指標from函式	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	C目前行程代碼	C目前行程代碼	existing-unreviewed		0
CurrentParentPID	C目前parent行程代碼	C目前parent行程代碼	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	D停用	D停用	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	D刪除	D刪除	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	Descriptor類型	Descriptor類型	existing-unreviewed		0
Destroy	D銷毀	D銷毀	existing-unreviewed		0
Dev	D裝置	D裝置	existing-unreviewed		0
DeviceHasFunctions	D裝置has函式	D裝置has函式	existing-unreviewed		0
DeviceNotAvailable	D裝置not可用空間	D裝置not可用空間	existing-unreviewed		0
Device_id	D裝置識別號	D裝置識別號	existing-unreviewed		0
DisableInt	D停用整數	D停用整數	existing-unreviewed		0
Disconnect	D斷線	D斷線	existing-unreviewed		0
DivideByZero	D除by零	D除by零	existing-unreviewed		0
DoHandleInterrupt	Do控制把中斷	Do控制把中斷	existing-unreviewed		0
DoubleFault	D倍精度故障	D倍精度故障	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	D驅動程式管理器	D驅動程式管理器	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	D動態	D動態	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
