compiler_identifier	native_identifier
AF_INET	código_de_familia_de_direcciones_entre_redes
AF_UNSPEC	familia_de_direcciones_sin_especificar
INADDR_ANY	cualquier_dirección_local
INADDR_LOOPBACK	dirección_de_retorno_local
IPPROTO_IP	protocolo_básico_entre_redes
IPPROTO_UDP	protocolo_de_datagramas_de_usuario
PF_INET	familia_de_protocolos_entre_redes
SC_accept	SC_aceptar_conexión
SC_bind	SC_asociar_dirección_local
SC_connect	SC_conectar_con_extremo_remoto
SC_getpeername	SC_obtener_dirección_remota
SC_getsockname	SC_obtener_dirección_local
SC_listen	SC_preparar_recepción_de_conexiones
SC_recv	SC_recibir
SC_recvfrom	SC_recibir_con_dirección_de_origen
SC_send	SC_enviar
SC_sendto	SC_enviar_a_destino
SC_setsockopt	SC_configurar_opción_del_extremo
SC_shutdown	SC_cerrar_sentido_de_comunicación
SC_socket	SC_crear_extremo_de_comunicación
SHUT_RD	detener_recepción
SHUT_RDWR	detener_ambos_sentidos
SHUT_WR	detener_envío
SOCK_DGRAM	extremo_de_datagramas
SOCK_STREAM	extremo_de_flujo_de_datos
SYS_access	SYS_comprobar_permisos_de_acceso
SYS_brk	SYS_fijar_fin_de_memoria_dinámica
SYS_chdir	SYS_cambiar_directorio_de_trabajo
SYS_close	SYS_cerrar
SYS_creat	SYS_crear_archivo
SYS_dup	SYS_duplicar_referencia_de_archivo_abierto
SYS_dup2	SYS_duplicar_referencia_al_número_indicado
SYS_execve	SYS_sustituir_programa_en_ejecución
SYS_exit	SYS_terminar_inmediatamente
SYS_fcntl	SYS_controlar_archivo
SYS_fork	SYS_bifurcar_proceso
SYS_fstat	SYS_obtener_estado_del_archivo_abierto
SYS_fsync	SYS_sincronizar_datos_del_archivo
SYS_getcwd	SYS_obtener_ruta_del_directorio_de_trabajo
SYS_getegid	SYS_obtener_identificador_efectivo_de_grupo
SYS_geteuid	SYS_obtener_identificador_efectivo_de_usuario
SYS_getgid	SYS_obtener_identificador_de_grupo
SYS_getpid	SYS_obtener_identificador_de_proceso
SYS_getppid	SYS_obtener_identificador_del_padre
SYS_getuid	SYS_obtener_identificador_de_usuario
SYS_lseek	SYS_mover_posición_del_archivo
SYS_lstat	SYS_obtener_estado_del_enlace_mismo
SYS_open	SYS_abrir
SYS_read	SYS_leer
SYS_stat	SYS_estado_del_archivo
SYS_sync	SYS_sincronizar_todos_los_datos
SYS_uname	SYS_obtener_información_del_sistema
SYS_write	SYS_escribir
_LIBC_ARPA_INET_H	_include_conversión_de_direcciones_orden_de_octetos
_LIBC_NETINET_IN_H	_include_entre_redes_dirección
_LIBC_STDDEF_H	_include_definiciones_básicas
_LIBC_STDINT_H	_include_tipos_enteros
_LIBC_SYSCALL_H	_include_sistema_syscall
_LIBC_SYS_SOCKET_H	_include_sistema_socket
_LIBC_SYS_STAT_H	_include_sistema_stat
_LIBC_SYS_TYPES_H	_include_sistema_tipos_de_datos
_LIBC_SYS_UTSNAME_H	_include_sistema_identidad_del_sistema
_LIBC_SYS_WAIT_H	_include_sistema_espera_de_hijos
_exit	terminar_inmediatamente
accept	aceptar_conexión
access	comprobar_permisos_de_acceso
argv	argumentos_2
bind	asociar_dirección_local
brk	fijar_fin_de_memoria_dinámica
buf	memoria_intermedia_de_transferencia
chdir	cambiar_directorio_de_trabajo
close	cerrar
connect	conectar_con_extremo_remoto
creat	crear_archivo
dup	duplicar_referencia_de_archivo_abierto
dup2	duplicar_referencia_al_número_indicado
execve	sustituir_programa_en_ejecución
fcntl	controlar_archivo
fd	descriptor_del_archivo
fork	bifurcar_proceso
fstat	obtener_estado_del_archivo_abierto
fsync	sincronizar_datos_del_archivo
getcwd	obtener_ruta_del_directorio_de_trabajo
getegid	obtener_identificador_efectivo_de_grupo
geteuid	obtener_identificador_efectivo_de_usuario
getgid	obtener_identificador_de_grupo
getpeername	obtener_dirección_remota
getpid	obtener_identificador_de_proceso
getppid	obtener_identificador_del_padre
getsockname	obtener_dirección_local
getuid	obtener_identificador_de_usuario
hostlong	valor_de_32_bits_en_orden_de_máquina
hostshort	valor_de_16_bits_en_orden_de_máquina
htonl	convertir_32_bits_a_orden_de_red
htons	convertir_16_bits_a_orden_de_red
in_addr	dirección_entre_redes
in_addr_t	tipo_de_valor_de_dirección_entre_redes
in_port_t	tipo_de_número_de_puerto_de_comunicación
isatty	comprobar_si_es_terminal
listen	preparar_recepción_de_conexiones
lseek	mover_posición_del_archivo
lstat	obtener_estado_del_enlace_mismo
netlong	valor_de_32_bits_en_orden_de_red
netshort	valor_de_16_bits_en_orden_de_red
ntohl	convertir_32_bits_a_orden_de_máquina
ntohs	convertir_16_bits_a_orden_de_máquina
open	abrir
read	leer
recv	recibir
recvfrom	recibir_con_dirección_de_origen
s_addr	valor_de_dirección
sa_data	datos_de_dirección
sa_family	familia_de_direcciones_del_extremo
sa_family_t	tipo_de_familia_de_direcciones
sbrk	mover_fin_de_memoria_dinámica
send	enviar
sendto	enviar_a_destino
setsockopt	configurar_opción_del_extremo
shutdown	cerrar_sentido_de_comunicación
sin_addr	contenido_de_dirección_entre_redes
sin_family	familia_de_direcciones_entre_redes
sin_port	número_de_puerto_de_comunicación
sin_zero	relleno_de_dirección
sockaddr	dirección_de_extremo_de_comunicación
sockaddr_in	dirección_de_extremo_entre_redes
socket	crear_extremo_de_comunicación
socklen_t	tipo_de_longitud_de_dirección
stat	estado_del_archivo
sync	sincronizar_todos_los_datos
uname	obtener_información_del_sistema
wait	esperar_hijo
waitpid	esperar_hijo_indicado
write	escribir
