english	localized	language
a	Hrz	hu
access	elérés	hu
ack	ack	hu
activate	Aktiválás	hu
active	Aktív	hu
add	Hozzáadás	hu
addend	addend	hu
addr	addr	hu
addralign	addralign	hu
address	address	hu
advanced	Haladó	hu
af	af	hu
after	Után	hu
align	Igazítás	hu
aligned	aligned	hu
alignment	alignment	hu
all	Összes	hu
alloc	alloc	hu
allocate	allocate	hu
allocated	allocated	hu
am	am	hu
amd	amd	hu
amount	Mennyiség	hu
and	ÉS	hu
append	append	hu
args	args	hu
argument	argument	hu
arguments	Argumentumok	hu
arp	arp	hu
arp콘솔	arp콘솔	hu
array	Tömb	hu
assembly	assembly	hu
at	at	hu
ata	ata	hu
atime	atime	hu
attachment	attachment	hu
attempts	attempts	hu
attr	attr	hu
attribute	Attribútum	hu
attributes	Attribútumok	hu
aux	aux	hu
avail	avail	hu
available	Elérhető	hu
b	b	hu
ba	ba	hu
back	Vissza	hu
backend	backend	hu
backup	backup	hu
bar	Sáv	hu
base	base	hu
be	be	hu
bh	bh	hu
big	Nagy	hu
bind	bind	hu
bios	bios	hu
bit	bit	hu
bitmap	bitmap	hu
bitmasp	bitmasp	hu
bits	bit	hu
blksize	blksize	hu
block	Blokk	hu
blocked	blocked	hu
blocking	blocking	hu
blocks	Blokkjátékok	hu
boot	boot	hu
bootable	bootable	hu
bootloader	bootloader	hu
bound	bound	hu
bpb	bpb	hu
break	break	hu
brk	brk	hu
broadcast	broadcast	hu
buf	buf	hu
buffer	buffer	hu
buffers	Pufferek	hu
bufptr	bufptr	hu
bus	bus	hu
button	Gomb	hu
buttons	Gombok	hu
by	by	hu
byte	byte	hu
bytes	Bájt	hu
c	F	hu
cache	cache	hu
call	call	hu
candidate	candidate	hu
cap	cap	hu
capable	capable	hu
card	Kártya	hu
central	central	hu
char	char	hu
chdir	chdir	hu
check	check	hu
checked	checked	hu
checksum	checksum	hu
child	child	hu
chunk	chunk	hu
class	Osztály	hu
clear	Törlés	hu
cloexec	cloexec	hu
clone	clone	hu
close	Bezárás	hu
cluster	cluster	hu
