original	localized	language
Activate	Activate	bn
ActivateAll	Activateসব	bn
Active	Active	bn
ActiveInterruptManager	Activeinterruptmanager	bn
ActiveMemoryManager	Activememorymanager	bn
Add	Add	bn
AddDriver	Adddriver	bn
AddRunnableThread	Addrunnablethread	bn
AddTask	Addtask	bn
AddThread	Addthread	bn
Address	Address	bn
AlignedMalloc	Alignedmalloc	bn
AlignmentCheck	Alignmentcheck	bn
AllocateBlock	Allocateblock	bn
AllocatePID	Allocatepid	bn
AmountOfMemory	Amountofmemory	bn
ArrayToUint16	Arraytounsignedinteger16	bn
ArrayToUint32	Arraytounsignedinteger32	bn
ArrayToUint48	Arraytounsignedinteger48	bn
ArrayToUint48_BE	Arraytounsignedinteger48be	bn
ArrayToUint64	Arraytounsignedinteger64	bn
Atime	Atime	bn
AtimeNsec	Atimensec	bn
BLOCKS_PER_BYTE	Blockperbyte	bn
BLOCK_SIZE	Blocksize	bn
Backend	Backend	bn
BaseAddr	Baseaddress	bn
Bind	Bind	bn
Blksize	Blksize	bn
Blocked	Blocked	bn
BlockedState	Blockedstate	bn
Blocks	Block	bn
BoundRangeExceeded	Boundrangeexceeded	bn
BroadcastMacAddress	Broadcastmacaddress	bn
BytesPerSector	Bytespersector	bn
BytesToString	Bytestostring	bn
Checksum	Checksum	bn
Clear	Clear	bn
Clone	Clone	bn
CloneAddressSpaceCOW	Cloneaddressspacecow	bn
Connect	Connect	bn
ContainsCoordinate	Containscoordinate	bn
CopyPageFrameBlock	Copypageframeblock	bn
CpuState	Cpustate	bn
Create	Create	bn
CreateFromData	Createfromdata	bn
CreateFromFunction	Createfromfunction	bn
CreatePtrFromFunction	Createpointerfromfunction	bn
Cs	Cs	bn
Ctime	Ctime	bn
CtimeNsec	Ctimensec	bn
CurrentPID	Currentpid	bn
CurrentParentPID	Currentparentpid	bn
Data	Data	bn
Deactivate	Deactivate	bn
Deactive	Deactive	bn
Decrement	Decrement	bn
Delete	Delete	bn
DescriptorPrivilegeLevel	Descriptorprivilegelevel	bn
DescriptorType	Descriptorধরণ	bn
Destroy	Destroy	bn
Dev	Device	bn
