original	before	after	review_status	concept	changed_tokens
Activate	A激活	A激活	existing-unreviewed		0
ActivateAll	A激活全部	A激活全部	existing-unreviewed		0
Active	A活跃	A活跃	existing-unreviewed		0
ActiveInterruptManager	A活跃中断管理器	A活跃中断管理器	existing-unreviewed		0
ActiveMemoryManager	A活跃内存管理器	A活跃内存管理器	existing-unreviewed		0
Add	A添加	A添加	existing-unreviewed		0
AddDriver	A添加驱动程序	A添加驱动程序	existing-unreviewed		0
AddRunnableThread	A添加runnable线程	A添加runnable线程	existing-unreviewed		0
AddTask	A添加任务	A添加任务	existing-unreviewed		0
AddThread	A添加线程	A添加线程	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	Allocate块	Allocate块	existing-unreviewed		0
AllocatePID	Allocate进程号	Allocate进程号	existing-unreviewed		0
AmountOfMemory	A总量of内存	A总量of内存	existing-unreviewed		0
ArrayToUint16	A数组tounsignedinteger16	A数组tounsignedinteger16	existing-unreviewed		0
ArrayToUint32	A数组tounsignedinteger32	A数组tounsignedinteger32	existing-unreviewed		0
ArrayToUint48	A数组tounsignedinteger48	A数组tounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	A数组tounsignedinteger48be	A数组tounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	A数组tounsignedinteger64	A数组tounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	B块per字节	B块per字节	existing-unreviewed		0
BLOCK_SIZE	B块大小	B块大小	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	B绑定	B绑定	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	Blocked状态	Blocked状态	existing-unreviewed		0
Blocks	B块	B块	existing-unreviewed		0
BoundRangeExceeded	Bound范围exceeded	Bound范围exceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	B字节persector	B字节persector	existing-unreviewed		0
BytesToString	B字节to字符串	B字节to字符串	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	C清除	C清除	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	Cloneaddress空格cow	Cloneaddress空格cow	existing-unreviewed		0
Connect	C连接	C连接	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	C复制页帧块	C复制页帧块	existing-unreviewed		0
CpuState	Cpu状态	Cpu状态	existing-unreviewed		0
Create	C创建	C创建	existing-unreviewed		0
CreateFromData	C创建from数据	C创建from数据	existing-unreviewed		0
CreateFromFunction	C创建from函数	C创建from函数	existing-unreviewed		0
CreatePtrFromFunction	C创建指针from函数	C创建指针from函数	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	C当前进程号	C当前进程号	existing-unreviewed		0
CurrentParentPID	C当前parent进程号	C当前parent进程号	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	D禁用	D禁用	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	D删除	D删除	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	Descriptor类型	Descriptor类型	existing-unreviewed		0
Destroy	D摧毁	D摧毁	existing-unreviewed		0
Dev	D设备	D设备	existing-unreviewed		0
DeviceHasFunctions	D设备哈斯区函数	D设备哈斯区函数	existing-unreviewed		0
DeviceNotAvailable	D设备not可用	D设备not可用	existing-unreviewed		0
Device_id	D设备id	D设备id	existing-unreviewed		0
DisableInt	D禁用整型	D禁用整型	existing-unreviewed		0
Disconnect	D断开	D断开	existing-unreviewed		0
DivideByZero	D除法by零	D除法by零	existing-unreviewed		0
DoHandleInterrupt	Do控制器中断	Do控制器中断	existing-unreviewed		0
DoubleFault	D双精度故障	D双精度故障	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	D驱动程序管理器	D驱动程序管理器	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	D动态	D动态	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed		0
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed		0
EAGAIN	Eagain	Eagain	existing-unreviewed		0
EBADF	Ebadf	Ebadf	existing-unreviewed		0
EBUSY	Ebusy	Ebusy	existing-unreviewed		0
ECHILD	Echild	Echild	existing-unreviewed		0
EEXIST	Eexist	Eexist	existing-unreviewed		0
EFAULT	Efault	Efault	existing-unreviewed		0
EFBIG	Efbig	Efbig	existing-unreviewed		0
EINTR	Eintr	Eintr	existing-unreviewed		0
EINVAL	Einval	Einval	existing-unreviewed		0
EIO	Eio	Eio	existing-unreviewed		0
EISDIR	Eisdir	Eisdir	existing-unreviewed		0
EMFILE	Emfile	Emfile	existing-unreviewed		0
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed		0
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed		0
ENFILE	Enfile	Enfile	existing-unreviewed		0
ENODEV	Enodev	Enodev	existing-unreviewed		0
ENOENT	Enoent	Enoent	existing-unreviewed		0
ENOEXEC	Enoexec	Enoexec	existing-unreviewed		0
ENOMEM	Enomem	Enomem	existing-unreviewed		0
ENOSPC	Enospc	Enospc	existing-unreviewed		0
ENOSYS	Enosys	Enosys	existing-unreviewed		0
ENOTCONN	Enotconn	Enotconn	existing-unreviewed		0
ENOTDIR	Enotdir	Enotdir	existing-unreviewed		0
ENOTTY	Enotty	Enotty	existing-unreviewed		0
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed		0
EPERM	Eperm	Eperm	existing-unreviewed		0
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed		0
ERANGE	Erange	Erange	existing-unreviewed		0
EROFS	Erofs	Erofs	existing-unreviewed		0
ESPIPE	Espipe	Espipe	existing-unreviewed		0
ESRCH	Esrch	Esrch	existing-unreviewed		0
Eax	Eax	Eax	existing-unreviewed		0
Ebp	Ebp	Ebp	existing-unreviewed		0
Ebx	Ebx	Ebx	existing-unreviewed		0
Ecx	Ecx	Ecx	existing-unreviewed		0
Edi	Edi	Edi	existing-unreviewed		0
Edx	Edx	Edx	existing-unreviewed		0
Eflags	Eflags	Eflags	existing-unreviewed		0
Eip	Eip	Eip	existing-unreviewed		0
Elf	Elf	Elf	existing-unreviewed		0
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed		0
