original	localized	language
Activate	Activate	dz
ActivateAll	Activateall	dz
Active	Active	dz
ActiveInterruptManager	Activeinterruptmanager	dz
ActiveMemoryManager	Activememorymanager	dz
Add	Add	dz
AddDriver	Adddriver	dz
AddRunnableThread	Addrunnablethread	dz
AddTask	Addtask	dz
AddThread	Addthread	dz
Address	Address	dz
AlignedMalloc	Alignedmalloc	dz
AlignmentCheck	Alignmentcheck	dz
AllocateBlock	Allocateblock	dz
AllocatePID	Allocatepid	dz
AmountOfMemory	Amountofmemory	dz
ArrayToUint16	Arraytounsignedinteger16	dz
ArrayToUint32	Arraytounsignedinteger32	dz
ArrayToUint48	Arraytounsignedinteger48	dz
ArrayToUint48_BE	Arraytounsignedinteger48be	dz
ArrayToUint64	Arraytounsignedinteger64	dz
Atime	Atime	dz
AtimeNsec	Atimensec	dz
BLOCKS_PER_BYTE	Blockperbyte	dz
BLOCK_SIZE	Blockཚད	dz
Backend	Backend	dz
BaseAddr	Baseaddress	dz
Bind	Bind	dz
Blksize	Blksize	dz
Blocked	Blocked	dz
BlockedState	Blockedstate	dz
Blocks	Block	dz
BoundRangeExceeded	Boundrangeexceeded	dz
BroadcastMacAddress	Broadcastmacaddress	dz
BytesPerSector	Bytespersector	dz
BytesToString	Bytestostring	dz
Checksum	Checksum	dz
Clear	Clear	dz
Clone	Clone	dz
CloneAddressSpaceCOW	Cloneaddressspacecow	dz
Connect	Connect	dz
ContainsCoordinate	Containscoordinate	dz
CopyPageFrameBlock	Copypageframeblock	dz
CpuState	Cpustate	dz
Create	Create	dz
CreateFromData	Createfromdata	dz
CreateFromFunction	Createfromfunction	dz
CreatePtrFromFunction	Createpointerfromfunction	dz
Cs	Cs	dz
Ctime	Ctime	dz
CtimeNsec	Ctimensec	dz
CurrentPID	Currentpid	dz
CurrentParentPID	Currentparentpid	dz
Data	Data	dz
Deactivate	Deactivate	dz
Deactive	Deactive	dz
Decrement	Decrement	dz
Delete	Delete	dz
DescriptorPrivilegeLevel	Descriptorprivilegelevel	dz
DescriptorType	Descriptortype	dz
Destroy	Destroy	dz
Dev	Device	dz
DeviceHasFunctions	Devicehasfunctions	dz
DeviceNotAvailable	Devicenotavailable	dz
Device_id	Deviceid	dz
DisableInt	Disableint	dz
Disconnect	Disconnect	dz
DivideByZero	Dividebyzero	dz
DoHandleInterrupt	Dohandleinterrupt	dz
DoubleFault	Doublefault	dz
Draw	Draw	dz
DriverManager	Drivermanager	dz
Ds	Ds	dz
Dynamic	Dynamic	dz
E2BIG	E2big	dz
EACCES	Eacces	dz
EADDRINUSE	Eaddrinuse	dz
EAFNOSUPPORT	Eafnosupport	dz
EAGAIN	Eagain	dz
EBADF	Ebadf	dz
EBUSY	Ebusy	dz
