english	localized	source	evidence_count
a	表觀溫度	gettext	1
access	存取	gettext	10
ack	ack	fallback-English	0
activate	使用	gettext	2
active	啟用	gettext	5
add	加入	gettext	46
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	進階	gettext	49
af	af	fallback-English	0
after	之後	gettext	5
align	對齊	gettext	1
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	全部	gettext	9
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	數量	gettext	2
and	和	gettext	1
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	參數	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	陣列	curated-seed	10
assembly	組合語言	curated-seed	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	屬性	curated-seed	3
attributes	屬性	gettext	1
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	可用空間	gettext	10
b	位元	gettext	1
ba	ba	fallback-English	0
back	上一頁	gettext	11
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	列	gettext	4
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	位元	gettext	1
blksize	blksize	fallback-English	0
block	區塊	gettext	15
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	方塊	gettext	1
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	緩衝區	gettext	4
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	按鈕	gettext	8
buttons	按鈕	gettext	16
by	by	fallback-English	0
byte	位元組	curated-seed	0
bytes	位元組	gettext	18
c	有雲	gettext	1
cache	cache	fallback-English	0
call	呼叫	curated-seed	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	紙牌	gettext	1
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	child	fallback-English	0
chunk	chunk	fallback-English	0
class	類別	gettext	13
clear	清除	gettext	22
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	關閉	curated-seed	68
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	色彩	gettext	2
colordepth	colordepth	fallback-English	0
command	指令	gettext	38
commandport	commandport	fallback-English	0
common	通用	curated-seed	5
component	component	fallback-English	0
connect	連接	gettext	10
connected	connected	fallback-English	0
console	控制台	curated-seed	10
constant	常數	curated-seed	2
contains	contains	fallback-English	0
contents	內容	gettext	68
control	控制	gettext	2
controller	控制器	curated-seed	5
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	複製	curated-seed	56
count	計數	gettext	1
cow	cow	fallback-English	0
cpu	cpu	fallback-English	0
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	建立	curated-seed	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	目前	gettext	10
cursor	游標	gettext	15
cylinder	cylinder	fallback-English	0
d	露點	gettext	1
data	資料	curated-seed	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	日期	gettext	19
deactivate	停用	gettext	3
deactive	deactive	fallback-English	0
debug	除錯	gettext	15
decrement	decrement	fallback-English	0
default	預設	gettext	43
delete	刪除	curated-seed	70
delta	德爾塔	gettext	2
depth	深度	gettext	1
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	描述	gettext	56
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	目的地	gettext	10
destroy	銷毀	gettext	2
dev	dev	fallback-English	0
device	裝置	gettext	23
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	dir	fallback-English	0
directory	目錄	gettext	17
dirent	dirent	fallback-English	0
disable	停用	gettext	3
discard	丟棄	gettext	1
disconnect	斷線	gettext	13
dispatch	dispatch	fallback-English	0
divide	除	gettext	1
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	網域	gettext	5
double	倍精度	gettext	10
down	下	gettext	13
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	驅動程式	curated-seed	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	動態	gettext	1
e	東	gettext	1
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	空	gettext	11
emsgsize	emsgsize	fallback-English	0
enable	啟用	gettext	1
enabled	已啟用	gettext	4
end	結束	gettext	1
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	項目	gettext	6
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	相等	gettext	1
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	出錯	gettext	1
error	錯誤	gettext	49
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	乙太網路	curated-seed	6
event	事件	curated-seed	1
events	事件集	curated-seed	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	執行	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	離開	gettext	4
exited	已離開	gettext	5
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	風凍	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	故障	curated-seed	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	fd	fallback-English	0
fds	fds	fallback-English	0
field	欄位	gettext	5
file	檔案	curated-seed	209
filename	檔案名稱	gettext	26
files	檔案	gettext	1
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	尋找	gettext	36
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	旗幟	gettext	1
flags	旗標	gettext	13
floating	浮動	gettext	2
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	焦點	gettext	2
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	框架	curated-seed	5
free	剩餘	gettext	10
frequency	頻率	gettext	1
from	from	fallback-English	0
front	前	gettext	2
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	完全	gettext	10
func	func	fallback-English	0
function	函式	gettext	10
functions	函式	gettext	6
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	入口	curated-seed	0
gateway	gateway	fallback-English	0
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	全域	gettext	7
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	圖形	gettext	7
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	點	gettext	1
halt	halt	fallback-English	0
handle	控制把	gettext	2
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	硬體	gettext	14
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	標頭	curated-seed	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	height	fallback-English	0
helper	helper	fallback-English	0
hex	十六進位	gettext	1
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	隱藏	gettext	2
high	高	gettext	11
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	識別號	gettext	1
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	進	gettext	4
increment	increment	fallback-English	0
index	索引	gettext	2
inet	inet	fallback-English	0
info	資訊	gettext	2
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	inode	fallback-English	0
input	輸入	gettext	12
install	安裝	gettext	15
int	整數	gettext	10
interconnect	interconnect	fallback-English	0
interface	介面	gettext	23
internet	互聯網	gettext	5
internetprotocol	internetprotocol	fallback-English	0
interrupt	中斷	curated-seed	2
interrupts	interrupts	fallback-English	0
invalid	無效	gettext	2
io	io	fallback-English	0
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
