before	after
asm/gdt.inc	機器啟動/gdt.inc
asm/goasm位移.inc	機器啟動/goasm位移.inc
asm/multiboot標頭.s	機器啟動/multiboot標頭.s
asm/rt0.s	機器啟動/rt0.s
asm/常數.inc	機器啟動/常數.inc
go.sh	編譯核心.sh
linker.ld	連結配置.ld
src/icmp/icmp.go	src/互聯網路控制訊息協定/互聯網路控制訊息協定.go
src/ipv4/ipv4.go	src/互聯網路協定4/互聯網路協定4.go
src/udp/udp.go	src/使用者資料報協定/使用者資料報協定.go
src/乙太網路框架/乙太網路框架.go	src/共享媒介網路框/共享媒介網路框.go
src/元件/元件.go	src/介面元素/介面元素.go
src/檔案系統/elf/elf.go	src/檔案系統/可執行與可連結格式/可執行與可連結格式.go
src/檔案系統/elf/elf區段.go	src/檔案系統/可執行與可連結格式/elf區段.go
src/檔案系統/elf/elf標頭.go	src/檔案系統/可執行與可連結格式/elf標頭.go
src/檔案系統/elf/連結對映.go	src/檔案系統/可執行與可連結格式/連結對映.go
src/驅動程式/滑鼠/滑鼠.go	src/驅動程式/指向裝置/指向裝置.go
tools/decode-virtualbox-log.sh	工具/解析序列紀錄.sh
tools/offsets.go	工具/結構位移.go
userland/posix/Makefile	使用者空間/posix/Makefile
userland/posix/TEST_RESULTS.md	使用者空間/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	使用者空間/posix/標頭檔/arpa/inet.h
userland/posix/include/engos/syscall.h	使用者空間/posix/標頭檔/engos/syscall.h
userland/posix/include/errno.h	使用者空間/posix/標頭檔/errno.h
userland/posix/include/fcntl.h	使用者空間/posix/標頭檔/fcntl.h
userland/posix/include/netinet/in.h	使用者空間/posix/標頭檔/netinet/in.h
userland/posix/include/stddef.h	使用者空間/posix/標頭檔/stddef.h
userland/posix/include/stdint.h	使用者空間/posix/標頭檔/stdint.h
userland/posix/include/sys/socket.h	使用者空間/posix/標頭檔/sys/socket.h
userland/posix/include/sys/stat.h	使用者空間/posix/標頭檔/sys/stat.h
userland/posix/include/sys/types.h	使用者空間/posix/標頭檔/sys/types.h
userland/posix/include/sys/utsname.h	使用者空間/posix/標頭檔/sys/utsname.h
userland/posix/include/sys/wait.h	使用者空間/posix/標頭檔/sys/wait.h
userland/posix/include/unistd.h	使用者空間/posix/標頭檔/unistd.h
userland/posix/linker.ld	使用者空間/posix/連結配置.ld
userland/posix/src/crt0.S	使用者空間/posix/實作/啟動.S
userland/posix/src/errno.c	使用者空間/posix/實作/錯誤編號.c
userland/posix/src/fcntl.c	使用者空間/posix/實作/檔案控制.c
userland/posix/src/socket.c	使用者空間/posix/實作/socket.c
userland/posix/src/stat.c	使用者空間/posix/實作/檔案狀態.c
userland/posix/src/syscall.S	使用者空間/posix/實作/系統呼叫.S
userland/posix/src/unistd.c	使用者空間/posix/實作/unistd.c
userland/posix/tests/compile.c	使用者空間/posix/測試/compile.c
userland/posix/tests/exec_runtime.c	使用者空間/posix/測試/exec_runtime.c
userland/posix/tests/exec_target.c	使用者空間/posix/測試/exec_target.c
userland/posix/tests/fork_runtime.c	使用者空間/posix/測試/fork_runtime.c
userland/posix/tests/heap_runtime.c	使用者空間/posix/測試/heap_runtime.c
userland/posix/tests/runtime.c	使用者空間/posix/測試/runtime.c
userland/posix/tests/socket_runtime.c	使用者空間/posix/測試/socket_runtime.c
userland/posix/tests/stdin_runtime.c	使用者空間/posix/測試/stdin_runtime.c
