original	localized	language
Activate	Aktivera	sv
ActivateAll	AktiveraAlla	sv
Active	Aktiv	sv
ActiveInterruptManager	AktivAvbrottmanager	sv
ActiveMemoryManager	AktivMinnemanager	sv
Add	Läggtill	sv
AddDriver	Läggtilldriver	sv
AddRunnableThread	Läggtillrunnablethread	sv
AddTask	LäggtillAktivitet	sv
AddThread	Läggtillthread	sv
Address	Adress	sv
AlignedMalloc	Alignedmalloc	sv
AlignmentCheck	Alignmentcheck	sv
AllocateBlock	Allocateblock	sv
AllocatePID	Allocateprocessid	sv
AmountOfMemory	MängdavMinne	sv
ArrayToUint16	Vektortounsignedinteger16	sv
ArrayToUint32	Vektortounsignedinteger32	sv
ArrayToUint48	Vektortounsignedinteger48	sv
ArrayToUint48_BE	Vektortounsignedinteger48be	sv
ArrayToUint64	Vektortounsignedinteger64	sv
Atime	Atime	sv
AtimeNsec	Atimensec	sv
BLOCKS_PER_BYTE	Blockperbyte	sv
BLOCK_SIZE	BlockStorlek	sv
Backend	Backend	sv
BaseAddr	BaseAdress	sv
Bind	Bind	sv
Blksize	Blksize	sv
Blocked	Blocked	sv
BlockedState	BlockedTillstånd	sv
Blocks	Block	sv
BoundRangeExceeded	BoundIntervallexceeded	sv
BroadcastMacAddress	BroadcastmacAdress	sv
BytesPerSector	Bytepersector	sv
BytesToString	Bytetosträng	sv
Checksum	Kontrollsumma	sv
Clear	Töm	sv
Clone	Clone	sv
CloneAddressSpaceCOW	CloneAdressMellanslagcow	sv
Connect	Anslut	sv
ContainsCoordinate	Containscoordinate	sv
CopyPageFrameBlock	KopieraSidaRamblock	sv
CpuState	ProcessorTillstånd	sv
Create	Create	sv
CreateFromData	Createfromdata	sv
CreateFromFunction	CreatefromFunktion	sv
CreatePtrFromFunction	CreateMuspekarefromFunktion	sv
Cs	Cs	sv
Ctime	Ctime	sv
CtimeNsec	Ctimensec	sv
CurrentPID	Aktuellprocessid	sv
CurrentParentPID	Aktuellförälderprocessid	sv
Data	Data	sv
Deactivate	Inaktivera	sv
Deactive	Deactive	sv
Decrement	Decrement	sv
Delete	Tabort	sv
DescriptorPrivilegeLevel	Descriptorprivilegelevel	sv
DescriptorType	DescriptorTyp	sv
Destroy	Förstör	sv
Dev	Enhet	sv
DeviceHasFunctions	EnhethasFunktioner	sv
DeviceNotAvailable	EnhetnotTillgängligt	sv
Device_id	Enhetid	sv
DisableInt	Avaktiveraint	sv
Disconnect	Kopplaifrån	sv
DivideByZero	DelabyNoll	sv
DoHandleInterrupt	DoHandtagAvbrott	sv
DoubleFault	Doublefault	sv
Draw	Draw	sv
DriverManager	Drivermanager	sv
Ds	Ds	sv
Dynamic	Dynamisk	sv
E2BIG	E2big	sv
EACCES	Eacces	sv
EADDRINUSE	Eaddrinuse	sv
EAFNOSUPPORT	Eafnosupport	sv
EAGAIN	Eagain	sv
EBADF	Ebadf	sv
EBUSY	Ebusy	sv
ECHILD	Echild	sv
EEXIST	Eexist	sv
EFAULT	Efault	sv
EFBIG	Efbig	sv
