standard_identifier	native_identifier	category	status
AF_INET	código_de_familia_de_direcciones_entre_redes	network-declaration	project-proposal
AF_UNSPEC	familia_de_direcciones_sin_especificar	network-declaration	project-proposal
CHAR_BIT	CHAR_BIT	integer-limit	pending-language-review
CHAR_MAX	CHAR_MAX	integer-limit	pending-language-review
CHAR_MIN	CHAR_MIN	integer-limit	pending-language-review
CHECK	CHECK	variable	pending-language-review
E2BIG	E2BIG	error-code	pending-language-review
EACCES	EACCES	error-code	pending-language-review
EADDRINUSE	EADDRINUSE	error-code	pending-language-review
EAFNOSUPPORT	EAFNOSUPPORT	error-code	pending-language-review
EAGAIN	EAGAIN	error-code	pending-language-review
EBADF	EBADF	error-code	pending-language-review
EBUSY	EBUSY	error-code	pending-language-review
ECHILD	ECHILD	error-code	pending-language-review
EEXIST	EEXIST	error-code	pending-language-review
EFAULT	EFAULT	error-code	pending-language-review
EFBIG	EFBIG	error-code	pending-language-review
EINTR	EINTR	error-code	pending-language-review
EINVAL	EINVAL	error-code	pending-language-review
EIO	EIO	error-code	pending-language-review
EISDIR	EISDIR	error-code	pending-language-review
EMFILE	EMFILE	error-code	pending-language-review
EMSGSIZE	EMSGSIZE	error-code	pending-language-review
ENETUNREACH	ENETUNREACH	error-code	pending-language-review
ENFILE	ENFILE	error-code	pending-language-review
ENODEV	ENODEV	error-code	pending-language-review
ENOENT	ENOENT	error-code	pending-language-review
ENOEXEC	ENOEXEC	error-code	pending-language-review
ENOMEM	ENOMEM	error-code	pending-language-review
ENOSPC	ENOSPC	error-code	pending-language-review
ENOSYS	ENOSYS	error-code	pending-language-review
ENOTCONN	ENOTCONN	error-code	pending-language-review
ENOTDIR	ENOTDIR	error-code	pending-language-review
ENOTTY	ENOTTY	error-code	pending-language-review
EOPNOTSUPP	EOPNOTSUPP	error-code	pending-language-review
EPERM	EPERM	error-code	pending-language-review
EPROTONOSUPPORT	EPROTONOSUPPORT	error-code	pending-language-review
ERANGE	ERANGE	error-code	pending-language-review
EROFS	EROFS	error-code	pending-language-review
ESPIPE	ESPIPE	error-code	pending-language-review
ESRCH	ESRCH	error-code	pending-language-review
EXIT_FAILURE	EXIT_FAILURE	interface-constant	pending-language-review
EXIT_SUCCESS	EXIT_SUCCESS	interface-constant	pending-language-review
FD_CLOEXEC	FD_CLOEXEC	interface-constant	pending-language-review
F_DUPFD	F_DUPFD	interface-constant	pending-language-review
F_GETFD	F_GETFD	interface-constant	pending-language-review
F_GETFL	F_GETFL	interface-constant	pending-language-review
F_OK	F_OK	interface-constant	pending-language-review
F_SETFD	F_SETFD	interface-constant	pending-language-review
F_SETFL	F_SETFL	interface-constant	pending-language-review
INADDR_ANY	cualquier_dirección_local	network-declaration	project-proposal
INADDR_LOOPBACK	dirección_de_retorno_local	network-declaration	project-proposal
INT_MAX	INT_MAX	integer-limit	pending-language-review
INT_MIN	INT_MIN	integer-limit	pending-language-review
IPPROTO_IP	protocolo_básico_entre_redes	network-declaration	project-proposal
IPPROTO_UDP	protocolo_de_datagramas_de_usuario	network-declaration	project-proposal
LLONG_MAX	LLONG_MAX	integer-limit	pending-language-review
LLONG_MIN	LLONG_MIN	integer-limit	pending-language-review
LONG_MAX	LONG_MAX	integer-limit	pending-language-review
LONG_MIN	LONG_MIN	integer-limit	pending-language-review
NULL	NULL	interface-constant	pending-language-review
O_ACCMODE	O_ACCMODE	interface-constant	pending-language-review
O_APPEND	O_APPEND	interface-constant	pending-language-review
O_CREAT	O_CREAT	interface-constant	pending-language-review
O_DIRECTORY	O_DIRECTORY	interface-constant	pending-language-review
O_EXCL	O_EXCL	interface-constant	pending-language-review
O_RDONLY	O_RDONLY	interface-constant	pending-language-review
O_RDWR	O_RDWR	interface-constant	pending-language-review
O_TRUNC	O_TRUNC	interface-constant	pending-language-review
O_WRONLY	O_WRONLY	interface-constant	pending-language-review
PF_INET	familia_de_protocolos_entre_redes	network-declaration	project-proposal
R_OK	R_OK	interface-constant	pending-language-review
SC0	SC0	implementation-helper	pending-language-review
SC1	SC1	implementation-helper	pending-language-review
SC2	SC2	implementation-helper	pending-language-review
SC3	SC3	implementation-helper	pending-language-review
SCHAR_MAX	SCHAR_MAX	integer-limit	pending-language-review
SCHAR_MIN	SCHAR_MIN	integer-limit	pending-language-review
SC_accept	SC_aceptar_conexión	internal-name	derived-from-call-role
SC_bind	SC_asociar_dirección_local	internal-name	derived-from-call-role
SC_connect	SC_conectar_con_extremo_remoto	internal-name	derived-from-call-role
SC_getpeername	SC_obtener_dirección_remota	internal-name	derived-from-call-role
SC_getsockname	SC_obtener_dirección_local	internal-name	derived-from-call-role
SC_listen	SC_preparar_recepción_de_conexiones	internal-name	derived-from-call-role
SC_recv	SC_recibir	internal-name	derived-from-call-role
SC_recvfrom	SC_recibir_con_dirección_de_origen	internal-name	derived-from-call-role
SC_send	SC_enviar	internal-name	derived-from-call-role
SC_sendto	SC_enviar_a_destino	internal-name	derived-from-call-role
SC_setsockopt	SC_configurar_opción_del_extremo	internal-name	derived-from-call-role
SC_shutdown	SC_cerrar_sentido_de_comunicación	internal-name	derived-from-call-role
