original	compiler	native	status
Activate	A有効にする	Aゆうこうにする	reading-needs-review
ActivateAll	A有効にするすべて	Aゆうこうにするすべて	reading-needs-review
Active	A有効	Aゆうこう	reading-needs-review
ActiveInterruptManager	A有効割込み管理者	Aゆうこうわりこみかんりしゃ	reading-needs-review
ActiveMemoryManager	A有効メモリ管理者	Aゆうこうめもりかんりしゃ	reading-needs-review
Add	A追加	Aついか	reading-needs-review
AddDriver	A追加ドライバー	Aついかどらいばー	reading-needs-review
AddRunnableThread	A追加runnableスレッド	Aついかrunnableすれっど	reading-needs-review
AddTask	A追加タスク	Aついかたすく	reading-needs-review
AddThread	A追加スレッド	Aついかすれっど	reading-needs-review
Address	Address	Address	reading-needs-review
AlignedMalloc	Alignedmalloc	Alignedmalloc	reading-needs-review
AlignmentCheck	Alignmentcheck	Alignmentcheck	reading-needs-review
AllocateBlock	Allocateブロック	Allocateぶろっく	reading-needs-review
AllocatePID	Allocatepid	Allocatepid	reading-needs-review
AmountOfMemory	A株数ofメモリ	Aかぶかずofめもり	reading-needs-review
ArrayToUint16	A配列tounsignedinteger16	Aはいれつtounsignedinteger16	reading-needs-review
ArrayToUint32	A配列tounsignedinteger32	Aはいれつtounsignedinteger32	reading-needs-review
ArrayToUint48	A配列tounsignedinteger48	Aはいれつtounsignedinteger48	reading-needs-review
ArrayToUint48_BE	A配列tounsignedinteger48be	Aはいれつtounsignedinteger48be	reading-needs-review
ArrayToUint64	A配列tounsignedinteger64	Aはいれつtounsignedinteger64	reading-needs-review
Atime	Atime	Atime	reading-needs-review
AtimeNsec	Atimensec	Atimensec	reading-needs-review
BLOCKS_PER_BYTE	Bブロックperバイト	Bぶろっくperばいと	reading-needs-review
BLOCK_SIZE	Bブロックサイズ	Bぶろっくさいず	reading-needs-review
Backend	Backend	Backend	reading-needs-review
BaseAddr	Baseaddress	Baseaddress	reading-needs-review
Bind	Bバインド	Bばいんど	reading-needs-review
Blksize	Blksize	Blksize	reading-needs-review
Blocked	Blocked	Blocked	reading-needs-review
BlockedState	Blocked状態	Blockedじょうたい	reading-needs-review
Blocks	Bブロック	Bぶろっく	reading-needs-review
BoundRangeExceeded	Boundrangeexceeded	Boundrangeexceeded	reading-needs-review
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	reading-needs-review
BytesPerSector	Bバイトpersector	Bばいとpersector	reading-needs-review
BytesToString	Bバイトto文字列	Bばいとtoもじれつ	reading-needs-review
Checksum	Checksum	Checksum	reading-needs-review
Clear	Cクリア	Cくりあ	reading-needs-review
Clone	Clone	Clone	reading-needs-review
CloneAddressSpaceCOW	Cloneaddressスペースcow	Cloneaddressすぺーすcow	reading-needs-review
Connect	C接続	Cせつぞく	reading-needs-review
ContainsCoordinate	Containscoordinate	Containscoordinate	reading-needs-review
CopyPageFrameBlock	C複製ページフレームブロック	Cふくせいぺーじふれーむぶろっく	reading-needs-review
CpuState	Cpu状態	Cpuじょうたい	reading-needs-review
Create	C作成	Cさくせい	reading-needs-review
CreateFromData	C作成からデータ	Cさくせいからでーた	reading-needs-review
CreateFromFunction	C作成から関数	Cさくせいからかんすう	reading-needs-review
