원래경로	변환경로
src/amd_am79c973/amd_am79c973.go	src/amdam79c973/amdam79c973.go
src/arp/arp.go	src/arp/arp.go
src/common/memoperations.go	src/chung/bộnhớoperation.go
src/common/type.go	src/chung/kiểu.go
src/console/console.go	src/console/console.go
src/console/console.s	src/console/console.s
src/drivers/ata/ata.go	src/driver/ata/ata.go
src/drivers/driver/driver.go	src/driver/driver/driver.go
src/drivers/keyboard/keyboard.go	src/driver/bànphím/bànphím.go
src/drivers/mouse/mouse.go	src/driver/thiết_bị_trỏ/thiết_bị_trỏ.go
src/drivers/timer/timer.go	src/driver/timer/timer.go
src/etherframe/etherframe.go	src/khung_mạng_dùng_chung_môi_trường_truyền/khung_mạng_dùng_chung_môi_trường_truyền.go
src/filesystem/elf/elf.go	src/tậptinHệthống/định_dạng_thực_thi_và_liên_kết/định_dạng_thực_thi_và_liên_kết.go
src/filesystem/elf/elfheader.go	src/tậptinHệthống/định_dạng_thực_thi_và_liên_kết/elfheader.go
src/filesystem/elf/elfsection.go	src/tậptinHệthống/định_dạng_thực_thi_và_liên_kết/elfsection.go
src/filesystem/elf/linkmap.go	src/tậptinHệthống/định_dạng_thực_thi_và_liên_kết/liênkếtmap.go
src/filesystem/fat/fat.go	src/tậptinHệthống/fat/fat.go
src/filesystem/msdospart/msdospart.go	src/tậptinHệthống/msdospartition/msdospartition.go
src/gate/gate.go	src/gate/gate.go
src/gate/gate.s	src/gate/gate.s
src/gate/gate_amd64.go	src/gate/gateamd64.go
src/gate/gate_amd64.s	src/gate/gateamd64.s
src/gdt/gdt.go	src/gdt/gdt.go
src/gdt/gdt.s	src/gdt/gdt.s
src/icmp/icmp.go	src/giao_thức_thông_điệp_điều_khiển_mạng_liên_kết/giao_thức_thông_điệp_điều_khiển_mạng_liên_kết.go
src/interrupt/interrupt.go	src/giánđoạn/giánđoạn.go
src/interrupt/interrupt.s	src/giánđoạn/giánđoạn.s
src/ipv4/ipv4.go	src/giao_thức_mạng_liên_kết_4/giao_thức_mạng_liên_kết_4.go
src/memorymanager/memorymanager.go	src/bộnhớmanager/bộnhớmanager.go
src/multitasking/multi.s	src/multitasking/multi.s
src/multitasking/multitasking.go	src/multitasking/multitasking.go
src/paging/paging.go	src/paging/paging.go
src/paging/paging.s	src/paging/paging.s
src/pci/pci.go	src/pci/pci.go
src/phymem/phymem.go	src/physicalBộnhớ/physicalBộnhớ.go
src/port/port.go	src/cổng/cổng.go
src/port/port.s	src/cổng/cổng.s
src/systemcall/systemcall.go	src/hệthốngcall/hệthốngcall.go
src/systemcall/systemcall.s	src/hệthốngcall/hệthốngcall.s
src/tasking/process/process.go	src/tasking/tiếntrình/tiếntrình.go
src/tasking/scheduler/scheduler.go	src/tasking/scheduler/scheduler.go
src/tasking/scheduler/scheduler.s	src/tasking/scheduler/scheduler.s
src/tasking/thread/thread.go	src/tasking/thread/thread.go
src/tasking/tss/tss.go	src/tasking/tss/tss.go
src/tasking/tss/tss.s	src/tasking/tss/tss.s
src/text_mode/text_mode.go	src/nhãnChếđộ/nhãnChếđộ.go
src/udp/udp.go	src/giao_thức_gói_tin_người_dùng/giao_thức_gói_tin_người_dùng.go
src/util/array/array.go	src/util/mảng/mảng.go
src/util/list/list.go	src/util/liệtkê/liệtkê.go
src/util/util.go	src/util/util.go
src/vga/vga.go	src/vga/vga.go
src/virtmem/virtmem.go	src/ảoBộnhớ/ảoBộnhớ.go
src/widget/widget.go	src/thành_phần_màn_hình/thành_phần_màn_hình.go
main.go	chính.go
main.s	chính.s
asm/constants.inc	khởi_động_máy/hằng.inc
asm/gdt.inc	khởi_động_máy/gdt.inc
asm/go_asm_offsets.inc	khởi_động_máy/goasmoffset.inc
asm/multiboot_header.s	khởi_động_máy/multibootheader.s
asm/rt0.s	khởi_động_máy/rt0.s
