english	localized	language
a	a	vi
access	truycập	vi
ack	ack	vi
activate	Bật	vi
active	Hoạtđộng	vi
add	Thêm	vi
addend	addend	vi
addr	addr	vi
addralign	addralign	vi
address	address	vi
advanced	Nângcao	vi
af	af	vi
after	after	vi
align	Canhlề	vi
aligned	aligned	vi
alignment	alignment	vi
all	Tấtcả	vi
alloc	alloc	vi
allocate	allocate	vi
allocated	allocated	vi
am	am	vi
amd	amd	vi
amount	Sốtiền	vi
and	và	vi
append	append	vi
args	args	vi
argument	argument	vi
arguments	Đốisố	vi
arp	arp	vi
arp콘솔	arp콘솔	vi
array	Mảng	vi
assembly	assembly	vi
at	at	vi
ata	ata	vi
atime	atime	vi
attachment	attachment	vi
attempts	attempts	vi
attr	attr	vi
attribute	thuộctính	vi
attributes	attributes	vi
aux	aux	vi
avail	avail	vi
available	Sẵnsàng	vi
b	b	vi
ba	ba	vi
back	Lùi	vi
backend	backend	vi
backup	backup	vi
bar	Thanh	vi
base	base	vi
be	be	vi
bh	bh	vi
big	big	vi
bind	bind	vi
bios	bios	vi
bit	bit	vi
bitmap	bitmap	vi
bitmasp	bitmasp	vi
bits	bit	vi
blksize	blksize	vi
block	Tắcnghẽn	vi
blocked	blocked	vi
blocking	blocking	vi
blocks	Khối	vi
boot	boot	vi
bootable	bootable	vi
bootloader	bootloader	vi
bound	bound	vi
bpb	bpb	vi
break	break	vi
brk	brk	vi
broadcast	broadcast	vi
buf	buf	vi
buffer	buffer	vi
buffers	Bộnhớđệm	vi
bufptr	bufptr	vi
bus	bus	vi
button	Nút	vi
buttons	buttons	vi
by	by	vi
byte	byte	vi
bytes	Byte	vi
c	c	vi
cache	cache	vi
call	call	vi
candidate	candidate	vi
cap	cap	vi
capable	capable	vi
card	Đánhbài	vi
central	MiềnTrung	vi
char	char	vi
chdir	chdir	vi
check	check	vi
checked	checked	vi
checksum	checksum	vi
child	con	vi
chunk	chunk	vi
class	Hạng	vi
clear	Xoá	vi
cloexec	cloexec	vi
clone	clone	vi
close	Đóng	vi
cluster	cluster	vi
cmp	cmp	vi
code	code	vi
col	col	vi
color	Màu	vi
