original	before	after	review_status	concept	changed_tokens
Activate	Bật	Bật	existing-unreviewed		0
ActivateAll	BậtTấtcả	BậtTấtcả	existing-unreviewed		0
Active	Hoạtđộng	Hoạtđộng	existing-unreviewed		0
ActiveInterruptManager	HoạtđộngGiánđoạnmanager	HoạtđộngGiánđoạnmanager	existing-unreviewed		0
ActiveMemoryManager	HoạtđộngBộnhớmanager	HoạtđộngBộnhớmanager	existing-unreviewed		0
Add	Thêm	Thêm	existing-unreviewed		0
AddDriver	Thêmdriver	Thêmdriver	existing-unreviewed		0
AddRunnableThread	Thêmrunnablethread	Thêmrunnablethread	existing-unreviewed		0
AddTask	ThêmTácvụ	ThêmTácvụ	existing-unreviewed		0
AddThread	Thêmthread	Thêmthread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateTắcnghẽn	AllocateTắcnghẽn	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	SốtiềntrênBộnhớ	SốtiềntrênBộnhớ	existing-unreviewed		0
ArrayToUint16	Mảngtounsignedinteger16	Mảngtounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Mảngtounsignedinteger32	Mảngtounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Mảngtounsignedinteger48	Mảngtounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Mảngtounsignedinteger48be	Mảngtounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Mảngtounsignedinteger64	Mảngtounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Tắcnghẽnperbyte	Tắcnghẽnperbyte	existing-unreviewed		0
BLOCK_SIZE	TắcnghẽnCỡ	TắcnghẽnCỡ	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedTrạngthái	BlockedTrạngthái	existing-unreviewed		0
Blocks	Tắcnghẽn	Tắcnghẽn	existing-unreviewed		0
BoundRangeExceeded	BoundPhạmviexceeded	BoundPhạmviexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bytepersector	Bytepersector	existing-unreviewed		0
BytesToString	BytetoCHUỖI	BytetoCHUỖI	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Xoá	Xoá	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	Cloneaddressspacecow	Cloneaddressspacecow	existing-unreviewed		0
Connect	Kếtnối	Kếtnối	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	SaochépTrangframeTắcnghẽn	SaochépTrangframeTắcnghẽn	existing-unreviewed		0
CpuState	CpuTrạngthái	CpuTrạngthái	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createfromdata	Createfromdata	existing-unreviewed		0
CreateFromFunction	CreatefromHàm	CreatefromHàm	existing-unreviewed		0
CreatePtrFromFunction	CreateContrỏfromHàm	CreateContrỏfromHàm	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	Hiệnhànhpid	Hiệnhànhpid	existing-unreviewed		0
CurrentParentPID	Hiệnhànhmẹpid	Hiệnhànhmẹpid	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Tắt	Tắt	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Xoá_2	Xoá_2	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	DescriptorKiểu	DescriptorKiểu	existing-unreviewed		0
Destroy	Huỷbỏ	Huỷbỏ	existing-unreviewed		0
Dev	Thiếtbị	Thiếtbị	existing-unreviewed		0
DeviceHasFunctions	ThiếtbịhasHàm	ThiếtbịhasHàm	existing-unreviewed		0
DeviceNotAvailable	ThiếtbịnotSẵnsàng	ThiếtbịnotSẵnsàng	existing-unreviewed		0
Device_id	ThiếtbịMãsố	ThiếtbịMãsố	existing-unreviewed		0
DisableInt	Vôhiệuhóaint	Vôhiệuhóaint	existing-unreviewed		0
Disconnect	Ngắtkếtnối	Ngắtkếtnối	existing-unreviewed		0
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed		0
DoHandleInterrupt	DohandleGiánđoạn	DohandleGiánđoạn	existing-unreviewed		0
DoubleFault	Doublefault	Doublefault	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	Drivermanager	Drivermanager	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	Năngđộng	Năngđộng	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed		0
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed		0
EAGAIN	Eagain	Eagain	existing-unreviewed		0
EBADF	Ebadf	Ebadf	existing-unreviewed		0
EBUSY	Ebusy	Ebusy	existing-unreviewed		0
ECHILD	Echild	Echild	existing-unreviewed		0
EEXIST	Eexist	Eexist	existing-unreviewed		0
EFAULT	Efault	Efault	existing-unreviewed		0
EFBIG	Efbig	Efbig	existing-unreviewed		0
EINTR	Eintr	Eintr	existing-unreviewed		0
EINVAL	Einval	Einval	existing-unreviewed		0
EIO	Eio	Eio	existing-unreviewed		0
EISDIR	Eisdir	Eisdir	existing-unreviewed		0
EMFILE	Emfile	Emfile	existing-unreviewed		0
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed		0
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed		0
ENFILE	Enfile	Enfile	existing-unreviewed		0
ENODEV	Enodev	Enodev	existing-unreviewed		0
ENOENT	Enoent	Enoent	existing-unreviewed		0
ENOEXEC	Enoexec	Enoexec	existing-unreviewed		0
ENOMEM	Enomem	Enomem	existing-unreviewed		0
ENOSPC	Enospc	Enospc	existing-unreviewed		0
ENOSYS	Enosys	Enosys	existing-unreviewed		0
ENOTCONN	Enotconn	Enotconn	existing-unreviewed		0
ENOTDIR	Enotdir	Enotdir	existing-unreviewed		0
ENOTTY	Enotty	Enotty	existing-unreviewed		0
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed		0
EPERM	Eperm	Eperm	existing-unreviewed		0
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed		0
ERANGE	Erange	Erange	existing-unreviewed		0
EROFS	Erofs	Erofs	existing-unreviewed		0
ESPIPE	Espipe	Espipe	existing-unreviewed		0
ESRCH	Esrch	Esrch	existing-unreviewed		0
Eax	Eax	Eax	existing-unreviewed		0
Ebp	Ebp	Ebp	existing-unreviewed		0
Ebx	Ebx	Ebx	existing-unreviewed		0
Ecx	Ecx	Ecx	existing-unreviewed		0
Edi	Edi	Edi	existing-unreviewed		0
Edx	Edx	Edx	existing-unreviewed		0
Eflags	Eflags	Eflags	existing-unreviewed		0
Eip	Eip	Eip	existing-unreviewed		0
Elf	Elf	Elf	existing-unreviewed		0
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed		0
Elf32Note	Elf32Ghichú	Elf32Ghichú	existing-unreviewed		0
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed		0
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed		0
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed		0
ElfHeader	Elfheader	Elfheader	existing-unreviewed		0
ElfProgramHeader	Elfchươngtrìnhheader	Elfchươngtrìnhheader	existing-unreviewed		0
ElfSectionHeader	Elfsectionheader	Elfsectionheader	existing-unreviewed		0
EnablePaging	Enablepaging	Enablepaging	existing-unreviewed		0
Enabled	Bật_2	Bật_2	existing-unreviewed		0
EntryNumber	EntrySỐ	EntrySỐ	existing-unreviewed		0
EqualBytes	EqualByte	EqualByte	existing-unreviewed		0
Es	Es	Es	existing-unreviewed		0
Esi	Esi	Esi	existing-unreviewed		0
Esp	Esp	Esp	existing-unreviewed		0
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed		0
FPUOffset	Fpuoffset	Fpuoffset	existing-unreviewed		0
Family	Family	Family	existing-unreviewed		0
FileName	TậptinTên	TậptinTên	existing-unreviewed		0
Fill	Fill	Fill	existing-unreviewed		0
FillRectangle	FillChữnhật	FillChữnhật	existing-unreviewed		0
First	Đầu	Đầu	existing-unreviewed		0
FirstFree	ĐầuRảnh	ĐầuRảnh	existing-unreviewed		0
