original	localized	language
Activate	Aفعالکردن	fa
ActivateAll	Aفعالکردنهمه	fa
Active	Aفعال	fa
ActiveInterruptManager	Aفعالinterruptmanager	fa
ActiveMemoryManager	Aفعالحافظهmanager	fa
Add	Aاضافهکردن	fa
AddDriver	Aاضافهکردنdriver	fa
AddRunnableThread	Aاضافهکردنrunnablethread	fa
AddTask	Aاضافهکردنtask	fa
AddThread	Aاضافهکردنthread	fa
Address	Address	fa
AlignedMalloc	Alignedmalloc	fa
AlignmentCheck	Alignmentcheck	fa
AllocateBlock	Allocateقطعه	fa
AllocatePID	Allocateمشخصهبرنامه	fa
AmountOfMemory	Aمقدارofحافظه	fa
ArrayToUint16	Aآرایهtounsignedinteger16	fa
ArrayToUint32	Aآرایهtounsignedinteger32	fa
ArrayToUint48	Aآرایهtounsignedinteger48	fa
ArrayToUint48_BE	Aآرایهtounsignedinteger48be	fa
ArrayToUint64	Aآرایهtounsignedinteger64	fa
Atime	Atime	fa
AtimeNsec	Atimensec	fa
BLOCKS_PER_BYTE	Bقطعهperbyte	fa
BLOCK_SIZE	Bقطعهاندازه	fa
Backend	Backend	fa
BaseAddr	Baseaddress	fa
Bind	Bind	fa
Blksize	Blksize	fa
Blocked	Blocked	fa
BlockedState	Blockedحالت	fa
Blocks	Bقطعه	fa
BoundRangeExceeded	Boundمحدودهexceeded	fa
BroadcastMacAddress	Broadcastmacaddress	fa
BytesPerSector	Bبایتpersector	fa
BytesToString	Bبایتtoرشته	fa
Checksum	Checksum	fa
Clear	Cپاککردن	fa
Clone	Clone	fa
CloneAddressSpaceCOW	Cloneaddressفاصلهcow	fa
Connect	Cاتصال	fa
ContainsCoordinate	Containscoordinate	fa
CopyPageFrameBlock	Cکپیصفحهچارچوبقطعه	fa
CpuState	Cpuحالت	fa
Create	Create	fa
CreateFromData	Createfromdata	fa
CreateFromFunction	Createfromتابع	fa
CreatePtrFromFunction	Createpointerfromتابع	fa
Cs	Cs	fa
Ctime	Ctime	fa
CtimeNsec	Ctimensec	fa
CurrentPID	Currentمشخصهبرنامه	fa
CurrentParentPID	Currentوالدمشخصهبرنامه	fa
Data	Data	fa
Deactivate	Dغیرفعالکردن	fa
Deactive	Deactive	fa
Decrement	Decrement	fa
Delete	Dحذف	fa
DescriptorPrivilegeLevel	Descriptorprivilegelevel	fa
DescriptorType	Descriptorنوع	fa
Destroy	Destroy	fa
Dev	Dدستگاه	fa
DeviceHasFunctions	Dدستگاهhasتابعها	fa
