compiler_identifier	native_identifier
AF_INET	код_семейства_межсетевых_адресов
AF_UNSPEC	семейство_адресов_не_задано
INADDR_ANY	любой_местный_адрес
INADDR_LOOPBACK	адрес_обратной_петли
IPPROTO_IP	основной_межсетевой_протокол
IPPROTO_UDP	протокол_пользовательских_датаграмм
PF_INET	семейство_межсетевых_протоколов
SC_accept	SC_принять_соединение
SC_bind	SC_привязать_местный_адрес
SC_connect	SC_соединить_с_другой_стороной
SC_getpeername	SC_получить_адрес_другой_стороны
SC_getsockname	SC_получить_местный_адрес_точки
SC_listen	SC_подготовить_приём_соединений
SC_recv	SC_получить
SC_recvfrom	SC_получить_с_адресом_отправителя
SC_send	SC_отправить
SC_sendto	SC_отправить_по_адресу
SC_setsockopt	SC_задать_настройку_точки_связи
SC_shutdown	SC_закрыть_направление_связи
SC_socket	SC_создать_оконечную_точку_связи
SHUT_RD	остановить_приём
SHUT_RDWR	остановить_оба_направления
SHUT_WR	остановить_передачу
SOCK_DGRAM	конечная_точка_датаграмм
SOCK_STREAM	конечная_точка_потока_данных
SYS_access	SYS_проверить_права_доступа
SYS_brk	SYS_задать_конец_динамической_памяти
SYS_chdir	SYS_сменить_рабочий_каталог
SYS_close	SYS_закрыть
SYS_creat	SYS_создать_файл
SYS_dup	SYS_дублировать_ссылку_на_открытый_файл
SYS_dup2	SYS_дублировать_ссылку_под_заданным_номером
SYS_execve	SYS_заменить_исполняемую_программу
SYS_exit	SYS_немедленно_завершить
SYS_fcntl	SYS_управлять_файлом
SYS_fork	SYS_создать_дочерний_процесс
SYS_fstat	SYS_получить_состояние_открытого_файла
SYS_fsync	SYS_согласовать_данные_файла
SYS_getcwd	SYS_получить_путь_рабочего_каталога
SYS_getegid	SYS_получить_действующий_номер_группы
SYS_geteuid	SYS_получить_действующий_номер_пользователя
SYS_getgid	SYS_получить_номер_группы
SYS_getpid	SYS_получить_номер_процесса
SYS_getppid	SYS_получить_номер_родительского_процесса
SYS_getuid	SYS_получить_номер_пользователя
SYS_lseek	SYS_переместить_позицию_файла
SYS_lstat	SYS_получить_состояние_самой_ссылки
SYS_open	SYS_открыть
SYS_read	SYS_читать
SYS_stat	SYS_состояние_файла
SYS_sync	SYS_согласовать_все_данные
SYS_uname	SYS_получить_сведения_о_системе
SYS_write	SYS_писать
_LIBC_ARPA_INET_H	_include_преобразование_адресов_порядок_байтов
_LIBC_NETINET_IN_H	_include_межсетевое_взаимодействие_адрес
_LIBC_STDDEF_H	_include_основные_определения
_LIBC_STDINT_H	_include_целочисленные_типы
_LIBC_SYSCALL_H	_include_система_syscall
_LIBC_SYS_SOCKET_H	_include_система_socket
_LIBC_SYS_STAT_H	_include_система_stat
_LIBC_SYS_TYPES_H	_include_система_типы_данных
_LIBC_SYS_UTSNAME_H	_include_система_сведения_о_системе
_LIBC_SYS_WAIT_H	_include_система_ожидание_потомков
_exit	немедленно_завершить
accept	принять_соединение
access	проверить_права_доступа
argv	аргументы_2
bind	привязать_местный_адрес
brk	задать_конец_динамической_памяти
buf	буфер_передачи
chdir	сменить_рабочий_каталог
close	закрыть
connect	соединить_с_другой_стороной
creat	создать_файл
dup	дублировать_ссылку_на_открытый_файл
dup2	дублировать_ссылку_под_заданным_номером
execve	заменить_исполняемую_программу
fcntl	управлять_файлом
fd	дескриптор_файла
fork	создать_дочерний_процесс
fstat	получить_состояние_открытого_файла
fsync	согласовать_данные_файла
getcwd	получить_путь_рабочего_каталога
getegid	получить_действующий_номер_группы
geteuid	получить_действующий_номер_пользователя
getgid	получить_номер_группы
getpeername	получить_адрес_другой_стороны
getpid	получить_номер_процесса
getppid	получить_номер_родительского_процесса
getsockname	получить_местный_адрес_точки
getuid	получить_номер_пользователя
hostlong	_32_разрядное_значение_в_машинном_порядке
hostshort	_16_разрядное_значение_в_машинном_порядке
htonl	перевести_32_разряда_в_сетевой_порядок
htons	перевести_16_разрядов_в_сетевой_порядок
in_addr	межсетевой_адрес
in_addr_t	тип_значения_межсетевого_адреса
in_port_t	тип_номера_порта_связи
isatty	проверить_является_ли_терминалом
listen	подготовить_приём_соединений
lseek	переместить_позицию_файла
lstat	получить_состояние_самой_ссылки
netlong	_32_разрядное_значение_в_сетевом_порядке
netshort	_16_разрядное_значение_в_сетевом_порядке
ntohl	перевести_32_разряда_в_машинный_порядок
ntohs	перевести_16_разрядов_в_машинный_порядок
open	открыть
read	читать
recv	получить
recvfrom	получить_с_адресом_отправителя
s_addr	значение_адреса
sa_data	данные_адреса
sa_family	семейство_адресов_конечной_точки
sa_family_t	тип_семейства_адресов
sbrk	сместить_конец_динамической_памяти
send	отправить
sendto	отправить_по_адресу
setsockopt	задать_настройку_точки_связи
shutdown	закрыть_направление_связи
sin_addr	содержимое_межсетевого_адреса
sin_family	семейство_межсетевых_адресов
sin_port	номер_порта_связи
sin_zero	заполнение_адреса
sockaddr	адрес_конечной_точки_связи
sockaddr_in	адрес_межсетевой_конечной_точки
socket	создать_оконечную_точку_связи
socklen_t	тип_длины_адреса
stat	состояние_файла
sync	согласовать_все_данные
uname	получить_сведения_о_системе
wait	ждать_потомка
waitpid	ждать_указанного_потомка
write	писать
