original	localized	language
Activate	Activate	my
ActivateAll	Activateall	my
Active	Active	my
ActiveInterruptManager	Activeinterruptmanager	my
ActiveMemoryManager	Activememorymanager	my
Add	Add	my
AddDriver	Adddriver	my
AddRunnableThread	Addrunnablethread	my
AddTask	Addtask	my
AddThread	Addthread	my
Address	Address	my
AlignedMalloc	Alignedmalloc	my
AlignmentCheck	Alignmentcheck	my
AllocateBlock	Allocateblock	my
AllocatePID	Allocatepid	my
AmountOfMemory	Amountofmemory	my
ArrayToUint16	Arraytounsignedinteger16	my
ArrayToUint32	Arraytounsignedinteger32	my
ArrayToUint48	Arraytounsignedinteger48	my
ArrayToUint48_BE	Arraytounsignedinteger48be	my
ArrayToUint64	Arraytounsignedinteger64	my
Atime	Atime	my
AtimeNsec	Atimensec	my
BLOCKS_PER_BYTE	Blockperbyte	my
BLOCK_SIZE	Blocksize	my
Backend	Backend	my
BaseAddr	Baseaddress	my
Bind	Bind	my
Blksize	Blksize	my
Blocked	Blocked	my
BlockedState	Blockedstate	my
Blocks	Block	my
BoundRangeExceeded	Boundrangeexceeded	my
BroadcastMacAddress	Broadcastmacaddress	my
BytesPerSector	Bytespersector	my
BytesToString	Bytestostring	my
Checksum	Checksum	my
Clear	Clear	my
Clone	Clone	my
CloneAddressSpaceCOW	Cloneaddressspacecow	my
Connect	Connect	my
ContainsCoordinate	Containscoordinate	my
CopyPageFrameBlock	Copypageframeblock	my
CpuState	Cpustate	my
Create	Create	my
CreateFromData	Createfromdata	my
CreateFromFunction	Createfromfunction	my
CreatePtrFromFunction	Createpointerfromfunction	my
Cs	Cs	my
Ctime	Ctime	my
CtimeNsec	Ctimensec	my
CurrentPID	Currentpid	my
CurrentParentPID	Currentparentpid	my
Data	Data	my
Deactivate	Deactivate	my
Deactive	Deactive	my
Decrement	Decrement	my
Delete	Delete	my
DescriptorPrivilegeLevel	Descriptorprivilegelevel	my
DescriptorType	Descriptortype	my
Destroy	Destroy	my
Dev	Device	my
DeviceHasFunctions	Devicehasfunctions	my
DeviceNotAvailable	Devicenotavailable	my
Device_id	Deviceid	my
DisableInt	Disableint	my
Disconnect	Disconnect	my
DivideByZero	Dividebyzero	my
DoHandleInterrupt	Dohandleinterrupt	my
DoubleFault	Doublefault	my
Draw	Draw	my
DriverManager	Drivermanager	my
Ds	Ds	my
Dynamic	Dynamic	my
E2BIG	E2big	my
EACCES	Eacces	my
EADDRINUSE	Eaddrinuse	my
EAFNOSUPPORT	Eafnosupport	my
EAGAIN	Eagain	my
EBADF	Ebadf	my
EBUSY	Ebusy	my
ECHILD	Echild	my
EEXIST	Eexist	my
EFAULT	Efault	my
EFBIG	Efbig	my
EINTR	Eintr	my
EINVAL	Einval	my
EIO	Eio	my
EISDIR	Eisdir	my
EMFILE	Emfile	my
EMSGSIZE	Emsgsize	my
ENETUNREACH	Enetunreach	my
ENFILE	Enfile	my
ENODEV	Enodev	my
ENOENT	Enoent	my
ENOEXEC	Enoexec	my
ENOMEM	Enomem	my
ENOSPC	Enospc	my
ENOSYS	Enosys	my
ENOTCONN	Enotconn	my
ENOTDIR	Enotdir	my
ENOTTY	Enotty	my
EOPNOTSUPP	Eopnotsupp	my
EPERM	Eperm	my
EPROTONOSUPPORT	Eprotonosupport	my
ERANGE	Erange	my
EROFS	Erofs	my
ESPIPE	Espipe	my
ESRCH	Esrch	my
Eax	Eax	my
Ebp	Ebp	my
Ebx	Ebx	my
Ecx	Ecx	my
Edi	Edi	my
Edx	Edx	my
Eflags	Eflags	my
Eip	Eip	my
Elf	Elf	my
Elf32Dyn	Elf32dyn	my
Elf32Note	Elf32note	my
Elf32Rel	Elf32rel	my
Elf32Rela	Elf32rela	my
Elf32Sym	Elf32sym	my
ElfHeader	Elfheader	my
ElfProgramHeader	Elfprogramheader	my
ElfSectionHeader	Elfsectionheader	my
EnablePaging	Enablepaging	my
Enabled	Enabled	my
EntryNumber	Entrynumber	my
EqualBytes	Equalbytes	my
Es	Es	my
Esi	Esi	my
Esp	Esp	my
FPUBuffer	Fpubuffer	my
FPUOffset	Fpuoffset	my
Family	Family	my
FileName	Filename	my
Fill	Fill	my
FillRectangle	Fillrectangle	my
First	First	my
FirstFree	Firstfree	my
FirstFreeSize	Firstfreesize	my
Flags	Flags	my
FloatingPointException	Floatingpointexception	my
Flush	Flush	my
FlushTlsTable	Flushtlstable	my
Focussable	Focussable	my
Free	Free	my
Fs	Fs	my
GB	Gb	my
GDT_ENTRIES	Gdtentry	my
GOT	Got	my
GPFException	Gpfexception	my
GatewayIP	Gatewayip	my
