original	localized	language
Activate	Activate	so
ActivateAll	Activateall	so
Active	Active	so
ActiveInterruptManager	Activeinterruptmanager	so
ActiveMemoryManager	Activememorymanager	so
Add	Add	so
AddDriver	Adddriver	so
AddRunnableThread	Addrunnablethread	so
AddTask	Addtask	so
AddThread	Addthread	so
Address	Address	so
AlignedMalloc	Alignedmalloc	so
AlignmentCheck	Alignmentcheck	so
AllocateBlock	Allocateblock	so
AllocatePID	Allocatepid	so
AmountOfMemory	Amountofmemory	so
ArrayToUint16	Arraytounsignedinteger16	so
ArrayToUint32	Arraytounsignedinteger32	so
ArrayToUint48	Arraytounsignedinteger48	so
ArrayToUint48_BE	Arraytounsignedinteger48be	so
ArrayToUint64	Arraytounsignedinteger64	so
Atime	Atime	so
AtimeNsec	Atimensec	so
BLOCKS_PER_BYTE	Blockperbyte	so
BLOCK_SIZE	Blocksize	so
Backend	Backend	so
BaseAddr	Baseaddress	so
Bind	Bind	so
Blksize	Blksize	so
Blocked	Blocked	so
BlockedState	Blockedstate	so
Blocks	Block	so
BoundRangeExceeded	Boundrangeexceeded	so
BroadcastMacAddress	Broadcastmacaddress	so
BytesPerSector	Bytespersector	so
BytesToString	Bytestostring	so
Checksum	Checksum	so
Clear	Clear	so
Clone	Clone	so
CloneAddressSpaceCOW	Cloneaddressspacecow	so
Connect	Connect	so
ContainsCoordinate	Containscoordinate	so
CopyPageFrameBlock	Copypageframeblock	so
CpuState	Cpustate	so
Create	Create	so
CreateFromData	Createfromdata	so
CreateFromFunction	Createfromfunction	so
CreatePtrFromFunction	Createpointerfromfunction	so
Cs	Cs	so
Ctime	Ctime	so
CtimeNsec	Ctimensec	so
CurrentPID	Currentpid	so
CurrentParentPID	Currentparentpid	so
Data	Data	so
Deactivate	Deactivate	so
Deactive	Deactive	so
Decrement	Decrement	so
Delete	Delete	so
DescriptorPrivilegeLevel	Descriptorprivilegelevel	so
DescriptorType	Descriptortype	so
Destroy	Destroy	so
Dev	Device	so
DeviceHasFunctions	Devicehasfunctions	so
DeviceNotAvailable	Devicenotavailable	so
Device_id	Deviceid	so
DisableInt	Disableint	so
Disconnect	Disconnect	so
DivideByZero	Dividebyzero	so
DoHandleInterrupt	Dohandleinterrupt	so
DoubleFault	Doublefault	so
Draw	Draw	so
DriverManager	Drivermanager	so
Ds	Ds	so
Dynamic	Dynamic	so
E2BIG	E2big	so
EACCES	Eacces	so
EADDRINUSE	Eaddrinuse	so
EAFNOSUPPORT	Eafnosupport	so
EAGAIN	Eagain	so
EBADF	Ebadf	so
EBUSY	Ebusy	so
ECHILD	Echild	so
EEXIST	Eexist	so
EFAULT	Efault	so
EFBIG	Efbig	so
EINTR	Eintr	so
EINVAL	Einval	so
EIO	Eio	so
EISDIR	Eisdir	so
EMFILE	Emfile	so
EMSGSIZE	Emsgsize	so
ENETUNREACH	Enetunreach	so
ENFILE	Enfile	so
ENODEV	Enodev	so
ENOENT	Enoent	so
ENOEXEC	Enoexec	so
ENOMEM	Enomem	so
ENOSPC	Enospc	so
ENOSYS	Enosys	so
ENOTCONN	Enotconn	so
ENOTDIR	Enotdir	so
ENOTTY	Enotty	so
EOPNOTSUPP	Eopnotsupp	so
EPERM	Eperm	so
EPROTONOSUPPORT	Eprotonosupport	so
ERANGE	Erange	so
EROFS	Erofs	so
ESPIPE	Espipe	so
ESRCH	Esrch	so
Eax	Eax	so
Ebp	Ebp	so
Ebx	Ebx	so
Ecx	Ecx	so
Edi	Edi	so
Edx	Edx	so
Eflags	Eflags	so
Eip	Eip	so
Elf	Elf	so
Elf32Dyn	Elf32dyn	so
Elf32Note	Elf32note	so
Elf32Rel	Elf32rel	so
Elf32Rela	Elf32rela	so
Elf32Sym	Elf32sym	so
ElfHeader	Elfheader	so
ElfProgramHeader	Elfprogramheader	so
ElfSectionHeader	Elfsectionheader	so
EnablePaging	Enablepaging	so
Enabled	Enabled	so
EntryNumber	Entrynumber	so
EqualBytes	Equalbytes	so
Es	Es	so
Esi	Esi	so
Esp	Esp	so
