original	before	after	review_status	concept	changed_tokens
Activate	Activate	Activate	existing-unreviewed		0
ActivateAll	Activateall	Activateall	existing-unreviewed		0
Active	Active	Active	existing-unreviewed		0
ActiveInterruptManager	Activeinterruptmanager	Activeinterruptmanager	existing-unreviewed		0
ActiveMemoryManager	Activememorymanager	Activememorymanager	existing-unreviewed		0
Add	Add	Add	existing-unreviewed		0
AddDriver	Adddriver	Adddriver	existing-unreviewed		0
AddRunnableThread	Addrunnablethread	Addrunnablethread	existing-unreviewed		0
AddTask	Addtask	Addtask	existing-unreviewed		0
AddThread	Addthread	Addthread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	Allocateblock	Allocateblock	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	Amountofmemory	Amountofmemory	existing-unreviewed		0
ArrayToUint16	Arraytounsignedinteger16	Arraytounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Arraytounsignedinteger32	Arraytounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Arraytounsignedinteger48	Arraytounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Arraytounsignedinteger48be	Arraytounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Arraytounsignedinteger64	Arraytounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blockperbyte	Blockperbyte	existing-unreviewed		0
BLOCK_SIZE	Blocksize	Blocksize	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	Blockedstate	Blockedstate	existing-unreviewed		0
Blocks	Block	Block	existing-unreviewed		0
BoundRangeExceeded	Boundrangeexceeded	Boundrangeexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bytespersector	Bytespersector	existing-unreviewed		0
BytesToString	Bytestostring	Bytestostring	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Clear	Clear	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	Cloneaddressspacecow	Cloneaddressspacecow	existing-unreviewed		0
Connect	Connect	Connect	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	Copypageframeblock	Copypageframeblock	existing-unreviewed		0
CpuState	Cpustate	Cpustate	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createfromdata	Createfromdata	existing-unreviewed		0
CreateFromFunction	Createfromfunction	Createfromfunction	existing-unreviewed		0
CreatePtrFromFunction	Createpointerfromfunction	Createpointerfromfunction	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
