original	localized	language
Activate	Activate	st
ActivateAll	Activateall	st
Active	Active	st
ActiveInterruptManager	Activeinterruptmanager	st
ActiveMemoryManager	Activememorymanager	st
Add	Add	st
AddDriver	Adddriver	st
AddRunnableThread	Addrunnablethread	st
AddTask	Addtask	st
AddThread	Addthread	st
Address	Address	st
AlignedMalloc	Alignedmalloc	st
AlignmentCheck	Alignmentcheck	st
AllocateBlock	Allocateblock	st
AllocatePID	Allocatepid	st
AmountOfMemory	Amountofmemory	st
ArrayToUint16	Arraytounsignedinteger16	st
ArrayToUint32	Arraytounsignedinteger32	st
ArrayToUint48	Arraytounsignedinteger48	st
ArrayToUint48_BE	Arraytounsignedinteger48be	st
ArrayToUint64	Arraytounsignedinteger64	st
Atime	Atime	st
AtimeNsec	Atimensec	st
BLOCKS_PER_BYTE	Blockperbyte	st
BLOCK_SIZE	Blocksize	st
Backend	Backend	st
BaseAddr	Baseaddress	st
Bind	Bind	st
Blksize	Blksize	st
Blocked	Blocked	st
BlockedState	Blockedstate	st
Blocks	Block	st
BoundRangeExceeded	Boundrangeexceeded	st
BroadcastMacAddress	Broadcastmacaddress	st
BytesPerSector	Bytespersector	st
BytesToString	Bytestostring	st
Checksum	Checksum	st
Clear	Clear	st
Clone	Clone	st
CloneAddressSpaceCOW	Cloneaddressspacecow	st
Connect	Connect	st
ContainsCoordinate	Containscoordinate	st
CopyPageFrameBlock	Copypageframeblock	st
CpuState	Cpustate	st
Create	Create	st
CreateFromData	Createfromdata	st
CreateFromFunction	Createfromfunction	st
CreatePtrFromFunction	Createpointerfromfunction	st
Cs	Cs	st
Ctime	Ctime	st
CtimeNsec	Ctimensec	st
CurrentPID	Currentpid	st
CurrentParentPID	Currentparentpid	st
Data	Data	st
Deactivate	Deactivate	st
Deactive	Deactive	st
Decrement	Decrement	st
Delete	Delete	st
DescriptorPrivilegeLevel	Descriptorprivilegelevel	st
DescriptorType	Descriptortype	st
Destroy	Destroy	st
Dev	Device	st
DeviceHasFunctions	Devicehasfunctions	st
DeviceNotAvailable	Devicenotavailable	st
Device_id	Deviceid	st
DisableInt	Disableint	st
Disconnect	Disconnect	st
DivideByZero	Dividebyzero	st
DoHandleInterrupt	Dohandleinterrupt	st
DoubleFault	Doublefault	st
Draw	Draw	st
DriverManager	Drivermanager	st
Ds	Ds	st
Dynamic	Dynamic	st
E2BIG	E2big	st
EACCES	Eacces	st
EADDRINUSE	Eaddrinuse	st
EAFNOSUPPORT	Eafnosupport	st
EAGAIN	Eagain	st
EBADF	Ebadf	st
EBUSY	Ebusy	st
ECHILD	Echild	st
EEXIST	Eexist	st
EFAULT	Efault	st
EFBIG	Efbig	st
EINTR	Eintr	st
EINVAL	Einval	st
EIO	Eio	st
EISDIR	Eisdir	st
EMFILE	Emfile	st
EMSGSIZE	Emsgsize	st
ENETUNREACH	Enetunreach	st
ENFILE	Enfile	st
ENODEV	Enodev	st
ENOENT	Enoent	st
ENOEXEC	Enoexec	st
ENOMEM	Enomem	st
ENOSPC	Enospc	st
ENOSYS	Enosys	st
ENOTCONN	Enotconn	st
ENOTDIR	Enotdir	st
ENOTTY	Enotty	st
EOPNOTSUPP	Eopnotsupp	st
EPERM	Eperm	st
EPROTONOSUPPORT	Eprotonosupport	st
ERANGE	Erange	st
EROFS	Erofs	st
ESPIPE	Espipe	st
ESRCH	Esrch	st
Eax	Eax	st
Ebp	Ebp	st
Ebx	Ebx	st
Ecx	Ecx	st
Edi	Edi	st
Edx	Edx	st
Eflags	Eflags	st
Eip	Eip	st
Elf	Elf	st
Elf32Dyn	Elf32dyn	st
Elf32Note	Elf32note	st
Elf32Rel	Elf32rel	st
Elf32Rela	Elf32rela	st
Elf32Sym	Elf32sym	st
ElfHeader	Elfheader	st
ElfProgramHeader	Elfprogramheader	st
ElfSectionHeader	Elfsectionheader	st
EnablePaging	Enablepaging	st
Enabled	Enabled	st
EntryNumber	Entrynumber	st
EqualBytes	Equalbytes	st
Es	Es	st
Esi	Esi	st
Esp	Esp	st
FPUBuffer	Fpubuffer	st
FPUOffset	Fpuoffset	st
Family	Family	st
FileName	Filename	st
Fill	Fill	st
FillRectangle	Fillrectangle	st
First	First	st
FirstFree	Firstfree	st
FirstFreeSize	Firstfreesize	st
Flags	Flags	st
FloatingPointException	Floatingpointexception	st
Flush	Flush	st
FlushTlsTable	Flushtlstable	st
Focussable	Focussable	st
Free	Free	st
Fs	Fs	st
GB	Gb	st
GDT_ENTRIES	Gdtentry	st
GOT	Got	st
GPFException	Gpfexception	st
GatewayIP	Gatewayip	st
GdtAddressHigh	Gdtaddresshigh	st
GdtAddressLow	Gdtaddresslow	st
GdtDescriptor	Gdtdescriptor	st
GdtEntry	Gdtentry_2	st
GdtSize	Gdtsize	st
GetAt	Getat	st
GetBackend	Getbackend	st
GetBaseAddressRegister	Getbaseaddressregister	st
GetBitmaspSize	Getbitmaspsize	st
GetBytesFromPtr	Getbytesfrompointer	st
GetCR0	Getcr0	st
GetCR2	Getcr2	st
GetCR3	Getcr3	st
GetCR4	Getcr4	st
GetColorIndex	Getcolorindex	st
GetDeviceDescriptor	Getdevicedescriptor	st
GetDriver	Getdriver	st
GetESP0	Getesp0	st
GetEntry	Getentry	st
GetFileSize	Getfilesize	st
GetFocus	Getfocus	st
GetFrameBufferSegment	Getframebuffersegment	st
GetFuncPtrFromPtr	Getfuncpointerfrompointer	st
GetFunctionName	Getfunctionname	st
GetHandler	Gethandler	st
GetIPAddress	Getipaddress	st
GetMACAddress	Getmacaddress	st
GetMACFromCache	Getmacfromcache	st
GetNextReadyThread	Getnextreadythread	st
GetNodeAt	Getnodeat	st
GetProvider	Providerget	st
GetSS0	Getss0	st
GetStr	Getstr	st
GetUint32ArrayFromPtr	Getunsignedinteger32arrayfrompointer	st
GetUintptrArrayFromPtr	Getunsignedintegerpointerarrayfrompointer	st
GetValue	Getvalue	st
GetValueInPageDir	Getvalueinpagedirectory	st
Gid	Gid	st
Gs	Gs	st
HandleException	Handleexception	st
HandleFatalInterruptFrame	Handlefatalinterruptframe	st
HandleInterrupt	Handleinterrupt	st
HandleInterrupt1	Handleinterrupt1	st
HandleUserDatagramProtocolMessage	Handleuserdatagramprotocolmessage	st
IDT_DESC_PRESENT	Idtdescriptorpresent	st
