english	localized	source	evidence_count
a	체감온도	gettext	1
access	접근	gettext	5
ack	ack	fallback-English	0
activate	활성	gettext	2
active	활성	gettext	11
add	추가	gettext	29
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	고급	gettext	26
af	af	fallback-English	0
after	다음	gettext	5
align	정렬	gettext	6
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	모두	gettext	6
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	수량	gettext	1
and	그리고	gettext	1
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	인자	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	배열	gettext	10
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	속성	gettext	2
attributes	attributes	fallback-English	0
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	사용가능	gettext	6
b	b	fallback-English	0
ba	ba	fallback-English	0
back	뒤로	gettext	17
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	줄	gettext	1
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	바인드	gettext	5
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	비트	gettext	1
blksize	blksize	fallback-English	0
block	블럭	gettext	10
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	블록게임	gettext	1
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	버퍼	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	단추	gettext	7
buttons	단추	gettext	10
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	바이트	gettext	13
c	운량	gettext	1
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	카드게임	gettext	1
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	child	fallback-English	0
chunk	chunk	fallback-English	0
class	클래스	gettext	6
clear	지우기	gettext	14
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	닫기	gettext	44
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	색상	gettext	3
colordepth	colordepth	fallback-English	0
command	명령어	gettext	16
commandport	commandport	fallback-English	0
common	공용체	gettext	5
component	component	fallback-English	0
connect	연결	gettext	10
connected	connected	fallback-English	0
console	콘솔	gettext	10
constant	상수	gettext	2
contains	contains	fallback-English	0
contents	차례	gettext	31
control	제어	gettext	1
controller	컨트롤러	gettext	5
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	복사	gettext	41
count	개수	gettext	6
cow	cow	fallback-English	0
cpu	cpu	fallback-English	0
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	create	fallback-English	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	현재	gettext	5
cursor	커서	gettext	10
cylinder	cylinder	fallback-English	0
d	이슬점	gettext	1
data	data	fallback-English	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	날짜	gettext	12
deactivate	비활성	gettext	2
deactive	deactive	fallback-English	0
debug	디버그	gettext	15
decrement	decrement	fallback-English	0
default	기본값	gettext	33
delete	삭제	gettext	41
delta	delta	fallback-English	0
depth	depth	fallback-English	0
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	설명	gettext	38
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	대상	gettext	10
destroy	강제종료	gettext	1
dev	dev	fallback-English	0
device	장치	gettext	15
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	dir	fallback-English	0
directory	디렉터리	gettext	21
dirent	dirent	fallback-English	0
disable	비활성화	gettext	3
discard	무시	gettext	1
disconnect	연결끊기	gettext	6
dispatch	dispatch	fallback-English	0
divide	divide	fallback-English	0
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	도메인	gettext	5
double	배정도실수	gettext	5
down	아래	gettext	11
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	driver	fallback-English	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	동적	gettext	1
e	동	gettext	1
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	비어있음	gettext	12
emsgsize	emsgsize	fallback-English	0
enable	실행	gettext	1
enabled	활성화	gettext	2
end	말일	gettext	1
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	항목	gettext	6
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	같음	gettext	1
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	오류	gettext	1
error	오류	gettext	44
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	이더넷	gettext	6
event	행사	gettext	1
events	이벤트	gettext	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	실행	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	마침	gettext	1
exited	끝났음	gettext	5
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	안개	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	fd	fallback-English	0
fds	fds	fallback-English	0
field	필드	gettext	5
file	파일	gettext	130
filename	파일이름	gettext	15
files	files	fallback-English	0
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	찾기	gettext	22
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	깃발	gettext	1
flags	프래그	gettext	5
floating	띄우기	gettext	1
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	창활성방법	gettext	1
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	프레임	gettext	10
free	남은양	gettext	5
frequency	주기	gettext	1
from	from	fallback-English	0
front	전방	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	완전히	gettext	6
func	func	fallback-English	0
function	함수	gettext	12
functions	함수	gettext	6
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	gate	fallback-English	0
gateway	gateway	fallback-English	0
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	전체	gettext	5
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	그래픽	gettext	9
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	시	gettext	1
halt	halt	fallback-English	0
handle	손잡이	gettext	1
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	하드웨어	gettext	14
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	header	fallback-English	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	높이	gettext	5
helper	helper	fallback-English	0
