원래경로	변환경로
src/amd_am79c973/amd_am79c973.go	src/통신카드/통신카드.go
src/arp/arp.go	src/주소결정규약/주소결정규약.go
src/common/memoperations.go	src/공통/기억공간연산.go
src/common/type.go	src/공통/종류.go
src/console/console.go	src/단말/단말.go
src/console/console.s	src/단말/단말.s
src/drivers/ata/ata.go	src/구동기/저장장치/저장장치.go
src/drivers/driver/driver.go	src/구동기/관리자/관리자.go
src/drivers/keyboard/keyboard.go	src/구동기/자판/자판.go
src/drivers/mouse/mouse.go	src/구동기/위치입력기/위치입력기.go
src/drivers/timer/timer.go	src/구동기/시계/시계.go
src/etherframe/etherframe.go	src/공유매체망전송틀/공유매체망전송틀.go
src/filesystem/elf/elf.go	src/파일체계/실행연결형식/실행연결형식.go
src/filesystem/elf/elfheader.go	src/파일체계/실행연결형식/실행연결형식머리부.go
src/filesystem/elf/elfsection.go	src/파일체계/실행연결형식/실행연결형식구역.go
src/filesystem/elf/linkmap.go	src/파일체계/실행연결형식/연결대응표.go
src/filesystem/fat/fat.go	src/파일체계/파일할당표/파일할당표.go
src/filesystem/msdospart/msdospart.go	src/파일체계/주분할표/주분할표.go
src/gate/gate.go	src/관문/관문.go
src/gate/gate.s	src/관문/관문.s
src/gate/gate_amd64.go	src/관문/관문amd64.go
src/gate/gate_amd64.s	src/관문/관문amd64.s
src/gdt/gdt.go	src/전역서술자표/전역서술자표.go
src/gdt/gdt.s	src/전역서술자표/전역서술자표.s
src/icmp/icmp.go	src/상호연결망제어전문규약/상호연결망제어전문규약.go
src/interrupt/interrupt.go	src/개입중단/개입중단.go
src/interrupt/interrupt.s	src/개입중단/개입중단.s
src/ipv4/ipv4.go	src/상호연결망규약4/상호연결망규약4.go
src/memorymanager/memorymanager.go	src/기억공간관리자/기억공간관리자.go
src/multitasking/multi.s	src/다중작업관리/다중.s
src/multitasking/multitasking.go	src/다중작업관리/다중작업관리.go
src/paging/paging.go	src/기억쪽관리/기억쪽관리.go
src/paging/paging.s	src/기억쪽관리/기억쪽관리.s
src/pci/pci.go	src/주변장치상호연결/주변장치상호연결.go
src/phymem/phymem.go	src/물리기억공간/물리기억공간.go
src/port/port.go	src/입출력접속/입출력접속.go
src/port/port.s	src/입출력접속/입출력접속.s
src/systemcall/systemcall.go	src/체계호출/체계호출.go
src/systemcall/systemcall.s	src/체계호출/체계호출.s
src/tasking/process/process.go	src/작업관리/실행과정/실행과정.go
src/tasking/scheduler/scheduler.go	src/작업관리/작업배정기/작업배정기.go
src/tasking/scheduler/scheduler.s	src/작업관리/작업배정기/작업배정기.s
src/tasking/thread/thread.go	src/작업관리/실행흐름/실행흐름.go
src/tasking/tss/tss.go	src/작업관리/작업상태구역/작업상태구역.go
src/tasking/tss/tss.s	src/작업관리/작업상태구역/작업상태구역.s
src/text_mode/text_mode.go	src/문자화면/문자화면.go
src/udp/udp.go	src/사용자자료전문규약/사용자자료전문규약.go
src/util/array/array.go	src/도구/배열/배열.go
src/util/list/list.go	src/도구/목록/목록.go
src/util/util.go	src/도구/도구.go
src/vga/vga.go	src/영상도형배열/영상도형배열.go
