original	localized	language
Activate	Activate	th
ActivateAll	Activateall	th
Active	Aทำงาน	th
ActiveInterruptManager	Aทำงานinterruptmanager	th
ActiveMemoryManager	Aทำงานmemorymanager	th
Add	Add	th
AddDriver	Adddriver	th
AddRunnableThread	Addrunnablethread	th
AddTask	Addtask	th
AddThread	Addthread	th
Address	Address	th
AlignedMalloc	Alignedmalloc	th
AlignmentCheck	Alignmentcheck	th
AllocateBlock	Allocateblock	th
AllocatePID	Allocatepid	th
AmountOfMemory	Amountจากmemory	th
ArrayToUint16	Arraytounsignedinteger16	th
ArrayToUint32	Arraytounsignedinteger32	th
ArrayToUint48	Arraytounsignedinteger48	th
ArrayToUint48_BE	Arraytounsignedinteger48be	th
ArrayToUint64	Arraytounsignedinteger64	th
Atime	Atime	th
AtimeNsec	Atimensec	th
BLOCKS_PER_BYTE	Blockperbyte	th
BLOCK_SIZE	Blockขนาด	th
Backend	Backend	th
BaseAddr	Baseaddress	th
Bind	Bind	th
Blksize	Blksize	th
Blocked	Blocked	th
BlockedState	Blockedสถานะ	th
Blocks	Block	th
BoundRangeExceeded	Boundrangeexceeded	th
BroadcastMacAddress	Broadcastmacaddress	th
BytesPerSector	Bytespersector	th
BytesToString	Bytestostring	th
Checksum	Checksum	th
Clear	Clear	th
Clone	Clone	th
CloneAddressSpaceCOW	Cloneaddressspacecow	th
Connect	Connect	th
ContainsCoordinate	Containscoordinate	th
CopyPageFrameBlock	Copypageเฟรมblock	th
CpuState	Cpuสถานะ	th
Create	Create	th
CreateFromData	Createfromdata	th
CreateFromFunction	Createfromfunction	th
CreatePtrFromFunction	Createpointerfromfunction	th
Cs	Cs	th
Ctime	Ctime	th
CtimeNsec	Ctimensec	th
CurrentPID	Currentpid	th
CurrentParentPID	Currentparentpid	th
Data	Data	th
Deactivate	Deactivate	th
Deactive	Deactive	th
Decrement	Decrement	th
Delete	Dลบ	th
DescriptorPrivilegeLevel	Descriptorprivilegelevel	th
DescriptorType	Descriptorประเภท	th
Destroy	Dทำลาย	th
Dev	Device	th
DeviceHasFunctions	Devicehasfunctions	th
DeviceNotAvailable	Devicenotavailable	th
Device_id	Deviceid	th
DisableInt	Disableint	th
Disconnect	Disconnect	th
DivideByZero	Dividebyzero	th
DoHandleInterrupt	Dohandleinterrupt	th
DoubleFault	Doublefault	th
Draw	Draw	th
DriverManager	Drivermanager	th
Ds	Ds	th
Dynamic	Dynamic	th
E2BIG	E2big	th
EACCES	Eacces	th
EADDRINUSE	Eaddrinuse	th
EAFNOSUPPORT	Eafnosupport	th
EAGAIN	Eagain	th
EBADF	Ebadf	th
EBUSY	Ebusy	th
ECHILD	Echild	th
EEXIST	Eexist	th
EFAULT	Efault	th
EFBIG	Efbig	th
EINTR	Eintr	th
EINVAL	Einval	th
EIO	Eio	th
EISDIR	Eisdir	th
EMFILE	Emfile	th
EMSGSIZE	Emsgsize	th
ENETUNREACH	Enetunreach	th
ENFILE	Enfile	th
ENODEV	Enodev	th
ENOENT	Enoent	th
ENOEXEC	Enoexec	th
ENOMEM	Enomem	th
ENOSPC	Enospc	th
ENOSYS	Enosys	th
ENOTCONN	Enotconn	th
ENOTDIR	Enotdir	th
ENOTTY	Enotty	th
EOPNOTSUPP	Eopnotsupp	th
EPERM	Eperm	th
EPROTONOSUPPORT	Eprotonosupport	th
ERANGE	Erange	th
EROFS	Erofs	th
ESPIPE	Espipe	th
ESRCH	Esrch	th
Eax	Eax	th
Ebp	Ebp	th
Ebx	Ebx	th
Ecx	Ecx	th
Edi	Edi	th
Edx	Edx	th
Eflags	Eflags	th
Eip	Eip	th
Elf	Elf	th
Elf32Dyn	Elf32dyn	th
Elf32Note	Elf32note	th
Elf32Rel	Elf32rel	th
Elf32Rela	Elf32rela	th
Elf32Sym	Elf32sym	th
ElfHeader	Elfheader	th
ElfProgramHeader	Elfโปรแกรมheader	th
ElfSectionHeader	Elfsectionheader	th
EnablePaging	Enablepaging	th
Enabled	Enabled	th
EntryNumber	Entrynumber	th
EqualBytes	Equalbytes	th
Es	Es	th
Esi	Esi	th
Esp	Esp	th
FPUBuffer	Fpubuffer	th
FPUOffset	Fpuoffset	th
Family	Family	th
FileName	Filename	th
Fill	Fill	th
