original	localized	language
Activate	Activează	ro
ActivateAll	ActiveazăToate	ro
Active	Activ	ro
ActiveInterruptManager	ActivIntreruperemanager	ro
ActiveMemoryManager	ActivMemoriemanager	ro
Add	Adaugă	ro
AddDriver	Adaugădriver	ro
AddRunnableThread	Adaugărunnablethread	ro
AddTask	Adaugătask	ro
AddThread	Adaugăthread	ro
Address	Address	ro
AlignedMalloc	Alignedmalloc	ro
AlignmentCheck	Alignmentcheck	ro
AllocateBlock	AllocateBloc	ro
AllocatePID	Allocatepid	ro
AmountOfMemory	CantitatedinMemorie	ro
ArrayToUint16	Vectortounsignedinteger16	ro
ArrayToUint32	Vectortounsignedinteger32	ro
ArrayToUint48	Vectortounsignedinteger48	ro
ArrayToUint48_BE	Vectortounsignedinteger48be	ro
ArrayToUint64	Vectortounsignedinteger64	ro
Atime	Atime	ro
AtimeNsec	Atimensec	ro
BLOCKS_PER_BYTE	Blocperbyte	ro
BLOCK_SIZE	BlocMărime	ro
Backend	Backend	ro
BaseAddr	Baseaddress	ro
Bind	Bind	ro
Blksize	Blksize	ro
Blocked	Blocked	ro
BlockedState	BlockedStare	ro
Blocks	Bloc	ro
BoundRangeExceeded	BoundIntervalexceeded	ro
BroadcastMacAddress	Broadcastmacaddress	ro
BytesPerSector	Octețipersector	ro
BytesToString	OctețitoȘir	ro
Checksum	Checksum	ro
Clear	Golește	ro
Clone	Clone	ro
CloneAddressSpaceCOW	CloneaddressSpațiucow	ro
Connect	Conectează	ro
ContainsCoordinate	Containscoordinate	ro
CopyPageFrameBlock	CopiazăPAGINĂCadruBloc	ro
CpuState	CpuStare	ro
Create	Create	ro
CreateFromData	Createfromdata	ro
CreateFromFunction	CreatefromFuncție	ro
CreatePtrFromFunction	CreateIndicatorfromFuncție	ro
Cs	Cs	ro
Ctime	Ctime	ro
CtimeNsec	Ctimensec	ro
CurrentPID	Curentăpid	ro
CurrentParentPID	Curentăpărintepid	ro
Data	Data	ro
Deactivate	Dezactivează	ro
Deactive	Deactive	ro
Decrement	Decrement	ro
Delete	Șterge	ro
DescriptorPrivilegeLevel	Descriptorprivilegelevel	ro
DescriptorType	DescriptorTip	ro
Destroy	Distruge	ro
Dev	Dispozitiv	ro
DeviceHasFunctions	DispozitivhasFuncții	ro
DeviceNotAvailable	DispozitivnotDisponibil	ro
Device_id	Dispozitivid	ro
DisableInt	Dezactiveazăint	ro
Disconnect	Deconectează	ro
DivideByZero	Impartirebyzero	ro
DoHandleInterrupt	DoMânerIntrerupere	ro
DoubleFault	Doublefault	ro
Draw	Draw	ro
DriverManager	Drivermanager	ro
Ds	Ds	ro
Dynamic	Dinamică	ro
E2BIG	E2big	ro
EACCES	Eacces	ro
EADDRINUSE	Eaddrinuse	ro
EAFNOSUPPORT	Eafnosupport	ro
EAGAIN	Eagain	ro
EBADF	Ebadf	ro
EBUSY	Ebusy	ro
ECHILD	Echild	ro
EEXIST	Eexist	ro
EFAULT	Efault	ro
EFBIG	Efbig	ro
EINTR	Eintr	ro
EINVAL	Einval	ro
EIO	Eio	ro
EISDIR	Eisdir	ro
EMFILE	Emfile	ro
EMSGSIZE	Emsgsize	ro
ENETUNREACH	Enetunreach	ro
ENFILE	Enfile	ro
ENODEV	Enodev	ro
ENOENT	Enoent	ro
ENOEXEC	Enoexec	ro
ENOMEM	Enomem	ro
ENOSPC	Enospc	ro
ENOSYS	Enosys	ro
ENOTCONN	Enotconn	ro
ENOTDIR	Enotdir	ro
