original	before	after	review_status	concept	changed_tokens
Activate	Aktivo	Aktivo	existing-unreviewed		0
ActivateAll	Aktivokrejt	Aktivokrejt	existing-unreviewed		0
Active	Aktiv	Aktiv	existing-unreviewed		0
ActiveInterruptManager	AktivinterruptManazhuesi	AktivinterruptManazhuesi	existing-unreviewed		0
ActiveMemoryManager	AktivMemoriaManazhuesi	AktivMemoriaManazhuesi	existing-unreviewed		0
Add	Shto	Shto	existing-unreviewed		0
AddDriver	Shtodriver	Shtodriver	existing-unreviewed		0
AddRunnableThread	Shtorunnablethread	Shtorunnablethread	existing-unreviewed		0
AddTask	ShtoProces	ShtoProces	existing-unreviewed		0
AddThread	Shtothread	Shtothread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	Allocateblock	Allocateblock	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	SasiangaMemoria	SasiangaMemoria	existing-unreviewed		0
ArrayToUint16	Rreshtimitounsignedinteger16	Rreshtimitounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Rreshtimitounsignedinteger32	Rreshtimitounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Rreshtimitounsignedinteger48	Rreshtimitounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Rreshtimitounsignedinteger48be	Rreshtimitounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Rreshtimitounsignedinteger64	Rreshtimitounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blockperbyte	Blockperbyte	existing-unreviewed		0
BLOCK_SIZE	BlockMadhësia	BlockMadhësia	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedGjendje	BlockedGjendje	existing-unreviewed		0
Blocks	Block	Block	existing-unreviewed		0
BoundRangeExceeded	BoundIntervalexceeded	BoundIntervalexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bytespersector	Bytespersector	existing-unreviewed		0
BytesToString	Bytestovarg	Bytestovarg	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Pastro	Pastro	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneaddressHapësiracow	CloneaddressHapësiracow	existing-unreviewed		0
Connect	Lidhu	Lidhu	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	KopjofaqeKornizëblock	KopjofaqeKornizëblock	existing-unreviewed		0
CpuState	CpuGjendje	CpuGjendje	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createfromdata	Createfromdata	existing-unreviewed		0
