english	localized	language
a	a	sq
access	futja	sq
ack	ack	sq
activate	Aktivo	sq
active	aktiv	sq
add	Shto	sq
addend	addend	sq
addr	addr	sq
addralign	addralign	sq
address	address	sq
advanced	Tëmëtejshme	sq
af	af	sq
after	after	sq
align	Rreshtimi	sq
aligned	aligned	sq
alignment	alignment	sq
all	krejt	sq
alloc	alloc	sq
allocate	allocate	sq
allocated	allocated	sq
am	am	sq
amd	amd	sq
amount	Sasia	sq
and	and	sq
append	append	sq
args	args	sq
argument	argument	sq
arguments	Argumente	sq
arp	arp	sq
arp콘솔	arp콘솔	sq
array	Rreshtimi	sq
assembly	assembly	sq
at	at	sq
ata	ata	sq
atime	atime	sq
attachment	attachment	sq
attempts	attempts	sq
attr	attr	sq
attribute	karakteristika	sq
attributes	Veti	sq
aux	aux	sq
avail	avail	sq
available	Nëdispozicion	sq
b	b	sq
ba	ba	sq
back	Prapa	sq
backend	backend	sq
backup	backup	sq
bar	Shtyllë	sq
base	base	sq
be	be	sq
bh	bh	sq
big	big	sq
bind	bind	sq
bios	bios	sq
bit	bit	sq
bitmap	bitmap	sq
bitmasp	bitmasp	sq
bits	bits	sq
blksize	blksize	sq
block	block	sq
blocked	blocked	sq
blocking	blocking	sq
blocks	Blloqe	sq
boot	Nisja	sq
bootable	bootable	sq
bootloader	bootloader	sq
bound	bound	sq
bpb	bpb	sq
break	break	sq
brk	brk	sq
broadcast	broadcast	sq
buf	buf	sq
buffer	buffer	sq
buffers	Buffera	sq
bufptr	bufptr	sq
bus	bus	sq
button	Buton	sq
buttons	buttons	sq
by	by	sq
byte	byte	sq
bytes	bytes	sq
c	Celsius	sq
cache	cache	sq
call	call	sq
candidate	candidate	sq
cap	cap	sq
capable	capable	sq
card	Letra	sq
central	central	sq
char	char	sq
chdir	chdir	sq
check	check	sq
checked	checked	sq
checksum	checksum	sq
child	bir	sq
chunk	chunk	sq
class	Klasa	sq
clear	Pastro	sq
cloexec	cloexec	sq
clone	clone	sq
close	Mbyll	sq
cluster	cluster	sq
cmp	cmp	sq
code	code	sq
col	col	sq
color	Ngjyra	sq
colordepth	colordepth	sq
command	Urdhër	sq
commandport	commandport	sq
common	Tëpërbashkët	sq
component	component	sq
connect	Lidhu	sq
connected	connected	sq
console	Konsolë	sq
constant	Konstante	sq
contains	contains	sq
contents	Përmbajtja	sq
control	control	sq
controller	controller	sq
coordinate	coordinate	sq
copies	copies	sq
copy	Kopjo	sq
count	count	sq
cow	cow	sq
cpu	cpu	sq
cpustate	cpustate	sq
cpy	cpy	sq
cr	cr	sq
creat	creat	sq
create	create	sq
crtc	crtc	sq
cs	cs	sq
ctime	ctime	sq
cur	cur	sq
current	Etanishme	sq
cursor	Kursor	sq
cylinder	cylinder	sq
d	d	sq
data	data	sq
databuffer	databuffer	sq
datagram	datagram	sq
dataport	dataport	sq
date	Data	sq
deactivate	Çaktivo	sq
deactive	deactive	sq
debug	debug	sq
decrement	decrement	sq
default	Eprezgjedhur	sq
delete	Elemino	sq
delta	delta	sq
depth	depth	sq
desc	desc	sq
descr	descr	sq
description	Përshkrimi	sq
descriptor	descriptor	sq
descriptors	descriptors	sq
descsz	descsz	sq
destination	Destinacioni	sq
destroy	Shkatërroje	sq
dev	dev	sq
device	Dispozitivi	sq
diff	diff	sq
