english	localized	language
a	a	rn
access	access	rn
ack	ack	rn
activate	activate	rn
active	active	rn
add	add	rn
addend	addend	rn
addr	addr	rn
addralign	addralign	rn
address	address	rn
advanced	advanced	rn
af	af	rn
after	after	rn
align	align	rn
aligned	aligned	rn
alignment	alignment	rn
all	all	rn
alloc	alloc	rn
allocate	allocate	rn
allocated	allocated	rn
am	am	rn
amd	amd	rn
amount	amount	rn
and	and	rn
append	append	rn
args	args	rn
argument	argument	rn
arguments	arguments	rn
arp	arp	rn
arp콘솔	arp콘솔	rn
array	array	rn
assembly	assembly	rn
at	at	rn
ata	ata	rn
atime	atime	rn
attachment	attachment	rn
attempts	attempts	rn
attr	attr	rn
attribute	attribute	rn
attributes	attributes	rn
aux	aux	rn
avail	avail	rn
available	available	rn
b	b	rn
ba	ba	rn
back	back	rn
backend	backend	rn
backup	backup	rn
bar	bar	rn
base	base	rn
be	be	rn
bh	bh	rn
big	big	rn
bind	bind	rn
bios	bios	rn
bit	bit	rn
bitmap	bitmap	rn
bitmasp	bitmasp	rn
bits	bits	rn
blksize	blksize	rn
block	block	rn
blocked	blocked	rn
blocking	blocking	rn
blocks	blocks	rn
boot	boot	rn
bootable	bootable	rn
bootloader	bootloader	rn
bound	bound	rn
bpb	bpb	rn
break	break	rn
brk	brk	rn
broadcast	broadcast	rn
buf	buf	rn
buffer	buffer	rn
buffers	buffers	rn
bufptr	bufptr	rn
bus	bus	rn
button	button	rn
buttons	buttons	rn
by	by	rn
byte	byte	rn
bytes	bytes	rn
c	c	rn
cache	cache	rn
call	call	rn
candidate	candidate	rn
cap	cap	rn
capable	capable	rn
card	card	rn
central	central	rn
char	char	rn
chdir	chdir	rn
check	check	rn
checked	checked	rn
checksum	checksum	rn
child	child	rn
chunk	chunk	rn
class	class	rn
clear	clear	rn
cloexec	cloexec	rn
clone	clone	rn
close	close	rn
cluster	cluster	rn
cmp	cmp	rn
code	code	rn
col	col	rn
color	color	rn
colordepth	colordepth	rn
command	command	rn
commandport	commandport	rn
common	common	rn
component	component	rn
connect	connect	rn
connected	connected	rn
console	console	rn
constant	constant	rn
contains	contains	rn
contents	contents	rn
control	control	rn
controller	controller	rn
coordinate	coordinate	rn
copies	copies	rn
copy	copy	rn
count	count	rn
cow	cow	rn
cpu	cpu	rn
cpustate	cpustate	rn
cpy	cpy	rn
cr	cr	rn
creat	creat	rn
create	create	rn
crtc	crtc	rn
cs	cs	rn
ctime	ctime	rn
cur	cur	rn
current	current	rn
cursor	cursor	rn
cylinder	cylinder	rn
d	d	rn
data	data	rn
