original	before	after	review_status	concept	changed_tokens
Activate	Активувати	Активувати	existing-unreviewed		0
ActivateAll	АктивуватиВсі	АктивуватиВсі	existing-unreviewed		0
Active	Активний	Активний	existing-unreviewed		0
ActiveInterruptManager	АктивнийПерериванняmanager	АктивнийПерериванняmanager	existing-unreviewed		0
ActiveMemoryManager	АктивнийПамятьmanager	АктивнийПамятьmanager	existing-unreviewed		0
Add	Додати	Додати	existing-unreviewed		0
AddDriver	Додатиdriver	Додатиdriver	existing-unreviewed		0
AddRunnableThread	Додатиrunnablethread	Додатиrunnablethread	existing-unreviewed		0
AddTask	ДодатиЗадача	ДодатиЗадача	existing-unreviewed		0
AddThread	Додатиthread	Додатиthread	existing-unreviewed		0
Address	Адреса	Адреса	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateБлок	AllocateБлок	existing-unreviewed		0
AllocatePID	AllocateІдентифікаторPID	AllocateІдентифікаторPID	existing-unreviewed		0
AmountOfMemory	КількістьзПамять	КількістьзПамять	existing-unreviewed		0
ArrayToUint16	Масивтоunsignedinteger16	Масивтоunsignedinteger16	existing-unreviewed		0
ArrayToUint32	Масивтоunsignedinteger32	Масивтоunsignedinteger32	existing-unreviewed		0
ArrayToUint48	Масивтоunsignedinteger48	Масивтоunsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Масивтоunsignedinteger48be	Масивтоunsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Масивтоunsignedinteger64	Масивтоunsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Блокperbyte	Блокperbyte	existing-unreviewed		0
BLOCK_SIZE	БлокРозмір	БлокРозмір	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	BaseАдреса	BaseАдреса	existing-unreviewed		0
Bind	Повязати	Повязати	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedСтан	BlockedСтан	existing-unreviewed		0
Blocks	Блок	Блок	existing-unreviewed		0
BoundRangeExceeded	BoundДіяпазонexceeded	BoundДіяпазонexceeded	existing-unreviewed		0
BroadcastMacAddress	BroadcastmacАдреса	BroadcastmacАдреса	existing-unreviewed		0
BytesPerSector	Байтpersector	Байтpersector	existing-unreviewed		0
BytesToString	БайттоРядок	БайттоРядок	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Очистити	Очистити	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneАдресаПробілcow	CloneАдресаПробілcow	existing-unreviewed		0
Connect	Зєднати	Зєднати	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	КопіюватиСторінкаБлокБлок	КопіюватиСторінкаБлокБлок	existing-unreviewed		0
CpuState	ПроцесорСтан	ПроцесорСтан	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createзdata	Createзdata	existing-unreviewed		0
CreateFromFunction	CreateзФункція	CreateзФункція	existing-unreviewed		0
CreatePtrFromFunction	CreateВказівникзФункція	CreateВказівникзФункція	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	ПоточнаІдентифікаторPID	ПоточнаІдентифікаторPID	existing-unreviewed		0
CurrentParentPID	ПоточнабатькоІдентифікаторPID	ПоточнабатькоІдентифікаторPID	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Деактивувати	Деактивувати	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Вилучити	Вилучити	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	DescriptorТип	DescriptorТип	existing-unreviewed		0
Destroy	Знищити	Знищити	existing-unreviewed		0
Dev	Пристрій	Пристрій	existing-unreviewed		0
DeviceHasFunctions	ПристрійХасіФункції	ПристрійХасіФункції	existing-unreviewed		0
DeviceNotAvailable	ПристрійnotДоступно	ПристрійnotДоступно	existing-unreviewed		0
Device_id	ПристрійІДЕНТИФІКАТОР	ПристрійІДЕНТИФІКАТОР	existing-unreviewed		0
DisableInt	Вимкнутиint	Вимкнутиint	existing-unreviewed		0
Disconnect	Відєднатися	Відєднатися	existing-unreviewed		0
DivideByZero	ПоділитиbyНуль	ПоділитиbyНуль	existing-unreviewed		0
DoHandleInterrupt	DoЕлементкеруванняПереривання	DoЕлементкеруванняПереривання	existing-unreviewed		0
DoubleFault	Подвійнийfault	Подвійнийfault	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	Drivermanager	Drivermanager	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	Динамічно	Динамічно	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed		0
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed		0
EAGAIN	Eagain	Eagain	existing-unreviewed		0
EBADF	Ebadf	Ebadf	existing-unreviewed		0
EBUSY	Ebusy	Ebusy	existing-unreviewed		0
ECHILD	Echild	Echild	existing-unreviewed		0
EEXIST	Eexist	Eexist	existing-unreviewed		0
EFAULT	Efault	Efault	existing-unreviewed		0
EFBIG	Efbig	Efbig	existing-unreviewed		0
EINTR	Eintr	Eintr	existing-unreviewed		0
EINVAL	Einval	Einval	existing-unreviewed		0
EIO	Eio	Eio	existing-unreviewed		0
EISDIR	Eisdir	Eisdir	existing-unreviewed		0
EMFILE	Emfile	Emfile	existing-unreviewed		0
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed		0
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed		0
ENFILE	Enfile	Enfile	existing-unreviewed		0
ENODEV	Enodev	Enodev	existing-unreviewed		0
ENOENT	Enoent	Enoent	existing-unreviewed		0
ENOEXEC	Enoexec	Enoexec	existing-unreviewed		0
ENOMEM	Enomem	Enomem	existing-unreviewed		0
ENOSPC	Enospc	Enospc	existing-unreviewed		0
ENOSYS	Enosys	Enosys	existing-unreviewed		0
ENOTCONN	Enotconn	Enotconn	existing-unreviewed		0
ENOTDIR	Enotdir	Enotdir	existing-unreviewed		0
ENOTTY	Enotty	Enotty	existing-unreviewed		0
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed		0
EPERM	Eperm	Eperm	existing-unreviewed		0
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed		0
ERANGE	Erange	Erange	existing-unreviewed		0
EROFS	Erofs	Erofs	existing-unreviewed		0
ESPIPE	Espipe	Espipe	existing-unreviewed		0
ESRCH	Esrch	Esrch	existing-unreviewed		0
Eax	Eax	Eax	existing-unreviewed		0
Ebp	Ebp	Ebp	existing-unreviewed		0
Ebx	Ebx	Ebx	existing-unreviewed		0
Ecx	Ecx	Ecx	existing-unreviewed		0
Edi	Edi	Edi	existing-unreviewed		0
Edx	Edx	Edx	existing-unreviewed		0
Eflags	Eflags	Eflags	existing-unreviewed		0
Eip	Eip	Eip	existing-unreviewed		0
Elf	Elf	Elf	existing-unreviewed		0
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed		0
Elf32Note	Elf32Нотатка	Elf32Нотатка	existing-unreviewed		0
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed		0
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed		0
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed		0
ElfHeader	Elfheader	Elfheader	existing-unreviewed		0
ElfProgramHeader	Elfпрограмаheader	Elfпрограмаheader	existing-unreviewed		0
ElfSectionHeader	Elfsectionheader	Elfsectionheader	existing-unreviewed		0
EnablePaging	Дозволитиpaging	Дозволитиpaging	existing-unreviewed		0
Enabled	Включено	Включено	existing-unreviewed		0
EntryNumber	ЗаписЧисло	ЗаписЧисло	existing-unreviewed		0
EqualBytes	РівноБайт	РівноБайт	existing-unreviewed		0
Es	Es	Es	existing-unreviewed		0
Esi	Esi	Esi	existing-unreviewed		0
Esp	Esp	Esp	existing-unreviewed		0
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed		0
FPUOffset	Fpuoffset	Fpuoffset	existing-unreviewed		0
Family	Family	Family	existing-unreviewed		0
FileName	ФайлНазва	ФайлНазва	existing-unreviewed		0
