english	localized	source	evidence_count
a	a	fallback-English	0
access	accès	gettext	5
ack	ack	fallback-English	0
activate	Activer	gettext	3
active	Actif	gettext	10
add	Ajouter	gettext	33
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	Avancé	gettext	33
af	af	fallback-English	0
after	Après	gettext	5
align	Aligner	gettext	6
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	Tout	gettext	4
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	Quantité	gettext	1
and	et	gettext	2
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	arguments	fallback-English	0
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	tableau	curated-seed	10
assembly	assembleur	curated-seed	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	attribut	curated-seed	7
attributes	Attributs	gettext	1
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	Disponible	gettext	8
b	o	gettext	1
ba	ba	fallback-English	0
back	Précédent	gettext	15
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	Barre	gettext	3
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	Élevé	gettext	1
bind	Relier	gettext	5
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	bits	fallback-English	0
blksize	blksize	fallback-English	0
block	Bloc	gettext	15
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	Chutedeblocs	gettext	1
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	Tampons	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	Bouton	gettext	7
buttons	Boutons	gettext	11
by	by	fallback-English	0
byte	octet	curated-seed	0
bytes	Octets	gettext	11
c	CN	gettext	1
cache	cache	fallback-English	0
call	appel	curated-seed	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	Cartes	gettext	1
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	enfant	gettext	5
chunk	chunk	fallback-English	0
class	Classe	gettext	6
clear	Effacer	gettext	20
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	fermer	curated-seed	63
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	Couleur	gettext	3
colordepth	colordepth	fallback-English	0
command	Commande	gettext	23
commandport	commandport	fallback-English	0
common	commun	curated-seed	5
component	component	fallback-English	0
connect	Connecter	gettext	10
connected	connected	fallback-English	0
console	console	curated-seed	0
constant	constante	curated-seed	2
contains	contains	fallback-English	0
contents	Sommaire	gettext	35
control	Ctrl	gettext	2
controller	contrôleur	curated-seed	5
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	copier	curated-seed	41
count	Nombre	gettext	1
cow	cow	fallback-English	0
cpu	Processeur	gettext	1
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	créer	curated-seed	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	Courante	gettext	5
cursor	Curseur	gettext	10
cylinder	cylinder	fallback-English	0
d	TR	gettext	1
data	données	curated-seed	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	date	fallback-English	0
deactivate	Désactiver	gettext	3
deactive	deactive	fallback-English	0
debug	Déboguer	gettext	15
decrement	decrement	fallback-English	0
default	Pardéfaut	gettext	47
delete	supprimer	curated-seed	39
delta	delta	fallback-English	0
depth	Profondeur	gettext	1
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	description	fallback-English	0
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	destination	fallback-English	0
destroy	Détruire	gettext	1
dev	dev	fallback-English	0
device	Périphérique	gettext	16
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	dir	fallback-English	0
directory	répertoire	gettext	10
dirent	dirent	fallback-English	0
disable	Désactiver	gettext	4
discard	Abandonner	gettext	1
disconnect	Déconnecter	gettext	6
dispatch	dispatch	fallback-English	0
divide	Division	gettext	1
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	Domaine	gettext	5
double	double	fallback-English	0
down	Verslebas	gettext	10
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	pilote	curated-seed	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	Dynamique	gettext	1
e	e	fallback-English	0
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	Vide	gettext	13
emsgsize	emsgsize	fallback-English	0
enable	Activer	gettext	2
enabled	Activé	gettext	3
end	Fin	gettext	3
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	élément	gettext	5
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	Égal	gettext	1
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	err	fallback-English	0
error	Erreur	gettext	37
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	ethernet	curated-seed	0
event	événement	curated-seed	1
events	événements	curated-seed	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	Exécution	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	Quitter	gettext	3
exited	Fermé	gettext	5
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	B	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	défaut	curated-seed	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	fd	fallback-English	0
fds	fds	fallback-English	0
field	champ	gettext	5
file	fichier	curated-seed	119
filename	Nomdefichier	gettext	12
files	FICHIERS	gettext	1
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	Rechercher	gettext	14
first	first	fallback-English	0
fl	fl	fallback-English	0
flag	Drapeau	gettext	2
flags	Attributs	gettext	5
floating	Flottante	gettext	1
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	Focalisation	gettext	1
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	trame	curated-seed	10
free	Libre	gettext	8
frequency	Fréquence	gettext	1
from	de	gettext	1
front	Avant	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	Important	gettext	5
func	func	fallback-English	0
function	Fonction	gettext	7
functions	Fonctions	gettext	7
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	porte	curated-seed	0
gateway	gateway	fallback-English	0
gb	Go	gettext	5
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	global	fallback-English	0
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	Affichage	gettext	5
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	h	fallback-English	0
halt	halt	fallback-English	0
handle	Poignée	gettext	1
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	Matériel	gettext	14
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	enTête	curated-seed	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	Hauteur	gettext	5
helper	helper	fallback-English	0
hex	hex	fallback-English	0
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	Masqué	gettext	1
high	Élevée	gettext	6
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	Identifiant	gettext	1
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	Entrante	gettext	2
increment	increment	fallback-English	0
index	index	fallback-English	0
inet	inet	fallback-English	0
info	info	fallback-English	0
init	init	fallback-English	0
initial	initial	fallback-English	0
initialization	initialization	fallback-English	0
initialize	initialize	fallback-English	0
ino	ino	fallback-English	0
inode	Inœud	gettext	5
input	Entrée	gettext	7
install	Installer	gettext	7
int	int	fallback-English	0
interconnect	interconnect	fallback-English	0
interface	interface	fallback-English	0
internet	internet	fallback-English	0
internetprotocol	internetprotocol	fallback-English	0
interrupt	interruption	curated-seed	1
interrupts	interrupts	fallback-English	0
invalid	Nonvalide	gettext	1
io	ES	gettext	5
iomap	iomap	fallback-English	0
ip	ip	fallback-English	0
ipci	ipci	fallback-English	0
ipmessage	ipmessage	fallback-English	0
ipv	ipv	fallback-English	0
ip콘솔	ip콘솔	fallback-English	0
iret	iret	fallback-English	0
is	is	fallback-English	0
ist	ist	fallback-English	0
j	j	fallback-English	0
jmp	jmp	fallback-English	0
jump	jump	fallback-English	0
k	k	fallback-English	0
kb	ko	gettext	6
kcs	kcs	fallback-English	0
kds	kds	fallback-English	0
kernel	noyau	curated-seed	0
key	Clé	gettext	1
keyboard	clavier	curated-seed	15
kgs	kgs	fallback-English	0
kind	Type	gettext	5
k핵심	k핵심	fallback-English	0
l	l	fallback-English	0
label	étiquette	gettext	17
