original	localized	language
Activate	Aktivovať	sk
ActivateAll	AktivovaťVšetky	sk
Active	Aktívny	sk
ActiveInterruptManager	AktívnyPrerušeniemanager	sk
ActiveMemoryManager	AktívnyPamäťmanager	sk
Add	Pridať	sk
AddDriver	Pridaťdriver	sk
AddRunnableThread	Pridaťrunnablethread	sk
AddTask	PridaťUloha	sk
AddThread	Pridaťthread	sk
Address	Address	sk
AlignedMalloc	Alignedmalloc	sk
AlignmentCheck	Alignmentcheck	sk
AllocateBlock	AllocateBlok	sk
AllocatePID	Allocatepid	sk
AmountOfMemory	MnožstvozPamäť	sk
ArrayToUint16	Poletounsignedinteger16	sk
ArrayToUint32	Poletounsignedinteger32	sk
ArrayToUint48	Poletounsignedinteger48	sk
ArrayToUint48_BE	Poletounsignedinteger48be	sk
ArrayToUint64	Poletounsignedinteger64	sk
Atime	Atime	sk
AtimeNsec	Atimensec	sk
BLOCKS_PER_BYTE	Blokperbyte	sk
BLOCK_SIZE	BlokVeľkosť	sk
Backend	Backend	sk
BaseAddr	Baseaddress	sk
Bind	Bind	sk
Blksize	Blksize	sk
Blocked	Blocked	sk
BlockedState	BlockedStav	sk
Blocks	Blok	sk
BoundRangeExceeded	BoundRozsahexceeded	sk
BroadcastMacAddress	Broadcastmacaddress	sk
BytesPerSector	Bajtypersector	sk
BytesToString	Bajtytoreťazec	sk
Checksum	Checksum	sk
Clear	Vyčistiť	sk
Clone	Clone	sk
CloneAddressSpaceCOW	CloneaddressMedzeracow	sk
Connect	Pripojiť	sk
ContainsCoordinate	Containscoordinate	sk
CopyPageFrameBlock	KopírovaťSTRANARámecBlok	sk
CpuState	ProcesorStav	sk
Create	Create	sk
CreateFromData	Createzdata	sk
CreateFromFunction	CreatezFunkcia	sk
CreatePtrFromFunction	CreateKurzorzFunkcia	sk
Cs	Cs	sk
Ctime	Ctime	sk
CtimeNsec	Ctimensec	sk
CurrentPID	Aktuálnypid	sk
CurrentParentPID	Aktuálnyrodičpid	sk
Data	Data	sk
Deactivate	Deaktivovať	sk
Deactive	Deactive	sk
Decrement	Decrement	sk
Delete	Odstrániť	sk
DescriptorPrivilegeLevel	Descriptorprivilegelevel	sk
DescriptorType	DescriptorTyp	sk
Destroy	Zničiť	sk
Dev	Zariadenie	sk
DeviceHasFunctions	ZariadeniehasFunkcie	sk
DeviceNotAvailable	ZariadenienotDostupné	sk
Device_id	ZariadenieIdentifikátor	sk
DisableInt	Zakázaťint	sk
Disconnect	Odpojiť	sk
DivideByZero	DeleniebyNula	sk
DoHandleInterrupt	DoUškoPrerušenie	sk
DoubleFault	Dvojitéfault	sk
Draw	Draw	sk
DriverManager	Drivermanager	sk
Ds	Ds	sk
Dynamic	Dynamická	sk
E2BIG	E2big	sk
EACCES	Eacces	sk
EADDRINUSE	Eaddrinuse	sk
EAFNOSUPPORT	Eafnosupport	sk
EAGAIN	Eagain	sk
EBADF	Ebadf	sk
EBUSY	Ebusy	sk
ECHILD	Echild	sk
EEXIST	Eexist	sk
EFAULT	Efault	sk
EFBIG	Efbig	sk
EINTR	Eintr	sk
EINVAL	Einval	sk
EIO	Eio	sk
EISDIR	Eisdir	sk
EMFILE	Emfile	sk
EMSGSIZE	Emsgsize	sk
ENETUNREACH	Enetunreach	sk
ENFILE	Enfile	sk
ENODEV	Enodev	sk
ENOENT	Enoent	sk
ENOEXEC	Enoexec	sk
ENOMEM	Enomem	sk
ENOSPC	Enospc	sk
ENOSYS	Enosys	sk
ENOTCONN	Enotconn	sk
ENOTDIR	Enotdir	sk
ENOTTY	Enotty	sk
EOPNOTSUPP	Eopnotsupp	sk
EPERM	Eperm	sk
EPROTONOSUPPORT	Eprotonosupport	sk
ERANGE	Erange	sk
EROFS	Erofs	sk
ESPIPE	Espipe	sk
ESRCH	Esrch	sk
Eax	Eax	sk
Ebp	Ebp	sk
Ebx	Ebx	sk
Ecx	Ecx	sk
Edi	Edi	sk
Edx	Edx	sk
Eflags	Eflags	sk
Eip	Eip	sk
Elf	Elf	sk
Elf32Dyn	Elf32dyn	sk
Elf32Note	Elf32Poznámka	sk
Elf32Rel	Elf32rel	sk
Elf32Rela	Elf32rela	sk
Elf32Sym	Elf32sym	sk
ElfHeader	Elfheader	sk
ElfProgramHeader	Elfprogramheader	sk
ElfSectionHeader	Elfsectionheader	sk
EnablePaging	Povoliťpaging	sk
Enabled	Zapnuté	sk
EntryNumber	PoložkaČíslo	sk
EqualBytes	RovnakáBajty	sk
Es	Es	sk
Esi	Esi	sk
Esp	Esp	sk
FPUBuffer	Fpubuffer	sk
FPUOffset	FpuPosunutie	sk
Family	Family	sk
FileName	SúborNázov	sk
Fill	Fill	sk
FillRectangle	Fillrectangle	sk
First	First	sk
FirstFree	FirstVoľné	sk
FirstFreeSize	FirstVoľnéVeľkosť	sk
Flags	Príznaky	sk
FloatingPointException	Pohyblivápointexception	sk
Flush	Flush	sk
FlushTlsTable	FlushtlsTabuľka	sk
Focussable	Focussable	sk
Free	Voľné	sk
Fs	Fs	sk
GB	Gb	sk
GDT_ENTRIES	Gdtpoložka	sk
GOT	Got	sk
GPFException	Gpfexception	sk
GatewayIP	Bránaip	sk
GdtAddressHigh	GdtaddressVysoká	sk
GdtAddressLow	GdtaddressNízka	sk
GdtDescriptor	Gdtdescriptor	sk
GdtEntry	Gdtpoložka_2	sk
GdtSize	GdtVeľkosť	sk
GetAt	Getat	sk
GetBackend	Getbackend	sk
GetBaseAddressRegister	Getbaseaddressregister	sk
GetBitmaspSize	GetbitmaspVeľkosť	sk
GetBytesFromPtr	GetBajtyzKurzor	sk
GetCR0	Getcr0	sk
GetCR2	Getcr2	sk
GetCR3	Getcr3	sk
GetCR4	Getcr4	sk
GetColorIndex	GetFarbaindex	sk
GetDeviceDescriptor	GetZariadeniedescriptor	sk
GetDriver	Getdriver	sk
GetESP0	Getesp0	sk
GetEntry	Getpoložka	sk
GetFileSize	GetSúborVeľkosť	sk
GetFocus	GetZameranie	sk
GetFrameBufferSegment	GetRámecbuffersegment	sk
GetFuncPtrFromPtr	GetfuncKurzorzKurzor	sk
GetFunctionName	GetFunkciaNázov	sk
GetHandler	Gethandler	sk
GetIPAddress	Getipaddress	sk
GetMACAddress	Getmacaddress	sk
GetMACFromCache	Getmaczcache	sk
GetNextReadyThread	GetNasledujúciPripravenýthread	sk
GetNodeAt	GetUzolat	sk
GetProvider	Providerget	sk
GetSS0	Getss0	sk
GetStr	Getstr	sk
GetUint32ArrayFromPtr	Getunsignedinteger32PolezKurzor	sk
GetUintptrArrayFromPtr	GetunsignedintegerKurzorPolezKurzor	sk
GetValue	GetHodnota	sk
GetValueInPageDir	GetHodnotanaSTRANAAdresár	sk
Gid	Gid	sk
Gs	Gs	sk
HandleException	Uškoexception	sk
HandleFatalInterruptFrame	UškofatalPrerušenieRámec	sk
HandleInterrupt	UškoPrerušenie	sk
HandleInterrupt1	UškoPrerušenie1	sk
HandleUserDatagramProtocolMessage	UškoPoužívateľdatagramprotocolSpráva	sk
IDT_DESC_PRESENT	IdtdescriptorPrítomné	sk
IDT_INTERRUPT_GATE	IdtPrerušeniegate	sk
IDriver	IDriver	sk
IEtherFrameHandler	IEthernetRámechandler	sk
IInternetProtocolHandler	IInternetprotocolhandler	sk
IInterruptHandler	IPrerušeniehandler	sk
IKeyboardEventHandler	IKlávesnicaUdalosťhandler	sk
IMouseEventHandler	IMyšUdalosťhandler	sk
IPCIControllerHandler	IpciRadičhandler	sk
IPCache	Ipcache	sk
IP_BE	IpSieťbyteorder	sk
IRawDataHandler	IRawdatahandler	sk
ITimerEventHandler	IČasovačUdalosťhandler	sk
IUserDatagramProtocolHandler	IPoužívateľdatagramprotocolhandler	sk
IUserDatagramProtocolSocket	IPoužívateľdatagramprotocolSoket	sk
IWidget	IWidget	sk
Identify	Identify	sk
Increment	Increment	sk
IndexOf	Indexz	sk
Init	Init	sk
InitDriver	Initdriver	sk
InitialThreadUserJump	InitialthreadPoužívateľjump	sk
Ino	Ino	sk
Install	Nainštalovať	sk
Interrupt	Prerušenie	sk
