english	localized	source	evidence_count
a	P	gettext	1
access	Prístup	gettext	5
ack	ack	fallback-English	0
activate	Aktivovať	gettext	3
active	Aktívny	gettext	7
add	Pridať	gettext	32
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	Pokročilé	gettext	26
af	af	fallback-English	0
after	after	fallback-English	0
align	Zarovnanie	gettext	6
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	Všetky	gettext	5
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	Množstvo	gettext	1
and	a	gettext	1
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	Argumenty	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	Pole	gettext	10
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	vlastnosť	gettext	5
attributes	Atribúty	gettext	1
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	Dostupné	gettext	6
b	b	fallback-English	0
ba	ba	fallback-English	0
back	Späť	gettext	13
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	Lišta	gettext	1
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	bity	gettext	1
blksize	blksize	fallback-English	0
block	Blok	gettext	10
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	Blokové	gettext	1
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	Buffery	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	Tlačidlo	gettext	2
buttons	Tlačidlá	gettext	6
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	Bajty	gettext	5
c	O	gettext	1
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	Kartové	gettext	1
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
