original	before	after	review_status	concept	changed_tokens
Activate	Activa	Activa	existing-unreviewed		0
ActivateAll	ActivaTot	ActivaTot	existing-unreviewed		0
Active	Actiu	Actiu	existing-unreviewed		0
ActiveInterruptManager	ActiuInterrupciómanager	ActiuInterrupciómanager	existing-unreviewed		0
ActiveMemoryManager	ActiuMemòriamanager	ActiuMemòriamanager	existing-unreviewed		0
Add	Afegeix	Afegeix	existing-unreviewed		0
AddDriver	Afegeixdriver	Afegeixdriver	existing-unreviewed		0
AddRunnableThread	Afegeixrunnablethread	Afegeixrunnablethread	existing-unreviewed		0
AddTask	AfegeixTasca	AfegeixTasca	existing-unreviewed		0
AddThread	Afegeixthread	Afegeixthread	existing-unreviewed		0
Address	Adreça	Adreça	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBloc	AllocateBloc	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	QuantitatdeMemòria	QuantitatdeMemòria	existing-unreviewed		0
ArrayToUint16	Matriutounsignedinteger16	Matriutounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Matriutounsignedinteger32	Matriutounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Matriutounsignedinteger48	Matriutounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Matriutounsignedinteger48be	Matriutounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Matriutounsignedinteger64	Matriutounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blocperbyte	Blocperbyte	existing-unreviewed		0
BLOCK_SIZE	BlocMida	BlocMida	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	BaseAdreça	BaseAdreça	existing-unreviewed		0
Bind	Vincula	Vincula	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedEstat	BlockedEstat	existing-unreviewed		0
Blocks	Bloc	Bloc	existing-unreviewed		0
BoundRangeExceeded	BoundIntervalexceeded	BoundIntervalexceeded	existing-unreviewed		0
BroadcastMacAddress	BroadcastmacAdreça	BroadcastmacAdreça	existing-unreviewed		0
BytesPerSector	Bytespersector	Bytespersector	existing-unreviewed		0
BytesToString	BytestoCadena	BytestoCadena	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Neteja	Neteja	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneAdreçaEspaicow	CloneAdreçaEspaicow	existing-unreviewed		0
Connect	Connecta	Connecta	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	CopiaPàginaMarcBloc	CopiaPàginaMarcBloc	existing-unreviewed		0
CpuState	CpuEstat	CpuEstat	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createdesdedata	Createdesdedata	existing-unreviewed		0
CreateFromFunction	CreatedesdeFunció	CreatedesdeFunció	existing-unreviewed		0
CreatePtrFromFunction	CreatePunterdesdeFunció	CreatePunterdesdeFunció	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	Actualpid	Actualpid	existing-unreviewed		0
CurrentParentPID	Actualparepid	Actualparepid	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Desactiva	Desactiva	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Suprimeix	Suprimeix	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	DescriptorTipus	DescriptorTipus	existing-unreviewed		0
Destroy	Destrueix	Destrueix	existing-unreviewed		0
Dev	Dispositiu	Dispositiu	existing-unreviewed		0
DeviceHasFunctions	DispositiuhasFuncions	DispositiuhasFuncions	existing-unreviewed		0
DeviceNotAvailable	DispositiunotDisponible	DispositiunotDisponible	existing-unreviewed		0
Device_id	DispositiuIdentificador	DispositiuIdentificador	existing-unreviewed		0
DisableInt	InhabilitaEnter	InhabilitaEnter	existing-unreviewed		0
Disconnect	Desconnecta	Desconnecta	existing-unreviewed		0
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed		0
DoHandleInterrupt	DoGestorInterrupció	DoGestorInterrupció	existing-unreviewed		0
DoubleFault	Doblefault	Doblefault	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	Drivermanager	Drivermanager	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	Dinàmic	Dinàmic	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed		0
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed		0
EAGAIN	Eagain	Eagain	existing-unreviewed		0
EBADF	Ebadf	Ebadf	existing-unreviewed		0
EBUSY	Ebusy	Ebusy	existing-unreviewed		0
ECHILD	Echild	Echild	existing-unreviewed		0
EEXIST	Eexist	Eexist	existing-unreviewed		0
EFAULT	Efault	Efault	existing-unreviewed		0
EFBIG	Efbig	Efbig	existing-unreviewed		0
EINTR	Eintr	Eintr	existing-unreviewed		0
EINVAL	Einval	Einval	existing-unreviewed		0
EIO	Eio	Eio	existing-unreviewed		0
EISDIR	Eisdir	Eisdir	existing-unreviewed		0
EMFILE	Emfile	Emfile	existing-unreviewed		0
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed		0
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed		0
ENFILE	Enfile	Enfile	existing-unreviewed		0
ENODEV	Enodev	Enodev	existing-unreviewed		0
ENOENT	Enoent	Enoent	existing-unreviewed		0
ENOEXEC	Enoexec	Enoexec	existing-unreviewed		0
ENOMEM	Enomem	Enomem	existing-unreviewed		0
ENOSPC	Enospc	Enospc	existing-unreviewed		0
ENOSYS	Enosys	Enosys	existing-unreviewed		0
ENOTCONN	Enotconn	Enotconn	existing-unreviewed		0
ENOTDIR	Enotdir	Enotdir	existing-unreviewed		0
ENOTTY	Enotty	Enotty	existing-unreviewed		0
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed		0
EPERM	Eperm	Eperm	existing-unreviewed		0
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed		0
ERANGE	Erange	Erange	existing-unreviewed		0
EROFS	Erofs	Erofs	existing-unreviewed		0
ESPIPE	Espipe	Espipe	existing-unreviewed		0
ESRCH	Esrch	Esrch	existing-unreviewed		0
Eax	Eax	Eax	existing-unreviewed		0
Ebp	Ebp	Ebp	existing-unreviewed		0
Ebx	Ebx	Ebx	existing-unreviewed		0
Ecx	Ecx	Ecx	existing-unreviewed		0
Edi	Edi	Edi	existing-unreviewed		0
Edx	Edx	Edx	existing-unreviewed		0
Eflags	Eflags	Eflags	existing-unreviewed		0
Eip	Eip	Eip	existing-unreviewed		0
Elf	Elf	Elf	existing-unreviewed		0
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed		0
Elf32Note	Elf32Nota	Elf32Nota	existing-unreviewed		0
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed		0
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed		0
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed		0
ElfHeader	Elfheader	Elfheader	existing-unreviewed		0
ElfProgramHeader	Elfprogramaheader	Elfprogramaheader	existing-unreviewed		0
ElfSectionHeader	Elfsectionheader	Elfsectionheader	existing-unreviewed		0
EnablePaging	Activapaging	Activapaging	existing-unreviewed		0
Enabled	Habilitat	Habilitat	existing-unreviewed		0
EntryNumber	EntradaNombre	EntradaNombre	existing-unreviewed		0
EqualBytes	Igualbytes	Igualbytes	existing-unreviewed		0
Es	Es	Es	existing-unreviewed		0
Esi	Esi	Esi	existing-unreviewed		0
Esp	Esp	Esp	existing-unreviewed		0
FPUBuffer	Fpubuffer	Fpubuffer	existing-unreviewed		0
FPUOffset	Fpuoffset	Fpuoffset	existing-unreviewed		0
Family	Family	Family	existing-unreviewed		0
FileName	FitxerNom	FitxerNom	existing-unreviewed		0
Fill	Fill	Fill	existing-unreviewed		0
FillRectangle	Fillrectangle	Fillrectangle	existing-unreviewed		0
First	First	First	existing-unreviewed		0
FirstFree	FirstLliure	FirstLliure	existing-unreviewed		0
FirstFreeSize	FirstLliureMida	FirstLliureMida	existing-unreviewed		0
Flags	Senyaladors	Senyaladors	existing-unreviewed		0
FloatingPointException	Flotantpointexception	Flotantpointexception	existing-unreviewed		0
Flush	Flush	Flush	existing-unreviewed		0
FlushTlsTable	FlushtlsTaula	FlushtlsTaula	existing-unreviewed		0
Focussable	Focussable	Focussable	existing-unreviewed		0
Free	Lliure	Lliure	existing-unreviewed		0
Fs	Fs	Fs	existing-unreviewed		0
GB	Gb	Gb	existing-unreviewed		0
GDT_ENTRIES	Gdtentrada	Gdtentrada	existing-unreviewed		0
GOT	Got	Got	existing-unreviewed		0
GPFException	Gpfexception	Gpfexception	existing-unreviewed		0
GatewayIP	Gatewayip	Gatewayip	existing-unreviewed		0
GdtAddressHigh	GdtAdreçaAlta	GdtAdreçaAlta	existing-unreviewed		0
GdtAddressLow	GdtAdreçaBaixa	GdtAdreçaBaixa	existing-unreviewed		0
GdtDescriptor	Gdtdescriptor	Gdtdescriptor	existing-unreviewed		0
GdtEntry	Gdtentrada_2	Gdtentrada_2	existing-unreviewed		0
GdtSize	GdtMida	GdtMida	existing-unreviewed		0
GetAt	Getat	Getat	existing-unreviewed		0
GetBackend	Getbackend	Getbackend	existing-unreviewed		0
GetBaseAddressRegister	GetbaseAdreçaregister	GetbaseAdreçaregister	existing-unreviewed		0
GetBitmaspSize	GetbitmaspMida	GetbitmaspMida	existing-unreviewed		0
GetBytesFromPtr	GetbytesdesdePunter	GetbytesdesdePunter	existing-unreviewed		0
GetCR0	Getcr0	Getcr0	existing-unreviewed		0
GetCR2	Getcr2	Getcr2	existing-unreviewed		0
GetCR3	Getcr3	Getcr3	existing-unreviewed		0
GetCR4	Getcr4	Getcr4	existing-unreviewed		0
GetColorIndex	GetcolorÍndex	GetcolorÍndex	existing-unreviewed		0
GetDeviceDescriptor	GetDispositiudescriptor	GetDispositiudescriptor	existing-unreviewed		0
GetDriver	Getdriver	Getdriver	existing-unreviewed		0
GetESP0	Getesp0	Getesp0	existing-unreviewed		0
GetEntry	Getentrada	Getentrada	existing-unreviewed		0
GetFileSize	GetFitxerMida	GetFitxerMida	existing-unreviewed		0
GetFocus	GetEnfocament	GetEnfocament	existing-unreviewed		0
GetFrameBufferSegment	GetMarcbuffersegment	GetMarcbuffersegment	existing-unreviewed		0
GetFuncPtrFromPtr	GetfuncPunterdesdePunter	GetfuncPunterdesdePunter	existing-unreviewed		0
GetFunctionName	GetFuncióNom	GetFuncióNom	existing-unreviewed		0
GetHandler	Gethandler	Gethandler	existing-unreviewed		0
GetIPAddress	GetipAdreça	GetipAdreça	existing-unreviewed		0
GetMACAddress	GetmacAdreça	GetmacAdreça	existing-unreviewed		0
GetMACFromCache	Getmacdesdecache	Getmacdesdecache	existing-unreviewed		0
GetNextReadyThread	GetSegüentPreparatthread	GetSegüentPreparatthread	existing-unreviewed		0
GetNodeAt	Getnodeat	Getnodeat	existing-unreviewed		0
GetProvider	Providerget	Providerget	existing-unreviewed		0
GetSS0	Getss0	Getss0	existing-unreviewed		0
GetStr	Getstr	Getstr	existing-unreviewed		0
GetUint32ArrayFromPtr	Getunsignedinteger32MatriudesdePunter	Getunsignedinteger32MatriudesdePunter	existing-unreviewed		0
GetUintptrArrayFromPtr	GetunsignedintegerPunterMatriudesdePunter	GetunsignedintegerPunterMatriudesdePunter	existing-unreviewed		0
GetValue	GetValor	GetValor	existing-unreviewed		0
GetValueInPageDir	GetValoraPàginaDirectori	GetValoraPàginaDirectori	existing-unreviewed		0
Gid	Gid	Gid	existing-unreviewed		0
Gs	Gs	Gs	existing-unreviewed		0
HandleException	Gestorexception	Gestorexception	existing-unreviewed		0
HandleFatalInterruptFrame	GestorfatalInterrupcióMarc	GestorfatalInterrupcióMarc	existing-unreviewed		0
HandleInterrupt	GestorInterrupció	GestorInterrupció	existing-unreviewed		0
HandleInterrupt1	GestorInterrupció1	GestorInterrupció1	existing-unreviewed		0
HandleUserDatagramProtocolMessage	GestorUsuaridatagramprotocolMissatge	GestorUsuaridatagramprotocolMissatge	existing-unreviewed		0
IDT_DESC_PRESENT	Idtdescriptorpresent	Idtdescriptorpresent	existing-unreviewed		0
IDT_INTERRUPT_GATE	IdtInterrupciógate	IdtInterrupciógate	existing-unreviewed		0
IDriver	IDriver	IDriver	existing-unreviewed		0
IEtherFrameHandler	ICableMarchandler	ICableMarchandler	existing-unreviewed		0
IInternetProtocolHandler	IInternetprotocolhandler	IInternetprotocolhandler	existing-unreviewed		0
IInterruptHandler	IInterrupcióhandler	IInterrupcióhandler	existing-unreviewed		0
IKeyboardEventHandler	ITeclatEsdevenimenthandler	ITeclatEsdevenimenthandler	existing-unreviewed		0
IMouseEventHandler	IRatolíEsdevenimenthandler	IRatolíEsdevenimenthandler	existing-unreviewed		0
IPCIControllerHandler	IpciControladorhandler	IpciControladorhandler	existing-unreviewed		0
IPCache	Ipcache	Ipcache	existing-unreviewed		0
IP_BE	IpXarxabyteorder	IpXarxabyteorder	existing-unreviewed		0
IRawDataHandler	IRawdatahandler	IRawdatahandler	existing-unreviewed		0
ITimerEventHandler	ITemporitzadorEsdevenimenthandler	ITemporitzadorEsdevenimenthandler	existing-unreviewed		0
IUserDatagramProtocolHandler	IUsuaridatagramprotocolhandler	IUsuaridatagramprotocolhandler	existing-unreviewed		0
IUserDatagramProtocolSocket	IUsuaridatagramprotocolSòcol	IUsuaridatagramprotocolSòcol	existing-unreviewed		0
IWidget	IWidget	IWidget	pending-language-review	widget	0
Identify	Identify	Identify	existing-unreviewed		0
Increment	Increment	Increment	existing-unreviewed		0
IndexOf	Índexde	Índexde	existing-unreviewed		0
Init	Init	Init	existing-unreviewed		0
InitDriver	Initdriver	Initdriver	existing-unreviewed		0
InitialThreadUserJump	InitialthreadUsuarijump	InitialthreadUsuarijump	existing-unreviewed		0
Ino	Ino	Ino	existing-unreviewed		0
Install	Install	Install	existing-unreviewed		0
Interrupt	Interrupció	Interrupció	existing-unreviewed		0
InterruptActive	InterrupcióActiu	InterrupcióActiu	existing-unreviewed		0
InterruptDeactive	Interrupciódeactive	Interrupciódeactive	existing-unreviewed		0
InterruptManager	Interrupciómanager	Interrupciómanager	existing-unreviewed		0
InterruptNumber	InterrupcióNombre	InterrupcióNombre	existing-unreviewed		0
InvalidOpcode	Invàlidopcode	Invàlidopcode	existing-unreviewed		0
InvalidTSS	Invàlidtss	Invàlidtss	existing-unreviewed		0
IsKernel	Iskernel	Iskernel	existing-unreviewed		0
IsPresent	Ispresent	Ispresent	existing-unreviewed		0
IsUserSpace	IsUsuariEspai	IsUsuariEspai	existing-unreviewed		0
KB	Kb	Kb	existing-unreviewed		0
KCS_INDEX	KcsÍndex	KcsÍndex	existing-unreviewed		0
KCS_SELECTOR	Kcsselector	Kcsselector	existing-unreviewed		0
KDS_INDEX	KdsÍndex	KdsÍndex	existing-unreviewed		0
KDS_SELECTOR	Kdsselector	Kdsselector	existing-unreviewed		0
KERNEL_HEAP_START	KernelheapInicia	KernelheapInicia	existing-unreviewed		0
KERNEL_VIRT_ADDR	KernelvirtAdreça	KernelvirtAdreça	existing-unreviewed		0
KGS_INDEX	KgsÍndex	KgsÍndex	existing-unreviewed		0
KGS_SELECTOR	Kgsselector	Kgsselector	existing-unreviewed		0
K핵심	KKernelEntry	KKernelEntry	compatibility		0
LIDT	Lidt	Lidt	existing-unreviewed		0
Last	Últim	Últim	existing-unreviewed		0
Len	Len	Len	compatibility		0
Limit	Límit	Límit	existing-unreviewed		0
Link	Enllaç	Enllaç	existing-unreviewed		0
LinkMap	Enllaçmap	Enllaçmap	existing-unreviewed		0
LinkedList	LinkedLlista	LinkedLlista	existing-unreviewed		0
Listen	Listen	Listen	existing-unreviewed		0
LoadElf	Càrregaelf	Càrregaelf	existing-unreviewed		0
MAC	Mac	Mac	existing-unreviewed		0
MAC0	Mac0	Mac0	existing-unreviewed		0
MAC1	Mac1	Mac1	existing-unreviewed		0
MAC2	Mac2	Mac2	existing-unreviewed		0
MAC3	Mac3	Mac3	existing-unreviewed		0
MAC4	Mac4	Mac4	existing-unreviewed		0
MAC5	Mac5	Mac5	existing-unreviewed		0
MACAddress0Port	MacAdreça0port	MacAdreça0port	existing-unreviewed		0
MACAddress2Port	MacAdreça2port	MacAdreça2port	existing-unreviewed		0
MACAddress4Port	MacAdreça4port	MacAdreça4port	existing-unreviewed		0
MACCache	Maccache	Maccache	existing-unreviewed		0
MAX_QUEUE_SIZE	MàxqueueMida	MàxqueueMida	existing-unreviewed		0
MB	Mb	Mb	existing-unreviewed		0
MBR	Mbr	Mbr	existing-unreviewed		0
MHex출력	MHexadecimalImprimeix	MHexadecimalImprimeix	existing-unreviewed		0
MHex출력XY	MHexadecimalImprimeixxy	MHexadecimalImprimeixxy	existing-unreviewed		0
MUint16출력	MUnsignedinteger16Imprimeix	MUnsignedinteger16Imprimeix	existing-unreviewed		0
MUint16출력XY	MUnsignedinteger16Imprimeixxy	MUnsignedinteger16Imprimeixxy	existing-unreviewed		0
MUint32출력	MUnsignedinteger32Imprimeix	MUnsignedinteger32Imprimeix	existing-unreviewed		0
MUint32출력XY	MUnsignedinteger32Imprimeixxy	MUnsignedinteger32Imprimeixxy	existing-unreviewed		0
MUint64출력	MUnsignedinteger64Imprimeix	MUnsignedinteger64Imprimeix	existing-unreviewed		0
MUint64출력XY	MUnsignedinteger64Imprimeixxy	MUnsignedinteger64Imprimeixxy	existing-unreviewed		0
Machine	Machine	Machine	existing-unreviewed		0
MachineCheck	Machinecheck	Machinecheck	existing-unreviewed		0
MakeRangePrivateWritable	MakeIntervalPrivatwritable	MakeIntervalPrivatwritable	existing-unreviewed		0
Malloc	Malloc	Malloc	pending-language-review	allocate_memory	0
MemCmp	Memcmp	Memcmp	existing-unreviewed		0
MemCpy	MemCopia	MemCopia	existing-unreviewed		0
MemMove	MemMou	MemMou	existing-unreviewed		0
MemSet	Memestableix	Memestableix	existing-unreviewed		0
MemoryOper	Memòriaoper	Memòriaoper	existing-unreviewed		0
Mode	Mode	Mode	existing-unreviewed		0
ModelToScreen	ModeltoPantalla	Set_local_coordinates	pending-language-review	set_coordinates	5
Mtime	Mtime	Mtime	existing-unreviewed		0
MtimeNsec	Mtimensec	Mtimensec	existing-unreviewed		0
MyHandleInterrupt	MyGestorInterrupció	MyGestorInterrupció	existing-unreviewed		0
MyTest	MyProva	MyProva	existing-unreviewed		0
M긴급로그Hex8	MEmergencyRegistrehexadecimal8	MEmergencyRegistrehexadecimal8	existing-unreviewed		0
M긴급로그Uint32	MEmergencyRegistreunsignedinteger32	MEmergencyRegistreunsignedinteger32	existing-unreviewed		0
M긴급로그문자열	MEmergencyRegistreCadena	MEmergencyRegistreCadena	existing-unreviewed		0
M직렬로그초기화	MSèrieRegistreinit	MSèrieRegistreinit	existing-unreviewed		0
M출력	MImprimeix	MImprimeix	existing-unreviewed		0
M출력BytesXY	MImprimeixbytesxy	MImprimeixbytesxy	existing-unreviewed		0
M출력Hex	MImprimeixhexadecimal	MImprimeixhexadecimal	existing-unreviewed		0
M출력Uint16	MImprimeixunsignedinteger16	MImprimeixunsignedinteger16	existing-unreviewed		0
M출력Uint32	MImprimeixunsignedinteger32	MImprimeixunsignedinteger32	existing-unreviewed		0
M출력XY	MImprimeixxy	MImprimeixxy	existing-unreviewed		0
M테스트	M테스트	M테스트	existing-unreviewed		0
NMI	Nmi	Nmi	existing-unreviewed		0
New	Nou	Nou	existing-unreviewed		0
NewInterruptHandler	NouInterrupcióhandler	NouInterrupcióhandler	existing-unreviewed		0
Next	Següent	Següent	existing-unreviewed		0
Nlink	Nlink	Nlink	existing-unreviewed		0
Node	Node	Node	pending-language-review	list_node	0
Nodename	Nodename	Nodename	existing-unreviewed		0
OnEtherFrameReceived	CableMarcreceivewhen	CableMarcreceivewhen	existing-unreviewed		0
OnGetDriver	Engegatgetdriver	Engegatgetdriver	existing-unreviewed		0
OnInternetProtocolReceived	Internetprotocolreceivewhen	Internetprotocolreceivewhen	existing-unreviewed		0
OnKeyDown	EngegatClauAvall	EngegatClauAvall	existing-unreviewed		0
OnKeyUp	EngegatClauAmunt	EngegatClauAmunt	existing-unreviewed		0
OnMouseDown	EngegatRatolíAvall	EngegatRatolíAvall	existing-unreviewed		0
OnMouseMove	EngegatRatolíMou	EngegatRatolíMou	existing-unreviewed		0
OnMouseUp	EngegatRatolíAmunt	EngegatRatolíAmunt	existing-unreviewed		0
OnRawDataReceived	Engegatrawdatareceive	Engegatrawdatareceive	existing-unreviewed		0
OnTick	Engegattick	Engegattick	existing-unreviewed		0
Overflow	Overflow	Overflow	existing-unreviewed		0
P1LinkMap	PValor1Enllaçmap	PValor1Enllaçmap	existing-unreviewed		0
P2LinkMap	PValor2Enllaçmap	PValor2Enllaçmap	existing-unreviewed		0
P3LinkMap	PValor3Enllaçmap	PValor3Enllaçmap	existing-unreviewed		0
PAGE_COW	Pàginacow	Pàginacow	existing-unreviewed		0
PAGE_FRAME	PàginaMarc	PàginaMarc	existing-unreviewed		0
PAGE_PRESENT	Pàginapresent	Pàginapresent	existing-unreviewed		0
PAGE_USER	PàginaUsuari	PàginaUsuari	existing-unreviewed		0
PAGE_WRITABLE	Pàginawritable	Pàginawritable	existing-unreviewed		0
PAUSE_LOOP	Posaenpausaloop	Posaenpausaloop	existing-unreviewed		0
PICMasterCommandPort	PrimarypicOrdreESport	PrimarypicOrdreESport	existing-unreviewed		0
PICMasterDataPort	PrimarypicdataESport	PrimarypicdataESport	existing-unreviewed		0
PICSlaveCommandPort	SecondarypicOrdreESport	SecondarypicOrdreESport	existing-unreviewed		0
PICSlaveDataPort	SecondarypicdataESport	SecondarypicdataESport	existing-unreviewed		0
PRESENT	Present	Present	existing-unreviewed		0
PRIV_KERNEL	Privkernel	Privkernel	existing-unreviewed		0
PRIV_USER	PrivUsuari	PrivUsuari	existing-unreviewed		0
PROC_USER_HEAP_SIZE	ProcUsuariheapMida	ProcUsuariheapMida	existing-unreviewed		0
PageDirEntry	PàginaDirectorientrada	PàginaDirectorientrada	existing-unreviewed		0
PageDirectoryEntry	PàginaDirectorientrada_2	PàginaDirectorientrada_2	existing-unreviewed		0
PageFault	Pàginafault	Pàginafault	existing-unreviewed		0
PageFaultException	Pàginafaultexception	Pàginafaultexception	existing-unreviewed		0
PageRoundDown	PàginaArrodoneixAvall	PàginaArrodoneixAvall	existing-unreviewed		0
PageRoundUp	PàginaArrodoneixAmunt	PàginaArrodoneixAmunt	existing-unreviewed		0
PageTableEntry	PàginaTaulaentrada	PàginaTaulaentrada	existing-unreviewed		0
Paging	Paging	Paging	existing-unreviewed		0
ParentPid	Parepid	Parepid	existing-unreviewed		0
Parse	Parse	Parse	existing-unreviewed		0
Partition_id	PartitionIdentificador	PartitionIdentificador	existing-unreviewed		0
PhyMemTest	PhymemProva	PhymemProva	existing-unreviewed		0
PhysicalMemoryManager	PhysicalMemòriamanager	PhysicalMemòriamanager	existing-unreviewed		0
Pid	Pid	Pid	existing-unreviewed		0
Port	Port	Port	existing-unreviewed		0
PortBase	Portbase	Portbase	existing-unreviewed		0
PortInByte	Portabyte	Portabyte	existing-unreviewed		0
PortInDword	Portadword	Portadword	existing-unreviewed		0
PortInWord	Portaparaula	Portaparaula	existing-unreviewed		0
PortOutByte	PortSortidabyte	PortSortidabyte	existing-unreviewed		0
PortOutDword	PortSortidadword	PortSortidadword	existing-unreviewed		0
PortOutWord	PortSortidaparaula	PortSortidaparaula	existing-unreviewed		0
PortReadByte	PortLecturabyte	PortLecturabyte	existing-unreviewed		0
PortReadDword	PortLecturadword	PortLecturadword	existing-unreviewed		0
PortReadWord	PortLecturaparaula	PortLecturaparaula	existing-unreviewed		0
PortWriteByte	PortEscripturabyte	PortEscripturabyte	existing-unreviewed		0
PortWriteDword	PortEscripturadword	PortEscripturadword	existing-unreviewed		0
PortWriteWord	PortEscripturaparaula	PortEscripturaparaula	existing-unreviewed		0
Prev	Previous	Previous	existing-unreviewed		0
PrevTSS	Previoustss	Previoustss	existing-unreviewed		0
PrimaryPartition	Primarypartition	Primarypartition	existing-unreviewed		0
Print	Imprimeix	Imprimeix	existing-unreviewed		0
PrintBytes	Imprimeixbytes	Imprimeixbytes	existing-unreviewed		0
PrintStr	Imprimeixstr	Imprimeixstr	existing-unreviewed		0
PrintTLS	Imprimeixtls	Imprimeixtls	existing-unreviewed		0
PrintTest	ImprimeixProva	ImprimeixProva	existing-unreviewed		0
Process	Procés	Procés	existing-unreviewed		0
ProcessHelper	Procéshelper	Procéshelper	existing-unreviewed		0
ProcessPendingKeyboardEvents	ProcéspendingTeclatEsdeveniments	ProcéspendingTeclatEsdeveniments	existing-unreviewed		0
ProcessPendingMouseEvents	ProcéspendingRatolíEsdeveniments	ProcéspendingRatolíEsdeveniments	existing-unreviewed		0
PushAt	Pushat	Insert_at_index	pending-language-review	insert_at	1
PushBack	PushEnrere	Append_to_list	pending-language-review	append	12
PushFront	PushFrontal	Prepend_to_list	pending-language-review	prepend	5
PutPixel	Putpixel	Putpixel	existing-unreviewed		0
PutPixelRGB	Putpixelrgb	Putpixelrgb	existing-unreviewed		0
QUEUE_START_ADDR	QueueIniciaAdreça	QueueIniciaAdreça	existing-unreviewed		0
Rdev	Rdev	Rdev	existing-unreviewed		0
Read	Lectura	Lectura	existing-unreviewed		0
Read28	Lectura28	Lectura28	existing-unreviewed		0
ReadFile	LecturaFitxer	LecturaFitxer	pending-language-review	file_read	0
ReadPartitions	Lecturapartition	Lecturapartition	existing-unreviewed		0
Ready	Preparat	Preparat	existing-unreviewed		0
Receive	Receive	Receive	existing-unreviewed		0
