원래경로	변환경로
src/amd_am79c973/amd_am79c973.go	src/amdam79c973/amdam79c973.go
src/arp/arp.go	src/arp/arp.go
src/common/memoperations.go	src/comum/memóriaoperação.go
src/common/type.go	src/comum/tipo.go
src/console/console.go	src/console/console.go
src/console/console.s	src/console/console.s
src/drivers/ata/ata.go	src/controlador/ata/ata.go
src/drivers/driver/driver.go	src/controlador/controlador/controlador.go
src/drivers/keyboard/keyboard.go	src/controlador/teclado/teclado.go
src/drivers/mouse/mouse.go	src/controlador/dispositivo_apontador/dispositivo_apontador.go
src/drivers/timer/timer.go	src/controlador/temporizador/temporizador.go
src/etherframe/etherframe.go	src/quadro_da_rede_de_meio_partilhado/quadro_da_rede_de_meio_partilhado.go
src/filesystem/elf/elf.go	src/ficheirosistema/formato_executável_e_ligável/formato_executável_e_ligável.go
src/filesystem/elf/elfheader.go	src/ficheirosistema/formato_executável_e_ligável/elfcabeçalho.go
src/filesystem/elf/elfsection.go	src/ficheirosistema/formato_executável_e_ligável/elfsecção.go
src/filesystem/elf/linkmap.go	src/ficheirosistema/formato_executável_e_ligável/ligaçãomapa.go
src/filesystem/fat/fat.go	src/ficheirosistema/fat/fat.go
src/filesystem/msdospart/msdospart.go	src/ficheirosistema/msdospartição/msdospartição.go
src/gate/gate.go	src/porta/porta.go
src/gate/gate.s	src/porta/porta.s
src/gate/gate_amd64.go	src/porta/portaamd64.go
src/gate/gate_amd64.s	src/porta/portaamd64.s
src/gdt/gdt.go	src/gdt/gdt.go
src/gdt/gdt.s	src/gdt/gdt.s
src/icmp/icmp.go	src/protocolo_de_mensagens_de_controlo_de_rede_interligada/protocolo_de_mensagens_de_controlo_de_rede_interligada.go
src/interrupt/interrupt.go	src/interrupção/interrupção.go
src/interrupt/interrupt.s	src/interrupção/interrupção.s
src/ipv4/ipv4.go	src/protocolo_de_rede_interligada_4/protocolo_de_rede_interligada_4.go
src/memorymanager/memorymanager.go	src/memóriagestor/memóriagestor.go
src/multitasking/multi.s	src/múltiplogestãoTarefas/múltiplo.s
src/multitasking/multitasking.go	src/múltiplogestãoTarefas/múltiplogestãoTarefas.go
src/paging/paging.go	src/paginação/paginação.go
src/paging/paging.s	src/paginação/paginação.s
src/pci/pci.go	src/pci/pci.go
src/phymem/phymem.go	src/físicomemória/físicomemória.go
src/port/port.go	src/porto/porto.go
src/port/port.s	src/porto/porto.s
src/systemcall/systemcall.go	src/sistemachamada/sistemachamada.go
src/systemcall/systemcall.s	src/sistemachamada/sistemachamada.s
src/tasking/process/process.go	src/gestãoTarefas/processo/processo.go
src/tasking/scheduler/scheduler.go	src/gestãoTarefas/escalonador/escalonador.go
src/tasking/scheduler/scheduler.s	src/gestãoTarefas/escalonador/escalonador.s
src/tasking/thread/thread.go	src/gestãoTarefas/fluxoExecução/fluxoExecução.go
src/tasking/tss/tss.go	src/gestãoTarefas/tss/tss.go
src/tasking/tss/tss.s	src/gestãoTarefas/tss/tss.s
src/text_mode/text_mode.go	src/textomodo/textomodo.go
src/udp/udp.go	src/protocolo_de_datagramas_do_utilizador/protocolo_de_datagramas_do_utilizador.go
src/util/array/array.go	src/utilitário/matriz/matriz.go
src/util/list/list.go	src/utilitário/lista/lista.go
src/util/util.go	src/utilitário/utilitário.go
src/vga/vga.go	src/vga/vga.go
src/virtmem/virtmem.go	src/virtualmemória/virtualmemória.go
src/widget/widget.go	src/elemento_de_ecrã/elemento_de_ecrã.go
main.go	principal.go
main.s	principal.s
asm/constants.inc	arranque_da_máquina/constante.inc
asm/gdt.inc	arranque_da_máquina/gdt.inc
asm/go_asm_offsets.inc	arranque_da_máquina/goasmDeslocamento.inc
asm/multiboot_header.s	arranque_da_máquina/multibootcabeçalho.s
asm/rt0.s	arranque_da_máquina/rt0.s
go.sh	compilar_núcleo.sh
