original	before	after	review_status	concept	changed_tokens
Activate	Pokreni	Pokreni	existing-unreviewed		0
ActivateAll	PokreniSve	PokreniSve	existing-unreviewed		0
Active	Aktivna	Aktivna	existing-unreviewed		0
ActiveInterruptManager	AktivnaОметањеmanager	AktivnaОметањеmanager	existing-unreviewed		0
ActiveMemoryManager	AktivnaMemorijamanager	AktivnaMemorijamanager	existing-unreviewed		0
Add	Додај	Додај	existing-unreviewed		0
AddDriver	Додајdriver	Додајdriver	existing-unreviewed		0
AddRunnableThread	Додајrunnablethread	Додајrunnablethread	existing-unreviewed		0
AddTask	ДодајЗадатак	ДодајЗадатак	existing-unreviewed		0
AddThread	Додајthread	Додајthread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBlok	AllocateBlok	existing-unreviewed		0
AllocatePID	AllocateПИД	AllocateПИД	existing-unreviewed		0
AmountOfMemory	IznosodMemorija	IznosodMemorija	existing-unreviewed		0
ArrayToUint16	Низtounsignedinteger16	Низtounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Низtounsignedinteger32	Низtounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Низtounsignedinteger48	Низtounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Низtounsignedinteger48be	Низtounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Низtounsignedinteger64	Низtounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blokperbyte	Blokperbyte	existing-unreviewed		0
BLOCK_SIZE	BlokВеличина	BlokВеличина	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedСтање	BlockedСтање	existing-unreviewed		0
Blocks	Blok	Blok	existing-unreviewed		0
BoundRangeExceeded	BoundOpsegexceeded	BoundOpsegexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bajtovapersector	Bajtovapersector	existing-unreviewed		0
BytesToString	Bajtovatoниска	Bajtovatoниска	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Очисти	Очисти	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	Cloneaddressrazmakcow	Cloneaddressrazmakcow	existing-unreviewed		0
Connect	Povežise	Povežise	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	УмножиlistOkvirBlok	УмножиlistOkvirBlok	existing-unreviewed		0
CpuState	ПроцесорСтање	ПроцесорСтање	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createsadata	Createsadata	existing-unreviewed		0
CreateFromFunction	Createsaфункција	Createsaфункција	existing-unreviewed		0
CreatePtrFromFunction	CreatePokazivačsaфункција	CreatePokazivačsaфункција	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	ТренутноПИД	ТренутноПИД	existing-unreviewed		0
CurrentParentPID	ТренутноnadređeniПИД	ТренутноnadređeniПИД	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Obustavi	Obustavi	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Обриши	Обриши	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	DescriptorВрста	DescriptorВрста	existing-unreviewed		0
Destroy	Уништи	Уништи	existing-unreviewed		0
Dev	Уређај	Уређај	existing-unreviewed		0
DeviceHasFunctions	УређајХасФункције	УређајХасФункције	existing-unreviewed		0
DeviceNotAvailable	УређајnotRaspoloživo	УређајnotRaspoloživo	existing-unreviewed		0
Device_id	УређајIB	УређајIB	existing-unreviewed		0
DisableInt	ИскључиЦелиброј	ИскључиЦелиброј	existing-unreviewed		0
Disconnect	Prekinivezu	Prekinivezu	existing-unreviewed		0
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed		0
