original	localized	language
Activate	Activate	mt
ActivateAll	Activateall	mt
Active	Active	mt
ActiveInterruptManager	Activeinterruptmanager	mt
ActiveMemoryManager	Activememorymanager	mt
Add	Add	mt
AddDriver	Adddriver	mt
AddRunnableThread	Addrunnablethread	mt
AddTask	Addtask	mt
AddThread	Addthread	mt
Address	Address	mt
AlignedMalloc	Alignedmalloc	mt
AlignmentCheck	Alignmentcheck	mt
AllocateBlock	Allocateblock	mt
AllocatePID	Allocatepid	mt
AmountOfMemory	Amountofmemory	mt
ArrayToUint16	Arraytounsignedinteger16	mt
ArrayToUint32	Arraytounsignedinteger32	mt
ArrayToUint48	Arraytounsignedinteger48	mt
ArrayToUint48_BE	Arraytounsignedinteger48be	mt
ArrayToUint64	Arraytounsignedinteger64	mt
Atime	Atime	mt
AtimeNsec	Atimensec	mt
BLOCKS_PER_BYTE	Blockperbyte	mt
BLOCK_SIZE	Blocksize	mt
Backend	Backend	mt
BaseAddr	Baseaddress	mt
Bind	Bind	mt
Blksize	Blksize	mt
Blocked	Blocked	mt
BlockedState	Blockedstate	mt
Blocks	Block	mt
BoundRangeExceeded	Boundrangeexceeded	mt
BroadcastMacAddress	Broadcastmacaddress	mt
BytesPerSector	Bytespersector	mt
BytesToString	Bytestostring	mt
Checksum	Checksum	mt
Clear	Clear	mt
Clone	Clone	mt
CloneAddressSpaceCOW	Cloneaddressspacecow	mt
Connect	Connect	mt
ContainsCoordinate	Containscoordinate	mt
CopyPageFrameBlock	Copypageframeblock	mt
CpuState	Cpustate	mt
Create	Create	mt
CreateFromData	Createfromdata	mt
CreateFromFunction	Createfromfunction	mt
CreatePtrFromFunction	Createpointerfromfunction	mt
Cs	Cs	mt
Ctime	Ctime	mt
CtimeNsec	Ctimensec	mt
CurrentPID	Currentpid	mt
CurrentParentPID	Currentparentpid	mt
Data	Data	mt
Deactivate	Deactivate	mt
Deactive	Deactive	mt
Decrement	Decrement	mt
Delete	Delete	mt
DescriptorPrivilegeLevel	Descriptorprivilegelevel	mt
DescriptorType	Descriptortype	mt
Destroy	Destroy	mt
Dev	Device	mt
DeviceHasFunctions	Devicehasfunctions	mt
DeviceNotAvailable	Devicenotavailable	mt
Device_id	Deviceid	mt
DisableInt	Disableint	mt
Disconnect	Disconnect	mt
DivideByZero	Dividebyzero	mt
DoHandleInterrupt	Dohandleinterrupt	mt
DoubleFault	Doublefault	mt
Draw	Draw	mt
DriverManager	Drivermanager	mt
Ds	Ds	mt
Dynamic	Dynamic	mt
E2BIG	E2big	mt
EACCES	Eacces	mt
EADDRINUSE	Eaddrinuse	mt
EAFNOSUPPORT	Eafnosupport	mt
EAGAIN	Eagain	mt
EBADF	Ebadf	mt
EBUSY	Ebusy	mt
ECHILD	Echild	mt
EEXIST	Eexist	mt
EFAULT	Efault	mt
EFBIG	Efbig	mt
EINTR	Eintr	mt
EINVAL	Einval	mt
EIO	Eio	mt
EISDIR	Eisdir	mt
EMFILE	Emfile	mt
EMSGSIZE	Emsgsize	mt
ENETUNREACH	Enetunreach	mt
ENFILE	Enfile	mt
ENODEV	Enodev	mt
ENOENT	Enoent	mt
ENOEXEC	Enoexec	mt
ENOMEM	Enomem	mt
ENOSPC	Enospc	mt
ENOSYS	Enosys	mt
ENOTCONN	Enotconn	mt
ENOTDIR	Enotdir	mt
ENOTTY	Enotty	mt
EOPNOTSUPP	Eopnotsupp	mt
EPERM	Eperm	mt
EPROTONOSUPPORT	Eprotonosupport	mt
ERANGE	Erange	mt
EROFS	Erofs	mt
ESPIPE	Espipe	mt
ESRCH	Esrch	mt
Eax	Eax	mt
Ebp	Ebp	mt
Ebx	Ebx	mt
Ecx	Ecx	mt
Edi	Edi	mt
Edx	Edx	mt
Eflags	Eflags	mt
Eip	Eip	mt
Elf	Elf	mt
Elf32Dyn	Elf32dyn	mt
Elf32Note	Elf32note	mt
Elf32Rel	Elf32rel	mt
Elf32Rela	Elf32rela	mt
Elf32Sym	Elf32sym	mt
ElfHeader	Elfheader	mt
ElfProgramHeader	Elfprogramheader	mt
ElfSectionHeader	Elfsectionheader	mt
EnablePaging	Enablepaging	mt
Enabled	Enabled	mt
EntryNumber	Entrynumber	mt
EqualBytes	Equalbytes	mt
Es	Es	mt
Esi	Esi	mt
Esp	Esp	mt
FPUBuffer	Fpubuffer	mt
FPUOffset	Fpuoffset	mt
Family	Family	mt
FileName	Filename	mt
Fill	Fill	mt
FillRectangle	Fillrectangle	mt
First	First	mt
FirstFree	Firstfree	mt
FirstFreeSize	Firstfreesize	mt
Flags	Flags	mt
FloatingPointException	Floatingpointexception	mt
Flush	Flush	mt
FlushTlsTable	Flushtlstable	mt
Focussable	Focussable	mt
Free	Free	mt
Fs	Fs	mt
GB	Gb	mt
GDT_ENTRIES	Gdtentry	mt
GOT	Got	mt
GPFException	Gpfexception	mt
GatewayIP	Gatewayip	mt
GdtAddressHigh	Gdtaddresshigh	mt
GdtAddressLow	Gdtaddresslow	mt
GdtDescriptor	Gdtdescriptor	mt
GdtEntry	Gdtentry_2	mt
GdtSize	Gdtsize	mt
GetAt	Getat	mt
GetBackend	Getbackend	mt
GetBaseAddressRegister	Getbaseaddressregister	mt
GetBitmaspSize	Getbitmaspsize	mt
GetBytesFromPtr	Getbytesfrompointer	mt
GetCR0	Getcr0	mt
GetCR2	Getcr2	mt
GetCR3	Getcr3	mt
GetCR4	Getcr4	mt
GetColorIndex	Getcolorindex	mt
GetDeviceDescriptor	Getdevicedescriptor	mt
GetDriver	Getdriver	mt
GetESP0	Getesp0	mt
GetEntry	Getentry	mt
GetFileSize	Getfilesize	mt
GetFocus	Getfocus	mt
GetFrameBufferSegment	Getframebuffersegment	mt
GetFuncPtrFromPtr	Getfuncpointerfrompointer	mt
GetFunctionName	Getfunctionname	mt
GetHandler	Gethandler	mt
GetIPAddress	Getipaddress	mt
GetMACAddress	Getmacaddress	mt
GetMACFromCache	Getmacfromcache	mt
GetNextReadyThread	Getnextreadythread	mt
GetNodeAt	Getnodeat	mt
GetProvider	Providerget	mt
GetSS0	Getss0	mt
GetStr	Getstr	mt
GetUint32ArrayFromPtr	Getunsignedinteger32arrayfrompointer	mt
