english	localized	language
a	a	da
access	tilgå	da
ack	ack	da
activate	Aktiver	da
active	Aktiv	da
add	Tilføj	da
addend	addend	da
addr	addr	da
addralign	addralign	da
address	address	da
advanced	Avanceret	da
af	af	da
after	Efter	da
align	Juster	da
aligned	aligned	da
alignment	alignment	da
all	Alle	da
alloc	alloc	da
allocate	allocate	da
allocated	allocated	da
am	am	da
amd	amd	da
amount	Beløb	da
and	og	da
append	append	da
args	args	da
argument	argument	da
arguments	Argumenter	da
arp	arp	da
arp콘솔	arp콘솔	da
array	Tabel	da
assembly	assembly	da
at	at	da
ata	ata	da
atime	atime	da
attachment	attachment	da
attempts	attempts	da
attr	attr	da
attribute	egenskab	da
attributes	Attributter	da
aux	aux	da
avail	avail	da
available	Tilgængelig	da
b	b	da
ba	ba	da
back	Tilbage	da
backend	backend	da
backup	backup	da
bar	Linje	da
base	base	da
be	be	da
bh	bh	da
big	Stor	da
bind	bind	da
bios	bios	da
bit	bit	da
bitmap	bitmap	da
bitmasp	bitmasp	da
bits	bit	da
blksize	blksize	da
block	Blok	da
blocked	blocked	da
blocking	blocking	da
blocks	Blokspil	da
boot	boot	da
bootable	bootable	da
bootloader	bootloader	da
bound	bound	da
bpb	bpb	da
break	break	da
brk	brk	da
broadcast	broadcast	da
buf	buf	da
buffer	buffer	da
buffers	Buffere	da
bufptr	bufptr	da
bus	bus	da
button	Knap	da
buttons	Knapper	da
by	by	da
byte	byte	da
bytes	Byte	da
c	c	da
cache	cache	da
call	call	da
candidate	candidate	da
cap	cap	da
capable	capable	da
card	Kortspil	da
central	central	da
char	char	da
chdir	chdir	da
check	check	da
checked	checked	da
checksum	checksum	da
child	barn	da
chunk	chunk	da
class	Klasse	da
clear	Ryd	da
cloexec	cloexec	da
clone	clone	da
close	Luk	da
cluster	cluster	da
cmp	cmp	da
code	code	da
col	col	da
color	Farve	da
colordepth	colordepth	da
command	Kommando	da
commandport	commandport	da
common	almen	da
component	component	da
connect	Tilslut	da
connected	connected	da
console	console	da
constant	Konstant	da
contains	contains	da
contents	Indhold	da
control	Kontrol	da
controller	controller	da
coordinate	coordinate	da
copies	copies	da
copy	Kopiér	da
count	Antal	da
cow	cow	da
cpu	cpu	da
cpustate	cpustate	da
cpy	cpy	da
cr	cr	da
creat	creat	da
create	create	da
crtc	crtc	da
cs	cs	da
ctime	ctime	da
cur	cur	da
current	Aktive	da
cursor	Markør	da
cylinder	cylinder	da
d	d	da
data	data	da
databuffer	databuffer	da
datagram	datagram	da
dataport	dataport	da
date	Dato	da
deactivate	Deaktiver	da
deactive	deactive	da
debug	Fejlsøgning	da
decrement	decrement	da
default	Standard	da
delete	Slet	da
delta	delta	da
depth	Dybde	da
desc	desc	da
descr	descr	da
description	Beskrivelse	da
descriptor	descriptor	da
descriptors	descriptors	da
descsz	descsz	da
destination	destination	da
destroy	Destruer	da
dev	dev	da
device	Enhed	da
diff	diff	da
digits	digits	da
dir	dir	da
directory	Mappe	da
dirent	dirent	da
disable	Slåfra	da
discard	Kassér	da
disconnect	Afbryd	da
dispatch	dispatch	da
divide	divide	da
divisor	divisor	da
do	do	da
domain	Domæne	da
double	double	da
down	Ned	da
draw	draw	da
drive	drive	da
driver	driver	da
drivercount	drivercount	da
drivers	drivers	da
drv	drv	da
ds	ds	da
dst	dst	da
dstptr	dstptr	da
dup	dup	da
dword	dword	da
dyn	dyn	da
dynamic	Dynamisk	da
e	Ø	da
eacces	eacces	da
eaddrinuse	eaddrinuse	da
eafnosupport	eafnosupport	da
eagain	eagain	da
eax	eax	da
ebadf	ebadf	da
ebp	ebp	da
ebusy	ebusy	da
ebx	ebx	da
echild	echild	da
echo	echo	da
ecx	ecx	da
edi	edi	da
edx	edx	da
eexist	eexist	da
ef	ef	da
efault	efault	da
efbig	efbig	da
eflags	eflags	da
ehsize	ehsize	da
eintr	eintr	da
einval	einval	da
eio	eio	da
eip	eip	da
eisdir	eisdir	da
elf	elf	da
emfile	emfile	da
empty	Tom	da
emsgsize	emsgsize	da
enable	Aktiver	da
enabled	Aktiveret	da
end	Slutningen	da
enetunreach	enetunreach	da
enfile	enfile	da
enodev	enodev	da
enoent	enoent	da
enoexec	enoexec	da
enomem	enomem	da
enospc	enospc	da
enosys	enosys	da
enotconn	enotconn	da
enotdir	enotdir	da
enotty	enotty	da
ensure	ensure	da
entries	entries	da
entry	emne	da
entrypoint	entrypoint	da
entsize	entsize	da
environment	environment	da
eopnotsupp	eopnotsupp	da
eperm	eperm	da
ephemeral	ephemeral	da
eprotonosupport	eprotonosupport	da
equal	equal	da
erange	erange	da
erofs	erofs	da
err	err	da
