original	before	after	review_status	concept	changed_tokens
Activate	Aktiver	Aktiver	existing-unreviewed		0
ActivateAll	AktiverAlle	AktiverAlle	existing-unreviewed		0
Active	Aktiv	Aktiv	existing-unreviewed		0
ActiveInterruptManager	Aktivinterruptmanager	Aktivinterruptmanager	existing-unreviewed		0
ActiveMemoryManager	AktivHukommelsemanager	AktivHukommelsemanager	existing-unreviewed		0
Add	Tilføj	Tilføj	existing-unreviewed		0
AddDriver	Tilføjdriver	Tilføjdriver	existing-unreviewed		0
AddRunnableThread	Tilføjrunnablethread	Tilføjrunnablethread	existing-unreviewed		0
AddTask	TilføjOpgave	TilføjOpgave	existing-unreviewed		0
AddThread	Tilføjthread	Tilføjthread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBlok	AllocateBlok	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	BeløbafHukommelse	BeløbafHukommelse	existing-unreviewed		0
ArrayToUint16	Tabeltounsignedinteger16	Tabeltounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Tabeltounsignedinteger32	Tabeltounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Tabeltounsignedinteger48	Tabeltounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Tabeltounsignedinteger48be	Tabeltounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Tabeltounsignedinteger64	Tabeltounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blokperbyte	Blokperbyte	existing-unreviewed		0
BLOCK_SIZE	BlokStørrelse	BlokStørrelse	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedStatus	BlockedStatus	existing-unreviewed		0
Blocks	Blok	Blok	existing-unreviewed		0
BoundRangeExceeded	BoundIntervalexceeded	BoundIntervalexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bytepersector	Bytepersector	existing-unreviewed		0
BytesToString	BytetoStreng	BytetoStreng	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Ryd	Ryd	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneaddressMellemrumcow	CloneaddressMellemrumcow	existing-unreviewed		0
Connect	Tilslut	Tilslut	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	KopiérSideRammeBlok	KopiérSideRammeBlok	existing-unreviewed		0
CpuState	CpuStatus	CpuStatus	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createfradata	Createfradata	existing-unreviewed		0
CreateFromFunction	CreatefraFunktion	CreatefraFunktion	existing-unreviewed		0
CreatePtrFromFunction	CreateMarkørfraFunktion	CreateMarkørfraFunktion	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	Aktivepid	Aktivepid	existing-unreviewed		0
CurrentParentPID	Aktiveforælderpid	Aktiveforælderpid	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Deaktiver	Deaktiver	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Slet	Slet	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	Descriptortype	Descriptortype	existing-unreviewed		0
Destroy	Destruer	Destruer	existing-unreviewed		0
Dev	Enhed	Enhed	existing-unreviewed		0
DeviceHasFunctions	EnhedhasFunktioner	EnhedhasFunktioner	existing-unreviewed		0
DeviceNotAvailable	EnhedIkkeTilgængelig	EnhedIkkeTilgængelig	existing-unreviewed		0
Device_id	Enhedid	Enhedid	existing-unreviewed		0
DisableInt	SlåfraHeltal	SlåfraHeltal	existing-unreviewed		0
Disconnect	Afbryd	Afbryd	existing-unreviewed		0
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed		0
DoHandleInterrupt	DoHåndtaginterrupt	DoHåndtaginterrupt	existing-unreviewed		0
DoubleFault	Doublefault	Doublefault	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	Drivermanager	Drivermanager	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	Dynamisk	Dynamisk	existing-unreviewed		0
E2BIG	E2Stor	E2Stor	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed		0
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed		0
EAGAIN	Eagain	Eagain	existing-unreviewed		0
EBADF	Ebadf	Ebadf	existing-unreviewed		0
EBUSY	Ebusy	Ebusy	existing-unreviewed		0
ECHILD	Echild	Echild	existing-unreviewed		0
EEXIST	Eexist	Eexist	existing-unreviewed		0
EFAULT	Efault	Efault	existing-unreviewed		0
EFBIG	Efbig	Efbig	existing-unreviewed		0
EINTR	Eintr	Eintr	existing-unreviewed		0
EINVAL	Einval	Einval	existing-unreviewed		0
EIO	Eio	Eio	existing-unreviewed		0
EISDIR	Eisdir	Eisdir	existing-unreviewed		0
EMFILE	Emfile	Emfile	existing-unreviewed		0
EMSGSIZE	Emsgsize	Emsgsize	existing-unreviewed		0
ENETUNREACH	Enetunreach	Enetunreach	existing-unreviewed		0
ENFILE	Enfile	Enfile	existing-unreviewed		0
ENODEV	Enodev	Enodev	existing-unreviewed		0
ENOENT	Enoent	Enoent	existing-unreviewed		0
ENOEXEC	Enoexec	Enoexec	existing-unreviewed		0
ENOMEM	Enomem	Enomem	existing-unreviewed		0
ENOSPC	Enospc	Enospc	existing-unreviewed		0
ENOSYS	Enosys	Enosys	existing-unreviewed		0
ENOTCONN	Enotconn	Enotconn	existing-unreviewed		0
ENOTDIR	Enotdir	Enotdir	existing-unreviewed		0
ENOTTY	Enotty	Enotty	existing-unreviewed		0
EOPNOTSUPP	Eopnotsupp	Eopnotsupp	existing-unreviewed		0
EPERM	Eperm	Eperm	existing-unreviewed		0
EPROTONOSUPPORT	Eprotonosupport	Eprotonosupport	existing-unreviewed		0
ERANGE	Erange	Erange	existing-unreviewed		0
EROFS	Erofs	Erofs	existing-unreviewed		0
ESPIPE	Espipe	Espipe	existing-unreviewed		0
ESRCH	Esrch	Esrch	existing-unreviewed		0
Eax	Eax	Eax	existing-unreviewed		0
Ebp	Ebp	Ebp	existing-unreviewed		0
Ebx	Ebx	Ebx	existing-unreviewed		0
Ecx	Ecx	Ecx	existing-unreviewed		0
Edi	Edi	Edi	existing-unreviewed		0
Edx	Edx	Edx	existing-unreviewed		0
Eflags	Eflags	Eflags	existing-unreviewed		0
Eip	Eip	Eip	existing-unreviewed		0
Elf	Elf	Elf	existing-unreviewed		0
Elf32Dyn	Elf32dyn	Elf32dyn	existing-unreviewed		0
Elf32Note	Elf32note	Elf32note	existing-unreviewed		0
Elf32Rel	Elf32rel	Elf32rel	existing-unreviewed		0
Elf32Rela	Elf32rela	Elf32rela	existing-unreviewed		0
Elf32Sym	Elf32sym	Elf32sym	existing-unreviewed		0
ElfHeader	Elfheader	Elfheader	existing-unreviewed		0
ElfProgramHeader	Elfprogramheader	Elfprogramheader	existing-unreviewed		0
ElfSectionHeader	Elfsectionheader	Elfsectionheader	existing-unreviewed		0
