원래경로	변환경로
src/amd_am79c973/amd_am79c973.go	src/amdam79c973/amdam79c973.go
src/arp/arp.go	src/arp/arp.go
src/common/memoperations.go	src/yhteinen/muistioperation.go
src/common/type.go	src/yhteinen/tyyppi.go
src/console/console.go	src/konsoli/konsoli.go
src/console/console.s	src/konsoli/konsoli.s
src/drivers/ata/ata.go	src/driver/ata/ata.go
src/drivers/driver/driver.go	src/driver/driver/driver.go
src/drivers/keyboard/keyboard.go	src/driver/näppäimistö/näppäimistö.go
src/drivers/mouse/mouse.go	src/driver/osoitinlaite/osoitinlaite.go
src/drivers/timer/timer.go	src/driver/timer/timer.go
src/etherframe/etherframe.go	src/jaetun_siirtotien_verkkokehys/jaetun_siirtotien_verkkokehys.go
src/filesystem/elf/elf.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/suoritettava_ja_linkitettävä_muoto.go
src/filesystem/elf/elfheader.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/elfheader.go
src/filesystem/elf/elfsection.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/elfsection.go
src/filesystem/elf/linkmap.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/linkkimap.go
src/filesystem/fat/fat.go	src/tiedostoJärjestelmä/fat/fat.go
src/filesystem/msdospart/msdospart.go	src/tiedostoJärjestelmä/msdospartition/msdospartition.go
src/gate/gate.go	src/gate/gate.go
src/gate/gate.s	src/gate/gate.s
src/gate/gate_amd64.go	src/gate/gateamd64.go
src/gate/gate_amd64.s	src/gate/gateamd64.s
src/gdt/gdt.go	src/gdt/gdt.go
src/gdt/gdt.s	src/gdt/gdt.s
src/icmp/icmp.go	src/verkkojen_ohjausviestien_yhteyskäytäntö/verkkojen_ohjausviestien_yhteyskäytäntö.go
src/interrupt/interrupt.go	src/keskeytys/keskeytys.go
src/interrupt/interrupt.s	src/keskeytys/keskeytys.s
src/ipv4/ipv4.go	src/verkkojen_yhdyskäytäntö_4/verkkojen_yhdyskäytäntö_4.go
src/memorymanager/memorymanager.go	src/muistimanager/muistimanager.go
src/multitasking/multi.s	src/multitasking/multi.s
src/multitasking/multitasking.go	src/multitasking/multitasking.go
src/paging/paging.go	src/paging/paging.go
src/paging/paging.s	src/paging/paging.s
src/pci/pci.go	src/pci/pci.go
src/phymem/phymem.go	src/physicalMuisti/physicalMuisti.go
src/port/port.go	src/portti/portti.go
src/port/port.s	src/portti/portti.s
src/systemcall/systemcall.go	src/järjestelmäcall/järjestelmäcall.go
src/systemcall/systemcall.s	src/järjestelmäcall/järjestelmäcall.s
src/tasking/process/process.go	src/tasking/prosessi/prosessi.go
src/tasking/scheduler/scheduler.go	src/tasking/scheduler/scheduler.go
src/tasking/scheduler/scheduler.s	src/tasking/scheduler/scheduler.s
src/tasking/thread/thread.go	src/tasking/thread/thread.go
src/tasking/tss/tss.go	src/tasking/tss/tss.go
src/tasking/tss/tss.s	src/tasking/tss/tss.s
src/text_mode/text_mode.go	src/tekstiTILA/tekstiTILA.go
src/udp/udp.go	src/käyttäjän_tietosähkeiden_yhteyskäytäntö/käyttäjän_tietosähkeiden_yhteyskäytäntö.go
src/util/array/array.go	src/util/taulukko/taulukko.go
src/util/list/list.go	src/util/listaa/listaa.go
src/util/util.go	src/util/util.go
src/vga/vga.go	src/vga/vga.go
src/virtmem/virtmem.go	src/virtuaalinenMuisti/virtuaalinenMuisti.go
src/widget/widget.go	src/näyttöelementti/näyttöelementti.go
main.go	pää.go
main.s	pää.s
asm/constants.inc	koneen_käynnistys/vakio.inc
asm/gdt.inc	koneen_käynnistys/gdt.inc
asm/go_asm_offsets.inc	koneen_käynnistys/goasmoffset.inc
asm/multiboot_header.s	koneen_käynnistys/multibootheader.s
asm/rt0.s	koneen_käynnistys/rt0.s
