before	after
asm/gdt.inc	koneen_käynnistys/gdt.inc
asm/goasmoffset.inc	koneen_käynnistys/goasmoffset.inc
asm/multibootheader.s	koneen_käynnistys/multibootheader.s
asm/rt0.s	koneen_käynnistys/rt0.s
asm/vakio.inc	koneen_käynnistys/vakio.inc
go.sh	käännä_ydin.sh
linker.ld	linkitysasettelu.ld
src/driver/hiiri/hiiri.go	src/driver/osoitinlaite/osoitinlaite.go
src/ethernetKehys/ethernetKehys.go	src/jaetun_siirtotien_verkkokehys/jaetun_siirtotien_verkkokehys.go
src/icmp/icmp.go	src/verkkojen_ohjausviestien_yhteyskäytäntö/verkkojen_ohjausviestien_yhteyskäytäntö.go
src/ikkunaelementti/ikkunaelementti.go	src/näyttöelementti/näyttöelementti.go
src/ipv4/ipv4.go	src/verkkojen_yhdyskäytäntö_4/verkkojen_yhdyskäytäntö_4.go
src/tiedostoJärjestelmä/elf/elf.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/suoritettava_ja_linkitettävä_muoto.go
src/tiedostoJärjestelmä/elf/elfheader.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/elfheader.go
src/tiedostoJärjestelmä/elf/elfsection.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/elfsection.go
src/tiedostoJärjestelmä/elf/linkkimap.go	src/tiedostoJärjestelmä/suoritettava_ja_linkitettävä_muoto/linkkimap.go
src/udp/udp.go	src/käyttäjän_tietosähkeiden_yhteyskäytäntö/käyttäjän_tietosähkeiden_yhteyskäytäntö.go
tools/decode-virtualbox-log.sh	työkalut/tulkitse_sarjaloki.sh
tools/offsets.go	työkalut/rakenteen_siirtymät.go
userland/posix/Makefile	käyttäjätila/posix/Makefile
userland/posix/TEST_RESULTS.md	käyttäjätila/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	käyttäjätila/posix/esittelyt/arpa/inet.h
userland/posix/include/engos/syscall.h	käyttäjätila/posix/esittelyt/engos/syscall.h
userland/posix/include/errno.h	käyttäjätila/posix/esittelyt/errno.h
userland/posix/include/fcntl.h	käyttäjätila/posix/esittelyt/fcntl.h
userland/posix/include/netinet/in.h	käyttäjätila/posix/esittelyt/netinet/in.h
userland/posix/include/stddef.h	käyttäjätila/posix/esittelyt/stddef.h
userland/posix/include/stdint.h	käyttäjätila/posix/esittelyt/stdint.h
userland/posix/include/sys/socket.h	käyttäjätila/posix/esittelyt/sys/socket.h
userland/posix/include/sys/stat.h	käyttäjätila/posix/esittelyt/sys/stat.h
userland/posix/include/sys/types.h	käyttäjätila/posix/esittelyt/sys/types.h
userland/posix/include/sys/utsname.h	käyttäjätila/posix/esittelyt/sys/utsname.h
userland/posix/include/sys/wait.h	käyttäjätila/posix/esittelyt/sys/wait.h
userland/posix/include/unistd.h	käyttäjätila/posix/esittelyt/unistd.h
userland/posix/linker.ld	käyttäjätila/posix/linkitysasettelu.ld
userland/posix/src/crt0.S	käyttäjätila/posix/toteutus/käynnistys.S
userland/posix/src/errno.c	käyttäjätila/posix/toteutus/virhenumero.c
userland/posix/src/fcntl.c	käyttäjätila/posix/toteutus/tiedoston_ohjaus.c
userland/posix/src/socket.c	käyttäjätila/posix/toteutus/socket.c
userland/posix/src/stat.c	käyttäjätila/posix/toteutus/tiedoston_tila.c
userland/posix/src/syscall.S	käyttäjätila/posix/toteutus/järjestelmäkutsu.S
userland/posix/src/unistd.c	käyttäjätila/posix/toteutus/unistd.c
userland/posix/tests/compile.c	käyttäjätila/posix/testit/compile.c
userland/posix/tests/exec_runtime.c	käyttäjätila/posix/testit/exec_runtime.c
userland/posix/tests/exec_target.c	käyttäjätila/posix/testit/exec_target.c
userland/posix/tests/fork_runtime.c	käyttäjätila/posix/testit/fork_runtime.c
userland/posix/tests/heap_runtime.c	käyttäjätila/posix/testit/heap_runtime.c
userland/posix/tests/runtime.c	käyttäjätila/posix/testit/runtime.c
userland/posix/tests/socket_runtime.c	käyttäjätila/posix/testit/socket_runtime.c
userland/posix/tests/stdin_runtime.c	käyttäjätila/posix/testit/stdin_runtime.c
