english	localized	language
a	a	to
access	access	to
ack	ack	to
activate	activate	to
active	active	to
add	add	to
addend	addend	to
addr	addr	to
addralign	addralign	to
address	address	to
advanced	advanced	to
af	af	to
after	after	to
align	align	to
aligned	aligned	to
alignment	alignment	to
all	all	to
alloc	alloc	to
allocate	allocate	to
allocated	allocated	to
am	am	to
amd	amd	to
amount	amount	to
and	and	to
append	append	to
args	args	to
argument	argument	to
arguments	arguments	to
arp	arp	to
arp콘솔	arp콘솔	to
array	array	to
assembly	assembly	to
at	at	to
ata	ata	to
atime	atime	to
attachment	attachment	to
attempts	attempts	to
attr	attr	to
attribute	attribute	to
attributes	attributes	to
aux	aux	to
avail	avail	to
available	available	to
b	b	to
ba	ba	to
back	back	to
backend	backend	to
backup	backup	to
bar	bar	to
base	base	to
be	be	to
bh	bh	to
big	big	to
bind	bind	to
bios	bios	to
bit	bit	to
bitmap	bitmap	to
bitmasp	bitmasp	to
bits	bits	to
blksize	blksize	to
block	block	to
blocked	blocked	to
blocking	blocking	to
blocks	blocks	to
boot	boot	to
bootable	bootable	to
bootloader	bootloader	to
bound	bound	to
bpb	bpb	to
break	break	to
brk	brk	to
broadcast	broadcast	to
buf	buf	to
buffer	buffer	to
buffers	buffers	to
bufptr	bufptr	to
bus	bus	to
button	button	to
buttons	buttons	to
by	by	to
byte	byte	to
bytes	bytes	to
c	c	to
cache	cache	to
call	call	to
candidate	candidate	to
cap	cap	to
capable	capable	to
card	card	to
central	central	to
char	char	to
chdir	chdir	to
check	check	to
checked	checked	to
checksum	checksum	to
child	child	to
chunk	chunk	to
class	class	to
clear	clear	to
cloexec	cloexec	to
clone	clone	to
close	close	to
cluster	cluster	to
cmp	cmp	to
code	code	to
col	col	to
color	color	to
colordepth	colordepth	to
command	command	to
commandport	commandport	to
common	common	to
component	component	to
connect	connect	to
connected	connected	to
console	console	to
constant	constant	to
contains	contains	to
contents	contents	to
control	control	to
controller	controller	to
coordinate	coordinate	to
copies	copies	to
copy	copy	to
count	count	to
cow	cow	to
cpu	cpu	to
cpustate	cpustate	to
cpy	cpy	to
cr	cr	to
creat	creat	to
create	create	to
crtc	crtc	to
cs	cs	to
ctime	ctime	to
