standard_identifier	native_identifier	category	status
AF_INET	código_da_família_de_endereços_entre_redes	network-declaration	project-proposal
AF_UNSPEC	família_de_endereços_não_especificada	network-declaration	project-proposal
CHAR_BIT	CHAR_BIT	integer-limit	pending-language-review
CHAR_MAX	CHAR_MAX	integer-limit	pending-language-review
CHAR_MIN	CHAR_MIN	integer-limit	pending-language-review
CHECK	CHECK	variable	pending-language-review
E2BIG	E2BIG	error-code	pending-language-review
EACCES	EACCES	error-code	pending-language-review
EADDRINUSE	EADDRINUSE	error-code	pending-language-review
EAFNOSUPPORT	EAFNOSUPPORT	error-code	pending-language-review
EAGAIN	EAGAIN	error-code	pending-language-review
EBADF	EBADF	error-code	pending-language-review
EBUSY	EBUSY	error-code	pending-language-review
ECHILD	ECHILD	error-code	pending-language-review
EEXIST	EEXIST	error-code	pending-language-review
EFAULT	EFAULT	error-code	pending-language-review
EFBIG	EFBIG	error-code	pending-language-review
EINTR	EINTR	error-code	pending-language-review
EINVAL	EINVAL	error-code	pending-language-review
EIO	EIO	error-code	pending-language-review
EISDIR	EISDIR	error-code	pending-language-review
EMFILE	EMFILE	error-code	pending-language-review
EMSGSIZE	EMSGSIZE	error-code	pending-language-review
ENETUNREACH	ENETUNREACH	error-code	pending-language-review
ENFILE	ENFILE	error-code	pending-language-review
ENODEV	ENODEV	error-code	pending-language-review
ENOENT	ENOENT	error-code	pending-language-review
ENOEXEC	ENOEXEC	error-code	pending-language-review
ENOMEM	ENOMEM	error-code	pending-language-review
ENOSPC	ENOSPC	error-code	pending-language-review
ENOSYS	ENOSYS	error-code	pending-language-review
ENOTCONN	ENOTCONN	error-code	pending-language-review
ENOTDIR	ENOTDIR	error-code	pending-language-review
ENOTTY	ENOTTY	error-code	pending-language-review
EOPNOTSUPP	EOPNOTSUPP	error-code	pending-language-review
EPERM	EPERM	error-code	pending-language-review
EPROTONOSUPPORT	EPROTONOSUPPORT	error-code	pending-language-review
ERANGE	ERANGE	error-code	pending-language-review
EROFS	EROFS	error-code	pending-language-review
ESPIPE	ESPIPE	error-code	pending-language-review
ESRCH	ESRCH	error-code	pending-language-review
EXIT_FAILURE	EXIT_FAILURE	interface-constant	pending-language-review
EXIT_SUCCESS	EXIT_SUCCESS	interface-constant	pending-language-review
FD_CLOEXEC	FD_CLOEXEC	interface-constant	pending-language-review
F_DUPFD	F_DUPFD	interface-constant	pending-language-review
F_GETFD	F_GETFD	interface-constant	pending-language-review
F_GETFL	F_GETFL	interface-constant	pending-language-review
F_OK	F_OK	interface-constant	pending-language-review
F_SETFD	F_SETFD	interface-constant	pending-language-review
F_SETFL	F_SETFL	interface-constant	pending-language-review
INADDR_ANY	qualquer_endereço_local	network-declaration	project-proposal
INADDR_LOOPBACK	endereço_de_retorno_local	network-declaration	project-proposal
INT_MAX	INT_MAX	integer-limit	pending-language-review
INT_MIN	INT_MIN	integer-limit	pending-language-review
IPPROTO_IP	protocolo_básico_entre_redes	network-declaration	project-proposal
IPPROTO_UDP	protocolo_de_datagramas_do_utilizador	network-declaration	project-proposal
LLONG_MAX	LLONG_MAX	integer-limit	pending-language-review
LLONG_MIN	LLONG_MIN	integer-limit	pending-language-review
LONG_MAX	LONG_MAX	integer-limit	pending-language-review
LONG_MIN	LONG_MIN	integer-limit	pending-language-review
NULL	NULL	interface-constant	pending-language-review
O_ACCMODE	O_ACCMODE	interface-constant	pending-language-review
O_APPEND	O_APPEND	interface-constant	pending-language-review
O_CREAT	O_CREAT	interface-constant	pending-language-review
O_DIRECTORY	O_DIRECTORY	interface-constant	pending-language-review
O_EXCL	O_EXCL	interface-constant	pending-language-review
O_RDONLY	O_RDONLY	interface-constant	pending-language-review
O_RDWR	O_RDWR	interface-constant	pending-language-review
O_TRUNC	O_TRUNC	interface-constant	pending-language-review
O_WRONLY	O_WRONLY	interface-constant	pending-language-review
PF_INET	família_de_protocolos_entre_redes	network-declaration	project-proposal
R_OK	R_OK	interface-constant	pending-language-review
SC0	SC0	implementation-helper	pending-language-review
SC1	SC1	implementation-helper	pending-language-review
SC2	SC2	implementation-helper	pending-language-review
SC3	SC3	implementation-helper	pending-language-review
SCHAR_MAX	SCHAR_MAX	integer-limit	pending-language-review
SCHAR_MIN	SCHAR_MIN	integer-limit	pending-language-review
SC_accept	SC_aceitar_ligação	internal-name	derived-from-call-role
SC_bind	SC_associar_endereço_local	internal-name	derived-from-call-role
SC_connect	SC_ligar_ao_extremo_remoto	internal-name	derived-from-call-role
SC_getpeername	SC_obter_endereço_do_extremo_remoto	internal-name	derived-from-call-role
SC_getsockname	SC_obter_endereço_do_extremo_local	internal-name	derived-from-call-role
SC_listen	SC_preparar_receção_de_ligações	internal-name	derived-from-call-role
SC_recv	SC_receber	internal-name	derived-from-call-role
SC_recvfrom	SC_receber_com_endereço_de_origem	internal-name	derived-from-call-role
SC_send	SC_enviar	internal-name	derived-from-call-role
SC_sendto	SC_enviar_para_destino	internal-name	derived-from-call-role
SC_setsockopt	SC_definir_opção_do_extremo	internal-name	derived-from-call-role
SC_shutdown	SC_fechar_sentido_de_comunicação	internal-name	derived-from-call-role
SC_socket	SC_criar_extremo_de_comunicação	internal-name	derived-from-call-role
SEEK_CUR	SEEK_CUR	interface-constant	pending-language-review
SEEK_END	SEEK_END	interface-constant	pending-language-review
SEEK_SET	SEEK_SET	interface-constant	pending-language-review
SHRT_MAX	SHRT_MAX	integer-limit	pending-language-review
SHRT_MIN	SHRT_MIN	integer-limit	pending-language-review
SHUT_RD	parar_receção	network-declaration	project-proposal
SHUT_RDWR	parar_ambos_os_sentidos	network-declaration	project-proposal
SHUT_WR	parar_envio	network-declaration	project-proposal
SOCK_DGRAM	extremo_de_datagramas	network-declaration	project-proposal
SOCK_STREAM	extremo_de_fluxo_de_dados	network-declaration	project-proposal
STDERR_FILENO	STDERR_FILENO	interface-constant	pending-language-review
STDIN_FILENO	STDIN_FILENO	interface-constant	pending-language-review
STDOUT_FILENO	STDOUT_FILENO	interface-constant	pending-language-review
SYS_access	SYS_verificar_permissões_de_acesso	internal-name	derived-from-call-role
SYS_brk	SYS_definir_fim_da_memória_dinâmica	internal-name	derived-from-call-role
SYS_chdir	SYS_mudar_diretório_de_trabalho	internal-name	derived-from-call-role
SYS_close	SYS_fechar	internal-name	derived-from-call-role
SYS_creat	SYS_criar_ficheiro	internal-name	derived-from-call-role
SYS_dup	SYS_duplicar_referência_de_ficheiro_aberto	internal-name	derived-from-call-role
SYS_dup2	SYS_duplicar_referência_para_número_indicado	internal-name	derived-from-call-role
SYS_execve	SYS_substituir_programa_em_execução	internal-name	derived-from-call-role
SYS_exit	SYS_terminar_imediatamente	internal-name	derived-from-call-role
SYS_fcntl	SYS_controlar_ficheiro	internal-name	derived-from-call-role
SYS_fork	SYS_bifurcar_processo	internal-name	derived-from-call-role
SYS_fstat	SYS_obter_estado_do_ficheiro_aberto	internal-name	derived-from-call-role
SYS_fsync	SYS_sincronizar_dados_do_ficheiro	internal-name	derived-from-call-role
SYS_getcwd	SYS_obter_caminho_do_diretório_de_trabalho	internal-name	derived-from-call-role
SYS_getegid	SYS_obter_identificador_efetivo_do_grupo	internal-name	derived-from-call-role
SYS_geteuid	SYS_obter_identificador_efetivo_do_utilizador	internal-name	derived-from-call-role
SYS_getgid	SYS_obter_identificador_do_grupo	internal-name	derived-from-call-role
SYS_getpid	SYS_obter_identificador_do_processo	internal-name	derived-from-call-role
SYS_getppid	SYS_obter_identificador_do_processo_pai	internal-name	derived-from-call-role
SYS_getuid	SYS_obter_identificador_do_utilizador	internal-name	derived-from-call-role
SYS_lseek	SYS_mover_posição_do_ficheiro	internal-name	derived-from-call-role
SYS_lstat	SYS_obter_estado_da_ligação_em_si	internal-name	derived-from-call-role
SYS_open	SYS_abrir	internal-name	derived-from-call-role
SYS_read	SYS_ler	internal-name	derived-from-call-role
SYS_socketcall	SYS_socketcall	implementation-helper	pending-language-review
SYS_stat	SYS_estado_do_ficheiro	internal-name	derived-from-call-role
SYS_sync	SYS_sincronizar_todos_os_dados	internal-name	derived-from-call-role
SYS_uname	SYS_obter_informações_do_sistema	internal-name	derived-from-call-role
SYS_write	SYS_escrever	internal-name	derived-from-call-role
S_IFCHR	S_IFCHR	interface-constant	pending-language-review
S_IFDIR	S_IFDIR	interface-constant	pending-language-review
S_IFMT	S_IFMT	interface-constant	pending-language-review
