original	localized	language
Activate	M활성화	ko-KR
ActivateAll	M모두활성화	ko-KR
Active	M개입중단활성화	ko-KR
ActiveInterruptManager	A활성개입중단관리자	ko-KR
ActiveMemoryManager	A활성기억공간관리자	ko-KR
Add	M자료추가	ko-KR
AddDriver	M구동기추가	ko-KR
AddRunnableThread	F실행가능흐름추가	ko-KR
AddTask	M작업추가	ko-KR
AddThread	M실행흐름추가	ko-KR
Address	A주소	ko-KR
AlignedMalloc	M기억쪽경계맞춰할당	ko-KR
AlignmentCheck	C정렬검사예외	ko-KR
AllocateBlock	M구획할당	ko-KR
AllocatePID	F과정식별자할당	ko-KR
AmountOfMemory	M전체기억공간크기가져오기	ko-KR
ArrayToUint16	F높은바이트우선배열을정수16으로변환	ko-KR
ArrayToUint32	F높은바이트우선배열을정수32로변환	ko-KR
ArrayToUint48	F높은바이트우선배열을정수48로변환	ko-KR
ArrayToUint48_BE	F낮은바이트우선배열을정수48로변환	ko-KR
ArrayToUint64	F높은바이트우선배열을정수64로변환	ko-KR
Atime	V접근시각	ko-KR
AtimeNsec	V접근시각나노초	ko-KR
BLOCKS_PER_BYTE	C바이트당사용표시수	ko-KR
BLOCK_SIZE	B구획크기	ko-KR
Backend	B후단부	ko-KR
BaseAddr	B기준주소	ko-KR
Bind	M결합	ko-KR
Blksize	V구획바이트크기	ko-KR
Blocked	B차단됨	ko-KR
BlockedState	B차단됨상태	ko-KR
Blocks	B구획	ko-KR
BoundRangeExceeded	C범위초과예외	ko-KR
BroadcastMacAddress	M매체주소방송	ko-KR
BytesPerSector	C저장구역당바이트수	ko-KR
BytesToString	F바이트열을문자열로변환	ko-KR
Checksum	M검사합계산	ko-KR
Clear	M서술자지우기	ko-KR
Clone	M연결대응표복제	ko-KR
CloneAddressSpaceCOW	F쓰기시복사주소공간복제	ko-KR
Connect	M연결	ko-KR
ContainsCoordinate	M좌표포함여부확인	ko-KR
CopyPageFrameBlock	F주소공간사이에물리기억쪽복사	ko-KR
CpuState	C중앙처리장치상태	ko-KR
Create	M실행과정생성	ko-KR
CreateFromData	M저장상태에서실행과정생성	ko-KR
CreateFromFunction	M함수에서실행흐름생성	ko-KR
CreatePtrFromFunction	M함수에서실행흐름주소생성	ko-KR
Cs	Cs	ko-KR
Ctime	V상태변경시각	ko-KR
CtimeNsec	V상태변경시각나노초	ko-KR
CurrentPID	F현재과정식별자가져오기	ko-KR
CurrentParentPID	F현재부모과정식별자가져오기	ko-KR
Data	Data	ko-KR
Deactivate	M비활성화	ko-KR
Deactive	M개입중단비활성화	ko-KR
Decrement	M참조횟수줄이기	ko-KR
Delete	F기억공간해제	ko-KR
DescriptorPrivilegeLevel	D서술자privilegelevel	ko-KR
DescriptorType	D서술자종류	ko-KR
Destroy	M등록해제	ko-KR
Dev	D장치	ko-KR
DeviceHasFunctions	M다기능장치인지확인	ko-KR
DeviceNotAvailable	C장치사용불가예외	ko-KR
Device_id	D장치식별자	ko-KR
DisableInt	F개입중단허용해제	ko-KR
Disconnect	M연결해제	ko-KR
DivideByZero	C영으로나눔예외	ko-KR
DoHandleInterrupt	M개입중단분배	ko-KR
DoubleFault	C이중결함예외	ko-KR
Draw	M화면요소그리기	ko-KR
DriverManager	D구동기관리자	ko-KR
Ds	Ds	ko-KR
Dynamic	D동적	ko-KR
E2BIG	C오류_인자과다	ko-KR
EACCES	C오류_접근거부	ko-KR
EADDRINUSE	C오류_주소사용중	ko-KR
EAFNOSUPPORT	C오류_지원하지않는주소체계	ko-KR
EAGAIN	C오류_재시도필요	ko-KR
EBADF	C오류_잘못된파일서술자	ko-KR
EBUSY	C오류_사용중	ko-KR
ECHILD	C오류_자식과정없음	ko-KR
EEXIST	C오류_이미존재	ko-KR
EFAULT	C오류_잘못된주소	ko-KR
EFBIG	C오류_파일크기한도초과	ko-KR
EINTR	C오류_개입중단됨	ko-KR
EINVAL	C오류_잘못된인자	ko-KR
EIO	C오류_입출력실패	ko-KR
EISDIR	C오류_폴더임	ko-KR
EMFILE	C오류_과정파일한도초과	ko-KR
EMSGSIZE	C오류_전문크기초과	ko-KR
ENETUNREACH	C오류_통신망도달불가	ko-KR
ENFILE	C오류_체계파일한도초과	ko-KR
ENODEV	C오류_장치없음	ko-KR
ENOENT	C오류_경로없음	ko-KR
