english	localized	source	evidence_count
a	a	fallback-English	0
access	piekļūt	gettext	5
ack	ack	fallback-English	0
activate	Aktivizēt	gettext	3
active	Aktīvs	gettext	2
add	Pievienot	gettext	30
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	Paplašināti	gettext	13
af	af	fallback-English	0
after	after	fallback-English	0
align	Līdzināt	gettext	6
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	Visi	gettext	1
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	Apjoms	gettext	1
and	and	fallback-English	0
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	Parametri	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	Masīvs	gettext	5
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	atribūts	gettext	5
attributes	Atribūti	gettext	1
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	Pieejams	gettext	7
b	b	fallback-English	0
ba	ba	fallback-English	0
back	Atpakaļ	gettext	16
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	Josla	gettext	2
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	biti	gettext	1
blksize	blksize	fallback-English	0
block	Bloks	gettext	5
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	blocks	fallback-English	0
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	Buferi	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	Pogas	gettext	1
buttons	buttons	fallback-English	0
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	Baiti	gettext	6
c	c	fallback-English	0
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	card	fallback-English	0
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	bērns	gettext	5
chunk	chunk	fallback-English	0
class	Klase	gettext	6
clear	Notīrīt	gettext	13
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	Aizvērt	gettext	25
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	Krāsa	gettext	2
colordepth	colordepth	fallback-English	0
command	Komanda	gettext	21
commandport	commandport	fallback-English	0
common	kopējie	gettext	5
component	component	fallback-English	0
connect	Savienoties	gettext	5
connected	connected	fallback-English	0
console	console	fallback-English	0
constant	Konstants	gettext	2
contains	contains	fallback-English	0
contents	Saturs	gettext	44
control	Ctrl	gettext	1
controller	controller	fallback-English	0
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	Kopēt	gettext	31
count	count	fallback-English	0
cow	cow	fallback-English	0
cpu	cpu	fallback-English	0
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	create	fallback-English	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	Pašreizējais	gettext	5
cursor	cursor	fallback-English	0
cylinder	cylinder	fallback-English	0
d	d	fallback-English	0
data	data	fallback-English	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	Datums	gettext	13
deactivate	Deaktivizēt	gettext	3
deactive	deactive	fallback-English	0
debug	Atkļūdot	gettext	10
decrement	decrement	fallback-English	0
default	Noklusētais	gettext	16
delete	Dzēst	gettext	27
delta	delta	fallback-English	0
depth	depth	fallback-English	0
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	Apraksts	gettext	24
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	Mērķis	gettext	10
destroy	Iznīcināt	gettext	1
dev	dev	fallback-English	0
device	Ierīce	gettext	13
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	dir	fallback-English	0
directory	Mape	gettext	10
dirent	dirent	fallback-English	0
disable	Izslēgt	gettext	1
discard	Izmest	gettext	1
disconnect	Atvienoties	gettext	6
dispatch	dispatch	fallback-English	0
divide	divide	fallback-English	0
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	Domēns	gettext	5
double	double	fallback-English	0
down	Lejup	gettext	1
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	driver	fallback-English	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	dynamic	fallback-English	0
e	A	gettext	1
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	Tukšs	gettext	12
emsgsize	emsgsize	fallback-English	0
enable	Ieslēgt	gettext	1
enabled	ieslēgt	gettext	1
end	Beigas	gettext	1
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	ieraksts	gettext	5
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	Vienāds	gettext	1
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	err	fallback-English	0
error	Kļūda	gettext	12
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	ethernet	fallback-English	0
event	Notikums	gettext	1
events	events	fallback-English	0
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	Izpildīt	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	Iziet	gettext	2
exited	exited	fallback-English	0
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	S	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
