english	localized	source	evidence_count
a	a	fallback-English	0
access	tilgå	gettext	5
ack	ack	fallback-English	0
activate	Aktiver	gettext	2
active	Aktiv	gettext	8
add	Tilføj	gettext	34
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	Avanceret	gettext	34
af	af	fallback-English	0
after	Efter	gettext	5
align	Juster	gettext	5
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	Alle	gettext	5
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	Beløb	gettext	1
and	og	gettext	1
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	Argumenter	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	Tabel	gettext	10
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	egenskab	gettext	5
attributes	Attributter	gettext	1
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	Tilgængelig	gettext	6
b	b	fallback-English	0
ba	ba	fallback-English	0
back	Tilbage	gettext	19
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	Linje	gettext	1
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	Stor	gettext	1
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	bit	gettext	2
blksize	blksize	fallback-English	0
block	Blok	gettext	15
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	Blokspil	gettext	1
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	Buffere	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	Knap	gettext	7
buttons	Knapper	gettext	5
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	Byte	gettext	6
c	c	fallback-English	0
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	Kortspil	gettext	1
