english	localized	source	evidence_count
a	a	fallback-English	0
access	futja	gettext	5
ack	ack	fallback-English	0
activate	Aktivo	gettext	7
active	aktiv	gettext	2
add	Shto	gettext	21
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	Tëmëtejshme	gettext	8
af	af	fallback-English	0
after	after	fallback-English	0
align	Rreshtimi	gettext	5
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	krejt	gettext	1
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	Sasia	gettext	1
and	and	fallback-English	0
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	Argumente	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	Rreshtimi	gettext	5
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	karakteristika	gettext	5
attributes	Veti	gettext	1
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	Nëdispozicion	gettext	5
b	b	fallback-English	0
ba	ba	fallback-English	0
back	Prapa	gettext	6
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	Shtyllë	gettext	2
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	bits	fallback-English	0
blksize	blksize	fallback-English	0
block	block	fallback-English	0
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	Blloqe	gettext	1
boot	Nisja	gettext	5
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	Buffera	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	Buton	gettext	2
buttons	buttons	fallback-English	0
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	bytes	fallback-English	0
c	Celsius	gettext	1
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	Letra	gettext	1
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	bir	gettext	5
chunk	chunk	fallback-English	0
class	Klasa	gettext	2
clear	Pastro	gettext	7
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	Mbyll	gettext	16
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	Ngjyra	gettext	1
colordepth	colordepth	fallback-English	0
command	Urdhër	gettext	7
commandport	commandport	fallback-English	0
common	Tëpërbashkët	gettext	1
component	component	fallback-English	0
connect	Lidhu	gettext	5
connected	connected	fallback-English	0
