english	localized	source	evidence_count
a	a	fallback-English	0
access	truycập	gettext	5
ack	ack	fallback-English	0
activate	Bật	gettext	3
active	Hoạtđộng	gettext	2
add	Thêm	gettext	19
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	Nângcao	gettext	21
af	af	fallback-English	0
after	after	fallback-English	0
align	Canhlề	gettext	6
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	Tấtcả	gettext	5
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	Sốtiền	gettext	1
and	và	gettext	1
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	Đốisố	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	Mảng	gettext	5
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	thuộctính	gettext	5
attributes	attributes	fallback-English	0
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	Sẵnsàng	gettext	5
b	b	fallback-English	0
ba	ba	fallback-English	0
back	Lùi	gettext	10
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	Thanh	gettext	2
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	bit	gettext	1
blksize	blksize	fallback-English	0
block	Tắcnghẽn	gettext	5
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	Khối	gettext	1
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	Bộnhớđệm	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	Nút	gettext	1
buttons	buttons	fallback-English	0
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	Byte	gettext	7
c	c	fallback-English	0
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	Đánhbài	gettext	1
central	MiềnTrung	gettext	2
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	con	gettext	5
chunk	chunk	fallback-English	0
class	Hạng	gettext	6
clear	Xoá	gettext	5
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	Đóng	gettext	24
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	Màu	gettext	3
colordepth	colordepth	fallback-English	0
command	Lệnh	gettext	8
commandport	commandport	fallback-English	0
common	Chung	gettext	1
component	component	fallback-English	0
connect	Kếtnối	gettext	5
connected	connected	fallback-English	0
console	console	fallback-English	0
constant	Hằng	gettext	1
contains	contains	fallback-English	0
contents	Mụclục	gettext	31
control	Điềukhiển	gettext	1
controller	controller	fallback-English	0
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	Saochép	gettext	16
count	Sốlượng	gettext	1
cow	cow	fallback-English	0
cpu	cpu	fallback-English	0
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	create	fallback-English	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	Hiệnhành	gettext	5
cursor	cursor	fallback-English	0
cylinder	cylinder	fallback-English	0
d	d	fallback-English	0
data	data	fallback-English	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	Ngàytháng	gettext	5
deactivate	Tắt	gettext	3
deactive	deactive	fallback-English	0
debug	debug	fallback-English	0
decrement	decrement	fallback-English	0
default	Mặcđịnh	gettext	15
delete	Xoá	gettext	12
delta	delta	fallback-English	0
depth	Chiềusâu	gettext	1
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	Môtả	gettext	30
descriptor	descriptor	fallback-English	0
