english	localized	source	evidence_count
a	体感温度	gettext	1
access	访问	gettext	5
ack	ack	fallback-English	0
activate	激活	gettext	3
active	活跃	gettext	5
add	添加	gettext	31
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	高级	gettext	35
af	af	fallback-English	0
after	之后	gettext	5
align	对齐	gettext	6
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	全部	gettext	6
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	总量	gettext	1
and	与	gettext	1
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	参数	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	数组	curated-seed	10
assembly	汇编	curated-seed	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	属性	curated-seed	2
attributes	属性	gettext	1
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	可用	gettext	6
b	b	fallback-English	0
ba	ba	fallback-English	0
back	后退	gettext	17
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	巴尔	gettext	2
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	绑定	gettext	5
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	位	gettext	1
blksize	blksize	fallback-English	0
block	块	gettext	10
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	方块类	gettext	1
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	缓冲	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	按钮	gettext	8
buttons	按钮	gettext	11
by	by	fallback-English	0
byte	字节	curated-seed	0
bytes	字节	gettext	9
c	c	fallback-English	0
cache	cache	fallback-English	0
call	调用	curated-seed	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	纸牌类	gettext	1
central	中部	gettext	2
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	child	fallback-English	0
chunk	chunk	fallback-English	0
class	类	gettext	11
clear	清除	gettext	13
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	关闭	curated-seed	46
cluster	cluster	fallback-English	0
cmp	位取反	gettext	1
code	code	fallback-English	0
col	col	fallback-English	0
color	颜色	gettext	4
colordepth	colordepth	fallback-English	0
command	命令	gettext	30
commandport	commandport	fallback-English	0
common	通用	curated-seed	5
component	component	fallback-English	0
connect	连接	gettext	10
connected	connected	fallback-English	0
console	控制台	curated-seed	10
constant	常量	curated-seed	2
contains	contains	fallback-English	0
contents	目录	gettext	30
control	Ctrl	gettext	2
controller	控制器	curated-seed	5
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	复制	curated-seed	42
count	计数	gettext	5
cow	cow	fallback-English	0
cpu	cpu	fallback-English	0
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	创建	curated-seed	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	当前	gettext	5
cursor	光标	gettext	10
cylinder	cylinder	fallback-English	0
d	露点	gettext	1
data	数据	curated-seed	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	日期	gettext	13
deactivate	禁用	gettext	2
deactive	deactive	fallback-English	0
debug	调试	gettext	15
decrement	decrement	fallback-English	0
default	默认	gettext	52
delete	删除	curated-seed	44
delta	三角州	gettext	2
depth	深度	gettext	1
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	描述	gettext	38
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
