original	localized	language
Activate	Activate	und
ActivateAll	Activateall	und
Active	Active	und
ActiveInterruptManager	Activeinterruptmanager	und
ActiveMemoryManager	Activememorymanager	und
Add	Add	und
AddDriver	Adddriver	und
AddRunnableThread	Addrunnablethread	und
AddTask	Addtask	und
AddThread	Addthread	und
Address	Address	und
AlignedMalloc	Alignedmalloc	und
AlignmentCheck	Alignmentcheck	und
AllocateBlock	Allocateblock	und
AllocatePID	Allocatepid	und
AmountOfMemory	Amountofmemory	und
ArrayToUint16	Arraytounsignedinteger16	und
ArrayToUint32	Arraytounsignedinteger32	und
ArrayToUint48	Arraytounsignedinteger48	und
ArrayToUint48_BE	Arraytounsignedinteger48be	und
ArrayToUint64	Arraytounsignedinteger64	und
Atime	Atime	und
AtimeNsec	Atimensec	und
BLOCKS_PER_BYTE	Blockperbyte	und
BLOCK_SIZE	Blocksize	und
Backend	Backend	und
BaseAddr	Baseaddress	und
Bind	Bind	und
Blksize	Blksize	und
Blocked	Blocked	und
BlockedState	Blockedstate	und
Blocks	Block	und
BoundRangeExceeded	Boundrangeexceeded	und
BroadcastMacAddress	Broadcastmacaddress	und
BytesPerSector	Bytespersector	und
BytesToString	Bytestostring	und
Checksum	Checksum	und
Clear	Clear	und
Clone	Clone	und
CloneAddressSpaceCOW	Cloneaddressspacecow	und
Connect	Connect	und
ContainsCoordinate	Containscoordinate	und
CopyPageFrameBlock	Copypageframeblock	und
CpuState	Cpustate	und
Create	Create	und
CreateFromData	Createfromdata	und
CreateFromFunction	Createfromfunction	und
CreatePtrFromFunction	Createpointerfromfunction	und
Cs	Cs	und
Ctime	Ctime	und
CtimeNsec	Ctimensec	und
CurrentPID	Currentpid	und
CurrentParentPID	Currentparentpid	und
Data	Data	und
Deactivate	Deactivate	und
Deactive	Deactive	und
Decrement	Decrement	und
Delete	Delete	und
DescriptorPrivilegeLevel	Descriptorprivilegelevel	und
DescriptorType	Descriptortype	und
Destroy	Destroy	und
Dev	Device	und
DeviceHasFunctions	Devicehasfunctions	und
DeviceNotAvailable	Devicenotavailable	und
Device_id	Deviceid	und
DisableInt	Disableint	und
Disconnect	Disconnect	und
DivideByZero	Dividebyzero	und
DoHandleInterrupt	Dohandleinterrupt	und
DoubleFault	Doublefault	und
Draw	Draw	und
DriverManager	Drivermanager	und
Ds	Ds	und
Dynamic	Dynamic	und
E2BIG	E2big	und
EACCES	Eacces	und
EADDRINUSE	Eaddrinuse	und
EAFNOSUPPORT	Eafnosupport	und
EAGAIN	Eagain	und
EBADF	Ebadf	und
EBUSY	Ebusy	und
ECHILD	Echild	und
EEXIST	Eexist	und
EFAULT	Efault	und
EFBIG	Efbig	und
EINTR	Eintr	und
EINVAL	Einval	und
EIO	Eio	und
EISDIR	Eisdir	und
EMFILE	Emfile	und
EMSGSIZE	Emsgsize	und
ENETUNREACH	Enetunreach	und
ENFILE	Enfile	und
ENODEV	Enodev	und
ENOENT	Enoent	und
ENOEXEC	Enoexec	und
ENOMEM	Enomem	und
ENOSPC	Enospc	und
ENOSYS	Enosys	und
ENOTCONN	Enotconn	und
ENOTDIR	Enotdir	und
ENOTTY	Enotty	und
EOPNOTSUPP	Eopnotsupp	und
EPERM	Eperm	und
EPROTONOSUPPORT	Eprotonosupport	und
ERANGE	Erange	und
EROFS	Erofs	und
ESPIPE	Espipe	und
ESRCH	Esrch	und
Eax	Eax	und
Ebp	Ebp	und
Ebx	Ebx	und
Ecx	Ecx	und
Edi	Edi	und
Edx	Edx	und
Eflags	Eflags	und
Eip	Eip	und
Elf	Elf	und
Elf32Dyn	Elf32dyn	und
Elf32Note	Elf32note	und
Elf32Rel	Elf32rel	und
Elf32Rela	Elf32rela	und
Elf32Sym	Elf32sym	und
ElfHeader	Elfheader	und
ElfProgramHeader	Elfprogramheader	und
ElfSectionHeader	Elfsectionheader	und
EnablePaging	Enablepaging	und
Enabled	Enabled	und
EntryNumber	Entrynumber	und
EqualBytes	Equalbytes	und
Es	Es	und
Esi	Esi	und
Esp	Esp	und
FPUBuffer	Fpubuffer	und
FPUOffset	Fpuoffset	und
Family	Family	und
FileName	Filename	und
Fill	Fill	und
FillRectangle	Fillrectangle	und
First	First	und
FirstFree	Firstfree	und
FirstFreeSize	Firstfreesize	und
Flags	Flags	und
FloatingPointException	Floatingpointexception	und
Flush	Flush	und
FlushTlsTable	Flushtlstable	und
Focussable	Focussable	und
Free	Free	und
Fs	Fs	und
GB	Gb	und
GDT_ENTRIES	Gdtentry	und
GOT	Got	und
GPFException	Gpfexception	und
GatewayIP	Gatewayip	und
GdtAddressHigh	Gdtaddresshigh	und
GdtAddressLow	Gdtaddresslow	und
GdtDescriptor	Gdtdescriptor	und
GdtEntry	Gdtentry_2	und
GdtSize	Gdtsize	und
GetAt	Getat	und
GetBackend	Getbackend	und
GetBaseAddressRegister	Getbaseaddressregister	und
GetBitmaspSize	Getbitmaspsize	und
GetBytesFromPtr	Getbytesfrompointer	und
GetCR0	Getcr0	und
GetCR2	Getcr2	und
GetCR3	Getcr3	und
GetCR4	Getcr4	und
GetColorIndex	Getcolorindex	und
GetDeviceDescriptor	Getdevicedescriptor	und
GetDriver	Getdriver	und
GetESP0	Getesp0	und
GetEntry	Getentry	und
GetFileSize	Getfilesize	und
GetFocus	Getfocus	und
GetFrameBufferSegment	Getframebuffersegment	und
GetFuncPtrFromPtr	Getfuncpointerfrompointer	und
GetFunctionName	Getfunctionname	und
GetHandler	Gethandler	und
GetIPAddress	Getipaddress	und
GetMACAddress	Getmacaddress	und
GetMACFromCache	Getmacfromcache	und
GetNextReadyThread	Getnextreadythread	und
GetNodeAt	Getnodeat	und
GetProvider	Providerget	und
GetSS0	Getss0	und
GetStr	Getstr	und
GetUint32ArrayFromPtr	Getunsignedinteger32arrayfrompointer	und
GetUintptrArrayFromPtr	Getunsignedintegerpointerarrayfrompointer	und
GetValue	Getvalue	und
GetValueInPageDir	Getvalueinpagedirectory	und
Gid	Gid	und
Gs	Gs	und
HandleException	Handleexception	und
HandleFatalInterruptFrame	Handlefatalinterruptframe	und
HandleInterrupt	Handleinterrupt	und
HandleInterrupt1	Handleinterrupt1	und
