english	localized	language
a	a	bi
access	access	bi
ack	ack	bi
activate	activate	bi
active	active	bi
add	add	bi
addend	addend	bi
addr	addr	bi
addralign	addralign	bi
address	address	bi
advanced	advanced	bi
af	af	bi
after	after	bi
align	align	bi
aligned	aligned	bi
alignment	alignment	bi
all	all	bi
alloc	alloc	bi
allocate	allocate	bi
allocated	allocated	bi
am	am	bi
amd	amd	bi
amount	amount	bi
and	and	bi
append	append	bi
args	args	bi
argument	argument	bi
arguments	arguments	bi
arp	arp	bi
arp콘솔	arp콘솔	bi
array	array	bi
assembly	assembly	bi
at	at	bi
ata	ata	bi
atime	atime	bi
attachment	attachment	bi
attempts	attempts	bi
attr	attr	bi
attribute	attribute	bi
attributes	attributes	bi
aux	aux	bi
avail	avail	bi
available	available	bi
b	b	bi
ba	ba	bi
back	back	bi
backend	backend	bi
backup	backup	bi
bar	bar	bi
base	base	bi
be	be	bi
bh	bh	bi
big	big	bi
bind	bind	bi
bios	bios	bi
bit	bit	bi
bitmap	bitmap	bi
bitmasp	bitmasp	bi
bits	bits	bi
blksize	blksize	bi
block	block	bi
blocked	blocked	bi
blocking	blocking	bi
blocks	blocks	bi
boot	boot	bi
bootable	bootable	bi
bootloader	bootloader	bi
bound	bound	bi
bpb	bpb	bi
break	break	bi
brk	brk	bi
broadcast	broadcast	bi
buf	buf	bi
buffer	buffer	bi
buffers	buffers	bi
bufptr	bufptr	bi
bus	bus	bi
button	button	bi
buttons	buttons	bi
by	by	bi
byte	byte	bi
bytes	bytes	bi
c	c	bi
cache	cache	bi
call	call	bi
candidate	candidate	bi
cap	cap	bi
capable	capable	bi
card	card	bi
central	central	bi
char	char	bi
chdir	chdir	bi
check	check	bi
checked	checked	bi
checksum	checksum	bi
child	child	bi
chunk	chunk	bi
class	class	bi
clear	clear	bi
cloexec	cloexec	bi
clone	clone	bi
close	close	bi
cluster	cluster	bi
cmp	cmp	bi
code	code	bi
col	col	bi
color	color	bi
colordepth	colordepth	bi
command	command	bi
commandport	commandport	bi
common	common	bi
component	component	bi
connect	connect	bi
connected	connected	bi
console	console	bi
constant	constant	bi
contains	contains	bi
contents	contents	bi
control	control	bi
controller	controller	bi
coordinate	coordinate	bi
copies	copies	bi
copy	copy	bi
count	count	bi
cow	cow	bi
cpu	cpu	bi
cpustate	cpustate	bi
cpy	cpy	bi
cr	cr	bi
creat	creat	bi
create	create	bi
crtc	crtc	bi
cs	cs	bi
ctime	ctime	bi
cur	cur	bi
current	current	bi
cursor	cursor	bi
cylinder	cylinder	bi
d	d	bi
data	data	bi
databuffer	databuffer	bi
datagram	datagram	bi
dataport	dataport	bi
date	date	bi
deactivate	deactivate	bi
deactive	deactive	bi
debug	debug	bi
decrement	decrement	bi
default	default	bi
delete	delete	bi
delta	delta	bi
depth	depth	bi
desc	desc	bi
descr	descr	bi
description	description	bi
descriptor	descriptor	bi
descriptors	descriptors	bi
descsz	descsz	bi
destination	destination	bi
destroy	destroy	bi
dev	dev	bi
device	device	bi
diff	diff	bi
digits	digits	bi
dir	dir	bi
directory	directory	bi
dirent	dirent	bi
disable	disable	bi
discard	discard	bi
disconnect	disconnect	bi
dispatch	dispatch	bi
divide	divide	bi
divisor	divisor	bi
do	do	bi
domain	domain	bi
double	double	bi
down	down	bi
draw	draw	bi
drive	drive	bi
driver	driver	bi
drivercount	drivercount	bi
drivers	drivers	bi
drv	drv	bi
ds	ds	bi
dst	dst	bi
dstptr	dstptr	bi
dup	dup	bi
dword	dword	bi
dyn	dyn	bi
dynamic	dynamic	bi
e	e	bi
eacces	eacces	bi
eaddrinuse	eaddrinuse	bi
eafnosupport	eafnosupport	bi
eagain	eagain	bi
eax	eax	bi
ebadf	ebadf	bi
ebp	ebp	bi
ebusy	ebusy	bi
ebx	ebx	bi
echild	echild	bi
echo	echo	bi
ecx	ecx	bi
edi	edi	bi
edx	edx	bi
eexist	eexist	bi
ef	ef	bi
efault	efault	bi
efbig	efbig	bi
eflags	eflags	bi
ehsize	ehsize	bi
eintr	eintr	bi
einval	einval	bi
eio	eio	bi
eip	eip	bi
eisdir	eisdir	bi
elf	elf	bi
emfile	emfile	bi
empty	empty	bi
emsgsize	emsgsize	bi
enable	enable	bi
enabled	enabled	bi
end	end	bi
enetunreach	enetunreach	bi
enfile	enfile	bi
enodev	enodev	bi
enoent	enoent	bi
enoexec	enoexec	bi
enomem	enomem	bi
enospc	enospc	bi
enosys	enosys	bi
enotconn	enotconn	bi
enotdir	enotdir	bi
enotty	enotty	bi
ensure	ensure	bi
entries	entries	bi
entry	entry	bi
entrypoint	entrypoint	bi
entsize	entsize	bi
environment	environment	bi
eopnotsupp	eopnotsupp	bi
eperm	eperm	bi
