original	localized	language
Activate	Активирај	mk
ActivateAll	АктивирајСѐ	mk
Active	Активно	mk
ActiveInterruptManager	Активноinterruptmanager	mk
ActiveMemoryManager	АктивноМеморијаmanager	mk
Add	Додај	mk
AddDriver	Додајdriver	mk
AddRunnableThread	Додајrunnablethread	mk
AddTask	Додајtask	mk
AddThread	Додајthread	mk
Address	Address	mk
AlignedMalloc	Alignedmalloc	mk
AlignmentCheck	Alignmentcheck	mk
AllocateBlock	Allocateblock	mk
AllocatePID	Allocatepid	mk
AmountOfMemory	СуманаМеморија	mk
ArrayToUint16	Построиtounsignedinteger16	mk
ArrayToUint32	Построиtounsignedinteger32	mk
ArrayToUint48	Построиtounsignedinteger48	mk
ArrayToUint48_BE	Построиtounsignedinteger48be	mk
ArrayToUint64	Построиtounsignedinteger64	mk
Atime	Atime	mk
AtimeNsec	Atimensec	mk
BLOCKS_PER_BYTE	Blockperbyte	mk
BLOCK_SIZE	BlockГолемина	mk
Backend	Backend	mk
BaseAddr	Baseaddress	mk
Bind	Bind	mk
Blksize	Blksize	mk
Blocked	Blocked	mk
BlockedState	Blockedstate	mk
Blocks	Block	mk
BoundRangeExceeded	BoundОпсегexceeded	mk
BroadcastMacAddress	Broadcastmacaddress	mk
BytesPerSector	Бајтиpersector	mk
BytesToString	Бајтиtostring	mk
Checksum	Checksum	mk
Clear	Исчисти	mk
Clone	Clone	mk
CloneAddressSpaceCOW	Cloneaddressspacecow	mk
Connect	Врзисе	mk
ContainsCoordinate	Containscoordinate	mk
CopyPageFrameBlock	КопирајСтраницаРамкаblock	mk
CpuState	Cpustate	mk
Create	Create	mk
CreateFromData	Createfromdata	mk
CreateFromFunction	CreatefromФункција	mk
CreatePtrFromFunction	CreateСтрелкаfromФункција	mk
Cs	Cs	mk
Ctime	Ctime	mk
CtimeNsec	Ctimensec	mk
CurrentPID	Currentpid	mk
CurrentParentPID	Currentparentpid	mk
Data	Data	mk
Deactivate	Деактивирај	mk
Deactive	Deactive	mk
Decrement	Decrement	mk
