original	localized	language
Activate	Activate	tvl
ActivateAll	Activateall	tvl
Active	Active	tvl
ActiveInterruptManager	Activeinterruptmanager	tvl
ActiveMemoryManager	Activememorymanager	tvl
Add	Add	tvl
AddDriver	Adddriver	tvl
AddRunnableThread	Addrunnablethread	tvl
AddTask	Addtask	tvl
AddThread	Addthread	tvl
Address	Address	tvl
AlignedMalloc	Alignedmalloc	tvl
AlignmentCheck	Alignmentcheck	tvl
AllocateBlock	Allocateblock	tvl
AllocatePID	Allocatepid	tvl
AmountOfMemory	Amountofmemory	tvl
ArrayToUint16	Arraytounsignedinteger16	tvl
ArrayToUint32	Arraytounsignedinteger32	tvl
ArrayToUint48	Arraytounsignedinteger48	tvl
ArrayToUint48_BE	Arraytounsignedinteger48be	tvl
ArrayToUint64	Arraytounsignedinteger64	tvl
Atime	Atime	tvl
AtimeNsec	Atimensec	tvl
BLOCKS_PER_BYTE	Blockperbyte	tvl
BLOCK_SIZE	Blocksize	tvl
Backend	Backend	tvl
BaseAddr	Baseaddress	tvl
Bind	Bind	tvl
Blksize	Blksize	tvl
Blocked	Blocked	tvl
BlockedState	Blockedstate	tvl
Blocks	Block	tvl
BoundRangeExceeded	Boundrangeexceeded	tvl
BroadcastMacAddress	Broadcastmacaddress	tvl
BytesPerSector	Bytespersector	tvl
BytesToString	Bytestostring	tvl
Checksum	Checksum	tvl
Clear	Clear	tvl
Clone	Clone	tvl
CloneAddressSpaceCOW	Cloneaddressspacecow	tvl
Connect	Connect	tvl
ContainsCoordinate	Containscoordinate	tvl
CopyPageFrameBlock	Copypageframeblock	tvl
CpuState	Cpustate	tvl
Create	Create	tvl
CreateFromData	Createfromdata	tvl
CreateFromFunction	Createfromfunction	tvl
CreatePtrFromFunction	Createpointerfromfunction	tvl
Cs	Cs	tvl
Ctime	Ctime	tvl
CtimeNsec	Ctimensec	tvl
CurrentPID	Currentpid	tvl
CurrentParentPID	Currentparentpid	tvl
Data	Data	tvl
Deactivate	Deactivate	tvl
Deactive	Deactive	tvl
Decrement	Decrement	tvl
Delete	Delete	tvl
DescriptorPrivilegeLevel	Descriptorprivilegelevel	tvl
DescriptorType	Descriptortype	tvl
Destroy	Destroy	tvl
Dev	Device	tvl
DeviceHasFunctions	Devicehasfunctions	tvl
DeviceNotAvailable	Devicenotavailable	tvl
Device_id	Deviceid	tvl
DisableInt	Disableint	tvl
Disconnect	Disconnect	tvl
DivideByZero	Dividebyzero	tvl
DoHandleInterrupt	Dohandleinterrupt	tvl
DoubleFault	Doublefault	tvl
Draw	Draw	tvl
DriverManager	Drivermanager	tvl
Ds	Ds	tvl
Dynamic	Dynamic	tvl
E2BIG	E2big	tvl
EACCES	Eacces	tvl
EADDRINUSE	Eaddrinuse	tvl
EAFNOSUPPORT	Eafnosupport	tvl
EAGAIN	Eagain	tvl
EBADF	Ebadf	tvl
EBUSY	Ebusy	tvl
ECHILD	Echild	tvl
EEXIST	Eexist	tvl
EFAULT	Efault	tvl
EFBIG	Efbig	tvl
EINTR	Eintr	tvl
EINVAL	Einval	tvl
EIO	Eio	tvl
EISDIR	Eisdir	tvl
EMFILE	Emfile	tvl
EMSGSIZE	Emsgsize	tvl
ENETUNREACH	Enetunreach	tvl
ENFILE	Enfile	tvl
ENODEV	Enodev	tvl
ENOENT	Enoent	tvl
ENOEXEC	Enoexec	tvl
ENOMEM	Enomem	tvl
ENOSPC	Enospc	tvl
ENOSYS	Enosys	tvl
ENOTCONN	Enotconn	tvl
ENOTDIR	Enotdir	tvl
ENOTTY	Enotty	tvl
EOPNOTSUPP	Eopnotsupp	tvl
EPERM	Eperm	tvl
EPROTONOSUPPORT	Eprotonosupport	tvl
ERANGE	Erange	tvl
EROFS	Erofs	tvl
ESPIPE	Espipe	tvl
ESRCH	Esrch	tvl
Eax	Eax	tvl
Ebp	Ebp	tvl
Ebx	Ebx	tvl
Ecx	Ecx	tvl
Edi	Edi	tvl
Edx	Edx	tvl
Eflags	Eflags	tvl
Eip	Eip	tvl
Elf	Elf	tvl
Elf32Dyn	Elf32dyn	tvl
Elf32Note	Elf32note	tvl
Elf32Rel	Elf32rel	tvl
Elf32Rela	Elf32rela	tvl
Elf32Sym	Elf32sym	tvl
ElfHeader	Elfheader	tvl
ElfProgramHeader	Elfprogramheader	tvl
ElfSectionHeader	Elfsectionheader	tvl
EnablePaging	Enablepaging	tvl
Enabled	Enabled	tvl
EntryNumber	Entrynumber	tvl
EqualBytes	Equalbytes	tvl
Es	Es	tvl
Esi	Esi	tvl
Esp	Esp	tvl
FPUBuffer	Fpubuffer	tvl
FPUOffset	Fpuoffset	tvl
Family	Family	tvl
FileName	Filename	tvl
Fill	Fill	tvl
FillRectangle	Fillrectangle	tvl
First	First	tvl
FirstFree	Firstfree	tvl
FirstFreeSize	Firstfreesize	tvl
Flags	Flags	tvl
FloatingPointException	Floatingpointexception	tvl
Flush	Flush	tvl
FlushTlsTable	Flushtlstable	tvl
Focussable	Focussable	tvl
Free	Free	tvl
Fs	Fs	tvl
GB	Gb	tvl
GDT_ENTRIES	Gdtentry	tvl
GOT	Got	tvl
GPFException	Gpfexception	tvl
GatewayIP	Gatewayip	tvl
GdtAddressHigh	Gdtaddresshigh	tvl
GdtAddressLow	Gdtaddresslow	tvl
GdtDescriptor	Gdtdescriptor	tvl
GdtEntry	Gdtentry_2	tvl
GdtSize	Gdtsize	tvl
GetAt	Getat	tvl
GetBackend	Getbackend	tvl
GetBaseAddressRegister	Getbaseaddressregister	tvl
GetBitmaspSize	Getbitmaspsize	tvl
GetBytesFromPtr	Getbytesfrompointer	tvl
GetCR0	Getcr0	tvl
GetCR2	Getcr2	tvl
GetCR3	Getcr3	tvl
GetCR4	Getcr4	tvl
GetColorIndex	Getcolorindex	tvl
GetDeviceDescriptor	Getdevicedescriptor	tvl
GetDriver	Getdriver	tvl
GetESP0	Getesp0	tvl
GetEntry	Getentry	tvl
GetFileSize	Getfilesize	tvl
GetFocus	Getfocus	tvl
GetFrameBufferSegment	Getframebuffersegment	tvl
GetFuncPtrFromPtr	Getfuncpointerfrompointer	tvl
GetFunctionName	Getfunctionname	tvl
GetHandler	Gethandler	tvl
GetIPAddress	Getipaddress	tvl
GetMACAddress	Getmacaddress	tvl
GetMACFromCache	Getmacfromcache	tvl
GetNextReadyThread	Getnextreadythread	tvl
GetNodeAt	Getnodeat	tvl
GetProvider	Providerget	tvl
GetSS0	Getss0	tvl
GetStr	Getstr	tvl
GetUint32ArrayFromPtr	Getunsignedinteger32arrayfrompointer	tvl
GetUintptrArrayFromPtr	Getunsignedintegerpointerarrayfrompointer	tvl
GetValue	Getvalue	tvl
GetValueInPageDir	Getvalueinpagedirectory	tvl
Gid	Gid	tvl
Gs	Gs	tvl
HandleException	Handleexception	tvl
HandleFatalInterruptFrame	Handlefatalinterruptframe	tvl
HandleInterrupt	Handleinterrupt	tvl
HandleInterrupt1	Handleinterrupt1	tvl
HandleUserDatagramProtocolMessage	Handleuserdatagramprotocolmessage	tvl
IDT_DESC_PRESENT	Idtdescriptorpresent	tvl
IDT_INTERRUPT_GATE	Idtinterruptgate	tvl
IDriver	IDriver	tvl
IEtherFrameHandler	IEthernetframehandler	tvl
IInternetProtocolHandler	IInternetprotocolhandler	tvl
IInterruptHandler	IInterrupthandler	tvl
IKeyboardEventHandler	IKeyboardeventhandler	tvl
IMouseEventHandler	IMouseeventhandler	tvl
IPCIControllerHandler	Ipcicontrollerhandler	tvl
IPCache	Ipcache	tvl
IP_BE	Ipnetworkbyteorder	tvl
IRawDataHandler	IRawdatahandler	tvl
ITimerEventHandler	ITimereventhandler	tvl
IUserDatagramProtocolHandler	IUserdatagramprotocolhandler	tvl
