original	localized	language
Activate	Activate	tpi
ActivateAll	Activateall	tpi
Active	Active	tpi
ActiveInterruptManager	Activeinterruptmanager	tpi
ActiveMemoryManager	Activememorymanager	tpi
Add	Add	tpi
AddDriver	Adddriver	tpi
AddRunnableThread	Addrunnablethread	tpi
AddTask	Addtask	tpi
AddThread	Addthread	tpi
Address	Address	tpi
AlignedMalloc	Alignedmalloc	tpi
AlignmentCheck	Alignmentcheck	tpi
AllocateBlock	Allocateblock	tpi
AllocatePID	Allocatepid	tpi
AmountOfMemory	Amountofmemory	tpi
ArrayToUint16	Arraytounsignedinteger16	tpi
ArrayToUint32	Arraytounsignedinteger32	tpi
ArrayToUint48	Arraytounsignedinteger48	tpi
ArrayToUint48_BE	Arraytounsignedinteger48be	tpi
ArrayToUint64	Arraytounsignedinteger64	tpi
Atime	Atime	tpi
AtimeNsec	Atimensec	tpi
BLOCKS_PER_BYTE	Blockperbyte	tpi
BLOCK_SIZE	Blocksize	tpi
Backend	Backend	tpi
BaseAddr	Baseaddress	tpi
Bind	Bind	tpi
Blksize	Blksize	tpi
Blocked	Blocked	tpi
BlockedState	Blockedstate	tpi
Blocks	Block	tpi
BoundRangeExceeded	Boundrangeexceeded	tpi
BroadcastMacAddress	Broadcastmacaddress	tpi
BytesPerSector	Bytespersector	tpi
BytesToString	Bytestostring	tpi
Checksum	Checksum	tpi
Clear	Clear	tpi
Clone	Clone	tpi
CloneAddressSpaceCOW	Cloneaddressspacecow	tpi
Connect	Connect	tpi
ContainsCoordinate	Containscoordinate	tpi
CopyPageFrameBlock	Copypageframeblock	tpi
CpuState	Cpustate	tpi
Create	Create	tpi
CreateFromData	Createfromdata	tpi
CreateFromFunction	Createfromfunction	tpi
CreatePtrFromFunction	Createpointerfromfunction	tpi
Cs	Cs	tpi
Ctime	Ctime	tpi
CtimeNsec	Ctimensec	tpi
CurrentPID	Currentpid	tpi
CurrentParentPID	Currentparentpid	tpi
Data	Data	tpi
Deactivate	Deactivate	tpi
Deactive	Deactive	tpi
Decrement	Decrement	tpi
Delete	Delete	tpi
DescriptorPrivilegeLevel	Descriptorprivilegelevel	tpi
DescriptorType	Descriptortype	tpi
Destroy	Destroy	tpi
Dev	Device	tpi
DeviceHasFunctions	Devicehasfunctions	tpi
DeviceNotAvailable	Devicenotavailable	tpi
Device_id	Deviceid	tpi
DisableInt	Disableint	tpi
Disconnect	Disconnect	tpi
DivideByZero	Dividebyzero	tpi
DoHandleInterrupt	Dohandleinterrupt	tpi
DoubleFault	Doublefault	tpi
Draw	Draw	tpi
DriverManager	Drivermanager	tpi
Ds	Ds	tpi
Dynamic	Dynamic	tpi
E2BIG	E2big	tpi
EACCES	Eacces	tpi
EADDRINUSE	Eaddrinuse	tpi
EAFNOSUPPORT	Eafnosupport	tpi
EAGAIN	Eagain	tpi
