original	before	after	review_status	concept	changed_tokens
Activate	Activeren	Activeren	existing-unreviewed		0
ActivateAll	ActiverenAlle	ActiverenAlle	existing-unreviewed		0
Active	Actief	Actief	existing-unreviewed		0
ActiveInterruptManager	Actiefinterruptmanager	Actiefinterruptmanager	existing-unreviewed		0
ActiveMemoryManager	ActiefGeheugenmanager	ActiefGeheugenmanager	existing-unreviewed		0
Add	Toevoegen	Toevoegen	existing-unreviewed		0
AddDriver	Toevoegendriver	Toevoegendriver	existing-unreviewed		0
AddRunnableThread	Toevoegenrunnablethread	Toevoegenrunnablethread	existing-unreviewed		0
AddTask	ToevoegenTaak	ToevoegenTaak	existing-unreviewed		0
AddThread	Toevoegenthread	Toevoegenthread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBlok	AllocateBlok	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	HoeveelheidvanGeheugen	HoeveelheidvanGeheugen	existing-unreviewed		0
ArrayToUint16	Reeksnaarunsignedinteger16	Reeksnaarunsignedinteger16	existing-unreviewed		0
ArrayToUint32	Reeksnaarunsignedinteger32	Reeksnaarunsignedinteger32	existing-unreviewed		0
ArrayToUint48	Reeksnaarunsignedinteger48	Reeksnaarunsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Reeksnaarunsignedinteger48be	Reeksnaarunsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Reeksnaarunsignedinteger64	Reeksnaarunsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blokperbyte	Blokperbyte	existing-unreviewed		0
BLOCK_SIZE	BlokGrootte	BlokGrootte	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedStatus	BlockedStatus	existing-unreviewed		0
Blocks	Blok	Blok	existing-unreviewed		0
BoundRangeExceeded	BoundBereikexceeded	BoundBereikexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bytespersector	Bytespersector	existing-unreviewed		0
BytesToString	BytesnaarTekstsnoer	BytesnaarTekstsnoer	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Wissen	Wissen	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneaddressSpatiecow	CloneaddressSpatiecow	existing-unreviewed		0
Connect	Verbinden	Verbinden	existing-unreviewed		0
