original	localized	language
Activate	Activeren	nl
ActivateAll	ActiverenAlle	nl
Active	Actief	nl
ActiveInterruptManager	Actiefinterruptmanager	nl
ActiveMemoryManager	ActiefGeheugenmanager	nl
Add	Toevoegen	nl
AddDriver	Toevoegendriver	nl
AddRunnableThread	Toevoegenrunnablethread	nl
AddTask	ToevoegenTaak	nl
AddThread	Toevoegenthread	nl
Address	Address	nl
AlignedMalloc	Alignedmalloc	nl
AlignmentCheck	Alignmentcheck	nl
AllocateBlock	AllocateBlok	nl
AllocatePID	Allocatepid	nl
AmountOfMemory	HoeveelheidvanGeheugen	nl
ArrayToUint16	Reeksnaarunsignedinteger16	nl
ArrayToUint32	Reeksnaarunsignedinteger32	nl
ArrayToUint48	Reeksnaarunsignedinteger48	nl
ArrayToUint48_BE	Reeksnaarunsignedinteger48be	nl
ArrayToUint64	Reeksnaarunsignedinteger64	nl
Atime	Atime	nl
AtimeNsec	Atimensec	nl
BLOCKS_PER_BYTE	Blokperbyte	nl
BLOCK_SIZE	BlokGrootte	nl
Backend	Backend	nl
BaseAddr	Baseaddress	nl
Bind	Bind	nl
Blksize	Blksize	nl
Blocked	Blocked	nl
BlockedState	BlockedStatus	nl
Blocks	Blok	nl
BoundRangeExceeded	BoundBereikexceeded	nl
BroadcastMacAddress	Broadcastmacaddress	nl
BytesPerSector	Bytespersector	nl
BytesToString	BytesnaarTekstsnoer	nl
Checksum	Checksum	nl
Clear	Wissen	nl
Clone	Clone	nl
CloneAddressSpaceCOW	CloneaddressSpatiecow	nl
Connect	Verbinden	nl
ContainsCoordinate	Containscoordinate	nl
CopyPageFrameBlock	KopiërenPaginaframeBlok	nl
CpuState	CpuStatus	nl
Create	Create	nl
CreateFromData	Createvandata	nl
CreateFromFunction	CreatevanFunctie	nl
CreatePtrFromFunction	CreateMuisaanwijzervanFunctie	nl
Cs	Cs	nl
Ctime	Ctime	nl
CtimeNsec	Ctimensec	nl
CurrentPID	Huidigpid	nl
CurrentParentPID	Huidigouderpid	nl
Data	Data	nl
Deactivate	Deactiveren	nl
