before	after
asm/constante.inc	machineopstart/constante.inc
asm/gdt.inc	machineopstart/gdt.inc
asm/goasmVerschuiving.inc	machineopstart/goasmVerschuiving.inc
asm/multibootheader.s	machineopstart/multibootheader.s
asm/rt0.s	machineopstart/rt0.s
go.sh	kern_compileren.sh
linker.ld	koppelindeling.ld
src/bestandSysteem/elf/elf.go	src/bestandSysteem/uitvoerbaar_en_koppelbaar_formaat/uitvoerbaar_en_koppelbaar_formaat.go
src/bestandSysteem/elf/elfheader.go	src/bestandSysteem/uitvoerbaar_en_koppelbaar_formaat/elfheader.go
src/bestandSysteem/elf/elfsection.go	src/bestandSysteem/uitvoerbaar_en_koppelbaar_formaat/elfsection.go
src/bestandSysteem/elf/koppelingmap.go	src/bestandSysteem/uitvoerbaar_en_koppelbaar_formaat/koppelingmap.go
src/driver/muis/muis.go	src/driver/aanwijsapparaat/aanwijsapparaat.go
src/ethernetframe/ethernetframe.go	src/frame_van_het_gedeelde_medium_netwerk/frame_van_het_gedeelde_medium_netwerk.go
src/icmp/icmp.go	src/besturingsberichtprotocol_voor_verbonden_netwerken/besturingsberichtprotocol_voor_verbonden_netwerken.go
src/ipv4/ipv4.go	src/protocol_voor_verbonden_netwerken_4/protocol_voor_verbonden_netwerken_4.go
src/udp/udp.go	src/gebruikersdatagramprotocol/gebruikersdatagramprotocol.go
src/widget/widget.go	src/schermelement/schermelement.go
tools/decode-virtualbox-log.sh	hulpmiddelen/serieel_logboek_ontleden.sh
tools/offsets.go	hulpmiddelen/structuurverplaatsingen.go
userland/posix/Makefile	gebruikersruimte/posix/Makefile
userland/posix/TEST_RESULTS.md	gebruikersruimte/posix/TEST_RESULTS.md
userland/posix/include/arpa/inet.h	gebruikersruimte/posix/declaraties/arpa/inet.h
userland/posix/include/engos/syscall.h	gebruikersruimte/posix/declaraties/engos/syscall.h
userland/posix/include/errno.h	gebruikersruimte/posix/declaraties/errno.h
userland/posix/include/fcntl.h	gebruikersruimte/posix/declaraties/fcntl.h
userland/posix/include/netinet/in.h	gebruikersruimte/posix/declaraties/netinet/in.h
userland/posix/include/stddef.h	gebruikersruimte/posix/declaraties/stddef.h
userland/posix/include/stdint.h	gebruikersruimte/posix/declaraties/stdint.h
userland/posix/include/sys/socket.h	gebruikersruimte/posix/declaraties/sys/socket.h
userland/posix/include/sys/stat.h	gebruikersruimte/posix/declaraties/sys/stat.h
userland/posix/include/sys/types.h	gebruikersruimte/posix/declaraties/sys/types.h
userland/posix/include/sys/utsname.h	gebruikersruimte/posix/declaraties/sys/utsname.h
userland/posix/include/sys/wait.h	gebruikersruimte/posix/declaraties/sys/wait.h
userland/posix/include/unistd.h	gebruikersruimte/posix/declaraties/unistd.h
userland/posix/linker.ld	gebruikersruimte/posix/koppelindeling.ld
userland/posix/src/crt0.S	gebruikersruimte/posix/implementatie/opstart.S
userland/posix/src/errno.c	gebruikersruimte/posix/implementatie/foutnummer.c
userland/posix/src/fcntl.c	gebruikersruimte/posix/implementatie/bestandsbesturing.c
userland/posix/src/socket.c	gebruikersruimte/posix/implementatie/socket.c
userland/posix/src/stat.c	gebruikersruimte/posix/implementatie/bestandsstatus.c
userland/posix/src/syscall.S	gebruikersruimte/posix/implementatie/systeemaanroep.S
userland/posix/src/unistd.c	gebruikersruimte/posix/implementatie/unistd.c
userland/posix/tests/compile.c	gebruikersruimte/posix/tests/compile.c
userland/posix/tests/exec_runtime.c	gebruikersruimte/posix/tests/exec_runtime.c
userland/posix/tests/exec_target.c	gebruikersruimte/posix/tests/exec_target.c
userland/posix/tests/fork_runtime.c	gebruikersruimte/posix/tests/fork_runtime.c
userland/posix/tests/heap_runtime.c	gebruikersruimte/posix/tests/heap_runtime.c
userland/posix/tests/runtime.c	gebruikersruimte/posix/tests/runtime.c
userland/posix/tests/socket_runtime.c	gebruikersruimte/posix/tests/socket_runtime.c
userland/posix/tests/stdin_runtime.c	gebruikersruimte/posix/tests/stdin_runtime.c
