original	localized	language
Activate	Virkja	is
ActivateAll	VirkjaAllt	is
Active	Virkt	is
ActiveInterruptManager	Virktinterruptmanager	is
ActiveMemoryManager	VirktMinnimanager	is
Add	Bætavið	is
AddDriver	Bætaviðdriver	is
AddRunnableThread	Bætaviðrunnablethread	is
AddTask	BætaviðVerk	is
AddThread	Bætaviðthread	is
Address	Address	is
AlignedMalloc	Alignedmalloc	is
AlignmentCheck	Alignmentcheck	is
AllocateBlock	AllocateBlokk	is
AllocatePID	Allocatepid	is
AmountOfMemory	UpphæðafMinni	is
ArrayToUint16	Fylkitounsignedinteger16	is
ArrayToUint32	Fylkitounsignedinteger32	is
ArrayToUint48	Fylkitounsignedinteger48	is
ArrayToUint48_BE	Fylkitounsignedinteger48be	is
ArrayToUint64	Fylkitounsignedinteger64	is
Atime	Atime	is
AtimeNsec	Atimensec	is
BLOCKS_PER_BYTE	Blokkperbyte	is
BLOCK_SIZE	BlokkStærð	is
Backend	Backend	is
BaseAddr	Baseaddress	is
Bind	Bind	is
Blksize	Blksize	is
Blocked	Blocked	is
BlockedState	BlockedStaða	is
Blocks	Blokk	is
BoundRangeExceeded	BoundSviðexceeded	is
BroadcastMacAddress	Broadcastmacaddress	is
BytesPerSector	Bætipersector	is
BytesToString	BætitoStrengur	is
Checksum	Checksum	is
Clear	Hreinsa	is
Clone	Clone	is
CloneAddressSpaceCOW	CloneaddressBilslácow	is
Connect	Tengjast	is
ContainsCoordinate	Containscoordinate	is
CopyPageFrameBlock	AfritasíðaRammiBlokk	is
CpuState	CpuStaða	is
Create	Create	is
CreateFromData	Createfromdata	is
CreateFromFunction	CreatefromAðgerð	is
CreatePtrFromFunction	CreateBendillfromAðgerð	is
Cs	Cs	is
Ctime	Ctime	is
CtimeNsec	Ctimensec	is
CurrentPID	Núverandipid	is
CurrentParentPID	Núverandiforeldripid	is
Data	Data	is
Deactivate	Afvirkja	is
Deactive	Deactive	is
Decrement	Decrement	is
Delete	Eyða	is
DescriptorPrivilegeLevel	Descriptorprivilegelevel	is
DescriptorType	DescriptorTegund	is
Destroy	Eyðileggja	is
Dev	Tæki	is
DeviceHasFunctions	TækihasAðgerðir	is
DeviceNotAvailable	Tækinotavailable	is
Device_id	TækiAuðkenni	is
DisableInt	Afvirkjaint	is
Disconnect	Aftengjast	is
DivideByZero	Dividebyzero	is
DoHandleInterrupt	DoHaldfanginterrupt	is
DoubleFault	Tvöfaldfault	is
Draw	Draw	is
DriverManager	Drivermanager	is
Ds	Ds	is
Dynamic	Breytilegt	is
E2BIG	E2big	is
EACCES	Eacces	is
EADDRINUSE	Eaddrinuse	is
EAFNOSUPPORT	Eafnosupport	is
EAGAIN	Eagain	is
EBADF	Ebadf	is
EBUSY	Ebusy	is
ECHILD	Echild	is
EEXIST	Eexist	is
EFAULT	Efault	is
EFBIG	Efbig	is
EINTR	Eintr	is
EINVAL	Einval	is
EIO	Eio	is
EISDIR	Eisdir	is
EMFILE	Emfile	is
EMSGSIZE	Emsgsize	is
ENETUNREACH	Enetunreach	is
ENFILE	Enfile	is
