original	localized	language
Activate	Activate	rw
ActivateAll	ActivateByose	rw
Active	Gikora	rw
ActiveInterruptManager	Gikorainterruptmanager	rw
ActiveMemoryManager	GikoraUbubikomanager	rw
Add	Kongera	rw
AddDriver	Kongeradriver	rw
AddRunnableThread	Kongerarunnablethread	rw
AddTask	Kongeratask	rw
AddThread	Kongerathread	rw
Address	Address	rw
AlignedMalloc	Alignedmalloc	rw
AlignmentCheck	Alignmentcheck	rw
AllocateBlock	Allocateblock	rw
AllocatePID	Allocatepid	rw
AmountOfMemory	AmountofUbubiko	rw
ArrayToUint16	Imbonerahamwetounsignedinteger16	rw
ArrayToUint32	Imbonerahamwetounsignedinteger32	rw
ArrayToUint48	Imbonerahamwetounsignedinteger48	rw
ArrayToUint48_BE	Imbonerahamwetounsignedinteger48be	rw
ArrayToUint64	Imbonerahamwetounsignedinteger64	rw
Atime	Atime	rw
AtimeNsec	Atimensec	rw
BLOCKS_PER_BYTE	Blockperbyte	rw
BLOCK_SIZE	BlockIngano	rw
Backend	Backend	rw
BaseAddr	Baseaddress	rw
Bind	Bind	rw
Blksize	Blksize	rw
Blocked	Blocked	rw
BlockedState	Blockedstate	rw
Blocks	Block	rw
BoundRangeExceeded	BoundIgiceexceeded	rw
BroadcastMacAddress	Broadcastmacaddress	rw
BytesPerSector	Bayitepersector	rw
BytesToString	Bayitetostring	rw
Checksum	Checksum	rw
Clear	Gusiba	rw
Clone	Clone	rw
CloneAddressSpaceCOW	Cloneaddressspacecow	rw
Connect	Connect	rw
ContainsCoordinate	Containscoordinate	rw
CopyPageFrameBlock	GukopororaIpajiIkadiriblock	rw
CpuState	Cpustate	rw
Create	Create	rw
CreateFromData	Createfromdata	rw
CreateFromFunction	Createfromfunction	rw
CreatePtrFromFunction	Createpointerfromfunction	rw
Cs	Cs	rw
Ctime	Ctime	rw
CtimeNsec	Ctimensec	rw
CurrentPID	Currentpid	rw
CurrentParentPID	Currentparentpid	rw
Data	Data	rw
Deactivate	Deactivate	rw
Deactive	Deactive	rw
Decrement	Decrement	rw
Delete	Gusiba_2	rw
DescriptorPrivilegeLevel	Descriptorprivilegelevel	rw
DescriptorType	DescriptorUbwoko	rw
Destroy	Destroy	rw
Dev	Ububiko	rw
DeviceHasFunctions	Ububikohasfunctions	rw
DeviceNotAvailable	Ububikonotavailable	rw
Device_id	Ububikoid	rw
DisableInt	Disableint	rw
Disconnect	Disconnect	rw
DivideByZero	Dividebyzero	rw
DoHandleInterrupt	Dohandleinterrupt	rw
DoubleFault	Doublefault	rw
Draw	Draw	rw
DriverManager	Drivermanager	rw
Ds	Ds	rw
Dynamic	Dynamic	rw
E2BIG	E2big	rw
EACCES	Eacces	rw
EADDRINUSE	Eaddrinuse	rw
EAFNOSUPPORT	Eafnosupport	rw
EAGAIN	Eagain	rw
EBADF	Ebadf	rw
EBUSY	Ebusy	rw
ECHILD	Echild	rw
EEXIST	Eexist	rw
EFAULT	Efault	rw
EFBIG	Efbig	rw
EINTR	Eintr	rw
EINVAL	Einval	rw
EIO	Eio	rw
EISDIR	Eisdir	rw
EMFILE	Emfile	rw
EMSGSIZE	Emsgsize	rw
ENETUNREACH	Enetunreach	rw
ENFILE	Enfile	rw
ENODEV	Enodev	rw
ENOENT	Enoent	rw
ENOEXEC	Enoexec	rw
ENOMEM	Enomem	rw
ENOSPC	Enospc	rw
ENOSYS	Enosys	rw
ENOTCONN	Enotconn	rw
ENOTDIR	Enotdir	rw
ENOTTY	Enotty	rw
EOPNOTSUPP	Eopnotsupp	rw
EPERM	Eperm	rw
EPROTONOSUPPORT	Eprotonosupport	rw
ERANGE	Erange	rw
EROFS	Erofs	rw
ESPIPE	Espipe	rw
ESRCH	Esrch	rw
Eax	Eax	rw
Ebp	Ebp	rw
Ebx	Ebx	rw
Ecx	Ecx	rw
Edi	Edi	rw
Edx	Edx	rw
Eflags	Eflags	rw
Eip	Eip	rw
Elf	Elf	rw
Elf32Dyn	Elf32dyn	rw
Elf32Note	Elf32Igisobanuro	rw
Elf32Rel	Elf32rel	rw
Elf32Rela	Elf32rela	rw
Elf32Sym	Elf32sym	rw
ElfHeader	Elfheader	rw
ElfProgramHeader	ElfPorogaramuheader	rw
ElfSectionHeader	Elfsectionheader	rw
EnablePaging	Enablepaging	rw
Enabled	Enabled	rw
EntryNumber	Entrynumber	rw
EqualBytes	EqualBayite	rw
Es	Es	rw
Esi	Esi	rw
Esp	Esp	rw
FPUBuffer	Fpubuffer	rw
FPUOffset	Fpuoffset	rw
Family	Family	rw
FileName	IdosiyeIzina	rw
Fill	Fill	rw
FillRectangle	Fillrectangle	rw
First	First	rw
FirstFree	FirstKigenga	rw
FirstFreeSize	FirstKigengaIngano	rw
Flags	Amabendera	rw
FloatingPointException	Floatingpointexception	rw
Flush	Flush	rw
FlushTlsTable	FlushtlsImbonerahamwe	rw
Focussable	Focussable	rw
Free	Kigenga	rw
Fs	Fs	rw
GB	Gb	rw
GDT_ENTRIES	Gdtentry	rw
GOT	Got	rw
GPFException	Gpfexception	rw
GatewayIP	Gatewayip	rw
GdtAddressHigh	Gdtaddresshigh	rw
GdtAddressLow	Gdtaddresslow	rw
GdtDescriptor	Gdtdescriptor	rw
GdtEntry	Gdtentry_2	rw
GdtSize	GdtIngano	rw
GetAt	Getat	rw
GetBackend	Getbackend	rw
GetBaseAddressRegister	Getbaseaddressregister	rw
GetBitmaspSize	GetbitmaspIngano	rw
GetBytesFromPtr	GetBayitefrompointer	rw
GetCR0	Getcr0	rw
GetCR2	Getcr2	rw
GetCR3	Getcr3	rw
GetCR4	Getcr4	rw
GetColorIndex	GetcolorUmubarendanga	rw
GetDeviceDescriptor	GetUbubikodescriptor	rw
GetDriver	Getdriver	rw
GetESP0	Getesp0	rw
GetEntry	Getentry	rw
GetFileSize	GetIdosiyeIngano	rw
GetFocus	Getfocus	rw
GetFrameBufferSegment	GetIkadiribuffersegment	rw
GetFuncPtrFromPtr	Getfuncpointerfrompointer	rw
GetFunctionName	GetfunctionIzina	rw
GetHandler	Gethandler	rw
GetIPAddress	Getipaddress	rw
GetMACAddress	Getmacaddress	rw
GetMACFromCache	Getmacfromcache	rw
GetNextReadyThread	GetIkurikirareadythread	rw
GetNodeAt	Getnodeat	rw
GetProvider	Providerget	rw
GetSS0	Getss0	rw
GetStr	Getstr	rw
GetUint32ArrayFromPtr	Getunsignedinteger32Imbonerahamwefrompointer	rw
GetUintptrArrayFromPtr	GetunsignedintegerpointerImbonerahamwefrompointer	rw
GetValue	GetAgaciro	rw
GetValueInPageDir	GetAgaciroImbereIpajiUbubiko	rw
Gid	Gid	rw
Gs	Gs	rw
HandleException	Handleexception	rw
HandleFatalInterruptFrame	HandlefatalinterruptIkadiri	rw
HandleInterrupt	Handleinterrupt	rw
HandleInterrupt1	Handleinterrupt1	rw
HandleUserDatagramProtocolMessage	HandleUkoreshadatagramprotocolUbutumwa	rw
IDT_DESC_PRESENT	Idtdescriptorpresent	rw
IDT_INTERRUPT_GATE	Idtinterruptgate	rw
IDriver	IDriver	rw
IEtherFrameHandler	IEthernetIkadirihandler	rw
IInternetProtocolHandler	IInterinetiprotocolhandler	rw
IInterruptHandler	IInterrupthandler	rw
IKeyboardEventHandler	IMwandikishoeventhandler	rw
IMouseEventHandler	IImbebaeventhandler	rw
IPCIControllerHandler	Ipcicontrollerhandler	rw
IPCache	Ipcache	rw
IP_BE	Ipurusobebyteorder	rw
IRawDataHandler	IRawdatahandler	rw
ITimerEventHandler	ITimereventhandler	rw
IUserDatagramProtocolHandler	IUkoreshadatagramprotocolhandler	rw
IUserDatagramProtocolSocket	IUkoreshadatagramprotocolsocket	rw
IWidget	IWidget	rw
Identify	Identify	rw
Increment	Increment	rw
IndexOf	Umubarendangaof	rw
Init	Init	rw
InitDriver	Initdriver	rw
InitialThreadUserJump	InitialthreadUkoreshajump	rw
Ino	Ino	rw
Install	Install	rw
Interrupt	Interrupt	rw
InterruptActive	InterruptGikora	rw
InterruptDeactive	Interruptdeactive	rw
InterruptManager	Interruptmanager	rw
InterruptNumber	Interruptnumber	rw
InvalidOpcode	Bitemeweopcode	rw
InvalidTSS	Bitemewetss	rw
IsKernel	Iskernel	rw
IsPresent	Ispresent	rw
IsUserSpace	IsUkoreshaspace	rw
KB	Kb	rw
KCS_INDEX	KcsUmubarendanga	rw
KCS_SELECTOR	Kcsselector	rw
KDS_INDEX	KdsUmubarendanga	rw
KDS_SELECTOR	Kdsselector	rw
KERNEL_HEAP_START	Kernelheapstart	rw
KERNEL_VIRT_ADDR	Kernelvirtaddress	rw
KGS_INDEX	KgsUmubarendanga	rw
KGS_SELECTOR	Kgsselector	rw
K핵심	KKernelEntry	rw
LIDT	Lidt	rw
Last	Last	rw
Len	Len	rw
Limit	Limit	rw
Link	Link	rw
LinkMap	Linkmap	rw
LinkedList	Linkedlist	rw
Listen	Listen	rw
LoadElf	Ibirimoelf	rw
MAC	Mac	rw
MAC0	Mac0	rw
MAC1	Mac1	rw
MAC2	Mac2	rw
MAC3	Mac3	rw
MAC4	Mac4	rw
MAC5	Mac5	rw
MACAddress0Port	Macaddress0Umuyoboro	rw
MACAddress2Port	Macaddress2Umuyoboro	rw
MACAddress4Port	Macaddress4Umuyoboro	rw
MACCache	Maccache	rw
MAX_QUEUE_SIZE	MaxqueueIngano	rw
MB	Mb	rw
MBR	Mbr	rw
MHex출력	MHexadecimalGucapa	rw
MHex출력XY	MHexadecimalGucapaxy	rw
MUint16출력	MUnsignedinteger16Gucapa	rw
MUint16출력XY	MUnsignedinteger16Gucapaxy	rw
MUint32출력	MUnsignedinteger32Gucapa	rw
MUint32출력XY	MUnsignedinteger32Gucapaxy	rw
MUint64출력	MUnsignedinteger64Gucapa	rw
MUint64출력XY	MUnsignedinteger64Gucapaxy	rw
Machine	Machine	rw
MachineCheck	Machinecheck	rw
MakeRangePrivateWritable	MakeIgiceprivatewritable	rw
Malloc	Malloc	rw
MemCmp	Memcmp	rw
MemCpy	MemGukoporora	rw
MemMove	Memmove	rw
MemSet	Memset	rw
MemoryOper	Ububikooper	rw
Mode	Ubwoko	rw
ModelToScreen	Set_local_coordinates	rw
Mtime	Mtime	rw
MtimeNsec	Mtimensec	rw
MyHandleInterrupt	Myhandleinterrupt	rw
MyTest	Mytest	rw
M긴급로그Hex8	MEmergencyloghexadecimal8	rw
M긴급로그Uint32	MEmergencylogunsignedinteger32	rw
M긴급로그문자열	MEmergencylogstring	rw
M직렬로그초기화	MSerialloginit	rw
M출력	MGucapa	rw
M출력BytesXY	MGucapaBayitexy	rw
M출력Hex	MGucapahexadecimal	rw
M출력Uint16	MGucapaunsignedinteger16	rw
M출력Uint32	MGucapaunsignedinteger32	rw
M출력XY	MGucapaxy	rw
M테스트	M테스트	rw
NMI	Nmi	rw
New	New	rw
NewInterruptHandler	Newinterrupthandler	rw
Next	Ikurikira	rw
Nlink	Nlink	rw
Node	Node	rw
Nodename	Nodename	rw
OnEtherFrameReceived	EthernetIkadirireceivewhen	rw
OnGetDriver	Kurigetdriver	rw
OnInternetProtocolReceived	Interinetiprotocolreceivewhen	rw
OnKeyDown	Kurikeydown	rw
OnKeyUp	Kurikeyup	rw
OnMouseDown	KuriImbebadown	rw
OnMouseMove	KuriImbebamove	rw
OnMouseUp	KuriImbebaup	rw
OnRawDataReceived	Kurirawdatareceive	rw
OnTick	Kuritick	rw
Overflow	Overflow	rw
P1LinkMap	PAgaciro1linkmap	rw
P2LinkMap	PAgaciro2linkmap	rw
P3LinkMap	PAgaciro3linkmap	rw
PAGE_COW	Ipajicow	rw
PAGE_FRAME	IpajiIkadiri	rw
PAGE_PRESENT	Ipajipresent	rw
PAGE_USER	IpajiUkoresha	rw
PAGE_WRITABLE	Ipajiwritable	rw
PAUSE_LOOP	Pauseloop	rw
PICMasterCommandPort	PrimarypicIcyowifuzaioUmuyoboro	rw
PICMasterDataPort	PrimarypicdataioUmuyoboro	rw
PICSlaveCommandPort	SecondarypicIcyowifuzaioUmuyoboro	rw
PICSlaveDataPort	SecondarypicdataioUmuyoboro	rw
PRESENT	Present	rw
PRIV_KERNEL	Privkernel	rw
PRIV_USER	PrivUkoresha	rw
PROC_USER_HEAP_SIZE	ProcUkoreshaheapIngano	rw
PageDirEntry	IpajiUbubikoentry	rw
PageDirectoryEntry	IpajiUbubikoentry_2	rw
PageFault	Ipajifault	rw
PageFaultException	Ipajifaultexception	rw
PageRoundDown	Ipajirounddown	rw
PageRoundUp	Ipajiroundup	rw
PageTableEntry	IpajiImbonerahamweentry	rw
Paging	Paging	rw
ParentPid	Parentpid	rw
Parse	Parse	rw
Partition_id	Partitionid	rw
PhyMemTest	Phymemtest	rw
PhysicalMemoryManager	PhysicalUbubikomanager	rw
Pid	Pid	rw
Port	Umuyoboro	rw
PortBase	Umuyoborobase	rw
PortInByte	UmuyoboroImberebyte	rw
PortInDword	UmuyoboroImberedword	rw
PortInWord	UmuyoboroImbereword	rw
PortOutByte	UmuyoboroInyumabyte	rw
PortOutDword	UmuyoboroInyumadword	rw
PortOutWord	UmuyoboroInyumaword	rw
PortReadByte	Umuyoborogusomabyte	rw
PortReadDword	Umuyoborogusomadword	rw
PortReadWord	Umuyoborogusomaword	rw
PortWriteByte	Umuyoborokwandikabyte	rw
PortWriteDword	Umuyoborokwandikadword	rw
PortWriteWord	Umuyoborokwandikaword	rw
Prev	Previous	rw
PrevTSS	Previoustss	rw
PrimaryPartition	Primarypartition	rw
Print	Gucapa	rw
PrintBytes	GucapaBayite	rw
PrintStr	Gucapastr	rw
PrintTLS	Gucapatls	rw
PrintTest	Gucapatest	rw
Process	Process	rw
ProcessHelper	Processhelper	rw
ProcessPendingKeyboardEvents	ProcesspendingMwandikishoevents	rw
ProcessPendingMouseEvents	ProcesspendingImbebaevents	rw
PushAt	Insert_at_index	rw
PushBack	Append_to_list	rw
PushFront	Prepend_to_list	rw
PutPixel	Putpixel	rw
PutPixelRGB	Putpixelrgb	rw
QUEUE_START_ADDR	Queuestartaddress	rw
Rdev	Rdev	rw
Read	Gusoma	rw
Read28	Gusoma28	rw
ReadFile	GusomaIdosiye	rw
ReadPartitions	Gusomapartition	rw
Ready	Ready	rw
Receive	Receive	rw
Ref	Reference	rw
Release	Release	rw
ReloadCR3	Reloadcr3	rw
Remove	Gukuraho	rw
RemoveAt	Gukurahoat	rw
RemoveThread	Gukurahothread	rw
RemoveThreadAt	Gukurahothreadat	rw
RequestMacAddress	Requestmacaddress	rw
Reset	Kugarura	rw
Resolve	Resolve	rw
ResolveCopyOnWriteFault	ResolveGukopororaKurikwandikafault	rw
SCHEDULER_FREQUENCY	Schedulerfrequency	rw
SEG_BIG_MODE	SegbigUbwoko	rw
SEG_EXEC	Segexec	rw
SEG_GRAN_4K_PAGE	Seggran4kIpaji	rw
SEG_GRAN_BYTE	Seggranbyte	rw
SEG_KERNEL_CODE	Segkernelcode	rw
SEG_KERNEL_DATA	Segkerneldata	rw
SEG_KERNEL_GS	Segkernelgs	rw
SEG_NOEXEC	Segnoexec	rw
SEG_NORMAL	SegBisanzwe	rw
SEG_NORW	Segnorw	rw
SEG_R	Segr	rw
SEG_SYSTEM	Segsystem	rw
SEG_TASK_STATE	Segtaskstate	rw
