original	before	after	review_status	concept	changed_tokens
Activate	Įjungti	Įjungti	existing-unreviewed		0
ActivateAll	ĮjungtiVisi	ĮjungtiVisi	existing-unreviewed		0
Active	Aktyvus	Aktyvus	existing-unreviewed		0
ActiveInterruptManager	AktyvusPertraukimasmanager	AktyvusPertraukimasmanager	existing-unreviewed		0
ActiveMemoryManager	AktyvusAtmintismanager	AktyvusAtmintismanager	existing-unreviewed		0
Add	Pridėti	Pridėti	existing-unreviewed		0
AddDriver	Pridėtidriver	Pridėtidriver	existing-unreviewed		0
AddRunnableThread	Pridėtirunnablethread	Pridėtirunnablethread	existing-unreviewed		0
AddTask	PridėtiUžduotis	PridėtiUžduotis	existing-unreviewed		0
AddThread	Pridėtithread	Pridėtithread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBlokas	AllocateBlokas	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	KiekisišAtmintis	KiekisišAtmintis	existing-unreviewed		0
ArrayToUint16	Masyvastounsignedinteger16	Masyvastounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Masyvastounsignedinteger32	Masyvastounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Masyvastounsignedinteger48	Masyvastounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Masyvastounsignedinteger48be	Masyvastounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Masyvastounsignedinteger64	Masyvastounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blokasperbyte	Blokasperbyte	existing-unreviewed		0
BLOCK_SIZE	BlokasDydis	BlokasDydis	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedBūsena	BlockedBūsena	existing-unreviewed		0
Blocks	Blokas	Blokas	existing-unreviewed		0
BoundRangeExceeded	BoundSritisexceeded	BoundSritisexceeded	existing-unreviewed		0
