original	localized	language
Activate	Įjungti	lt
ActivateAll	ĮjungtiVisi	lt
Active	Aktyvus	lt
ActiveInterruptManager	AktyvusPertraukimasmanager	lt
ActiveMemoryManager	AktyvusAtmintismanager	lt
Add	Pridėti	lt
AddDriver	Pridėtidriver	lt
AddRunnableThread	Pridėtirunnablethread	lt
AddTask	PridėtiUžduotis	lt
AddThread	Pridėtithread	lt
Address	Address	lt
AlignedMalloc	Alignedmalloc	lt
AlignmentCheck	Alignmentcheck	lt
AllocateBlock	AllocateBlokas	lt
AllocatePID	Allocatepid	lt
AmountOfMemory	KiekisišAtmintis	lt
ArrayToUint16	Masyvastounsignedinteger16	lt
ArrayToUint32	Masyvastounsignedinteger32	lt
ArrayToUint48	Masyvastounsignedinteger48	lt
ArrayToUint48_BE	Masyvastounsignedinteger48be	lt
ArrayToUint64	Masyvastounsignedinteger64	lt
Atime	Atime	lt
AtimeNsec	Atimensec	lt
BLOCKS_PER_BYTE	Blokasperbyte	lt
BLOCK_SIZE	BlokasDydis	lt
Backend	Backend	lt
BaseAddr	Baseaddress	lt
Bind	Bind	lt
Blksize	Blksize	lt
Blocked	Blocked	lt
BlockedState	BlockedBūsena	lt
Blocks	Blokas	lt
BoundRangeExceeded	BoundSritisexceeded	lt
BroadcastMacAddress	Broadcastmacaddress	lt
BytesPerSector	Baitųpersector	lt
BytesToString	BaitųtoEilutė	lt
Checksum	Kontrolinėsuma	lt
Clear	Išvalyti	lt
Clone	Clone	lt
CloneAddressSpaceCOW	CloneaddressTarpascow	lt
Connect	Prisijungti	lt
ContainsCoordinate	Containscoordinate	lt
CopyPageFrameBlock	KopijuotiPuslapisKadrasBlokas	lt
CpuState	CpuBūsena	lt
Create	Create	lt
CreateFromData	Createfromdata	lt
CreateFromFunction	CreatefromFunkcija	lt
CreatePtrFromFunction	CreateRodyklėfromFunkcija	lt
Cs	Cs	lt
Ctime	Ctime	lt
CtimeNsec	Ctimensec	lt
CurrentPID	Dabartinispid	lt
CurrentParentPID	Dabartinisparentpid	lt
Data	Data	lt
Deactivate	Išjungti	lt
Deactive	Deactive	lt
Decrement	Decrement	lt
Delete	Ištrinti	lt
DescriptorPrivilegeLevel	Descriptorprivilegelevel	lt
DescriptorType	DescriptorTipas	lt
Destroy	Sunaikinti	lt
Dev	Įrenginys	lt
DeviceHasFunctions	ĮrenginyshasFunkcijos	lt
DeviceNotAvailable	ĮrenginysnotPrieinama	lt
Device_id	Įrenginysid	lt
DisableInt	Išjungtiint	lt
Disconnect	Atsijungti	lt
DivideByZero	DalybabyNulis	lt
DoHandleInterrupt	DoPozicijaPertraukimas	lt
DoubleFault	Dvigubafault	lt
Draw	Draw	lt
DriverManager	Drivermanager	lt
Ds	Ds	lt
Dynamic	Dinaminis	lt
E2BIG	E2big	lt
