original	localized	language
Activate	Ativar	pt
ActivateAll	AtivarTudo	pt
Active	Ativo	pt
ActiveInterruptManager	Ativointerrupçãogestor	pt
ActiveMemoryManager	Ativomemóriagestor	pt
Add	Adicionar	pt
AddDriver	Adicionarcontrolador	pt
AddRunnableThread	AdicionarrunnablefluxoExecução	pt
AddTask	Adicionartarefa	pt
AddThread	AdicionarfluxoExecução	pt
Address	Endereço	pt
AlignedMalloc	Alignedmalloc	pt
AlignmentCheck	Alignmentcheck	pt
AllocateBlock	AllocateBloco	pt
AllocatePID	Allocatepid	pt
AmountOfMemory	Montantedememória	pt
ArrayToUint16	Matrizparaunsignedinteger16	pt
ArrayToUint32	Matrizparaunsignedinteger32	pt
ArrayToUint48	Matrizparaunsignedinteger48	pt
ArrayToUint48_BE	Matrizparaunsignedinteger48be	pt
ArrayToUint64	Matrizparaunsignedinteger64	pt
Atime	Atime	pt
AtimeNsec	Atimensec	pt
BLOCKS_PER_BYTE	Blocoperocteto	pt
BLOCK_SIZE	BlocoTamanho	pt
Backend	Backend	pt
BaseAddr	BaseEndereço	pt
Bind	Vincular	pt
Blksize	Blksize	pt
Blocked	Blocked	pt
BlockedState	BlockedEstado	pt
Blocks	Bloco	pt
BoundRangeExceeded	BoundIntervaloexceeded	pt
BroadcastMacAddress	BroadcastmacEndereço	pt
BytesPerSector	Bytespersector	pt
BytesToString	Bytesparalinha	pt
Checksum	Checksum	pt
Clear	Limpar	pt
Clone	Clone	pt
CloneAddressSpaceCOW	CloneEndereçoEspaçocow	pt
Connect	Ligar	pt
ContainsCoordinate	Containscoordinate	pt
CopyPageFrameBlock	CopiarpáginaquadroBloco	pt
CpuState	CpuEstado	pt
Create	Criar	pt
CreateFromData	Criardedados	pt
CreateFromFunction	CriardeFunção	pt
CreatePtrFromFunction	CriarPonteirodeFunção	pt
Cs	Cs	pt
Ctime	Ctime	pt
CtimeNsec	Ctimensec	pt
CurrentPID	Atualpid	pt
CurrentParentPID	Atualsuperiorpid	pt
Data	Data	pt
Deactivate	Desativar	pt
Deactive	Deactive	pt
Decrement	Decrement	pt
Delete	Eliminar	pt
DescriptorPrivilegeLevel	Descriptorprivilegelevel	pt
DescriptorType	Descriptortipo	pt
Destroy	Destruir	pt
Dev	Dispositivo	pt
DeviceHasFunctions	DispositivohasFunções	pt
DeviceNotAvailable	DispositivonotDisponível	pt
Device_id	Dispositivoid	pt
DisableInt	Desativarint	pt
Disconnect	Desligar	pt
DivideByZero	Dividirbyzero	pt
DoHandleInterrupt	DoManípulointerrupção	pt
DoubleFault	Duplofalha	pt
Draw	Draw	pt
DriverManager	Controladorgestor	pt
Ds	Ds	pt
Dynamic	Dinâmico	pt
E2BIG	E2big	pt
EACCES	Eacces	pt
EADDRINUSE	Eaddrinuse	pt
EAFNOSUPPORT	Eafnosupport	pt
EAGAIN	Eagain	pt
EBADF	Ebadf	pt
EBUSY	Ebusy	pt
ECHILD	Echild	pt
EEXIST	Eexist	pt
EFAULT	Efault	pt
EFBIG	Efbig	pt
EINTR	Eintr	pt
EINVAL	Einval	pt
EIO	Eio	pt
EISDIR	Eisdir	pt
EMFILE	Emfile	pt
EMSGSIZE	Emsgsize	pt
ENETUNREACH	Enetunreach	pt
ENFILE	Enfile	pt
ENODEV	Enodev	pt
