original	before	after	review_status	concept	changed_tokens
Activate	Ativar	Ativar	existing-unreviewed		0
ActivateAll	AtivarTudo	AtivarTudo	existing-unreviewed		0
Active	Ativo	Ativo	existing-unreviewed		0
ActiveInterruptManager	Ativointerrupçãogestor	Ativointerrupçãogestor	existing-unreviewed		0
ActiveMemoryManager	Ativomemóriagestor	Ativomemóriagestor	existing-unreviewed		0
Add	Adicionar	Adicionar	existing-unreviewed		0
AddDriver	Adicionarcontrolador	Adicionarcontrolador	existing-unreviewed		0
AddRunnableThread	AdicionarrunnablefluxoExecução	AdicionarrunnablefluxoExecução	existing-unreviewed		0
AddTask	Adicionartarefa	Adicionartarefa	existing-unreviewed		0
AddThread	AdicionarfluxoExecução	AdicionarfluxoExecução	existing-unreviewed		0
Address	Endereço	Endereço	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBloco	AllocateBloco	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	Montantedememória	Montantedememória	existing-unreviewed		0
ArrayToUint16	Matrizparaunsignedinteger16	Matrizparaunsignedinteger16	existing-unreviewed		0
ArrayToUint32	Matrizparaunsignedinteger32	Matrizparaunsignedinteger32	existing-unreviewed		0
ArrayToUint48	Matrizparaunsignedinteger48	Matrizparaunsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Matrizparaunsignedinteger48be	Matrizparaunsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Matrizparaunsignedinteger64	Matrizparaunsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blocoperocteto	Blocoperocteto	existing-unreviewed		0
BLOCK_SIZE	BlocoTamanho	BlocoTamanho	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	BaseEndereço	BaseEndereço	existing-unreviewed		0
Bind	Vincular	Vincular	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedEstado	BlockedEstado	existing-unreviewed		0
Blocks	Bloco	Bloco	existing-unreviewed		0
BoundRangeExceeded	BoundIntervaloexceeded	BoundIntervaloexceeded	existing-unreviewed		0
BroadcastMacAddress	BroadcastmacEndereço	BroadcastmacEndereço	existing-unreviewed		0
BytesPerSector	Bytespersector	Bytespersector	existing-unreviewed		0
BytesToString	Bytesparalinha	Bytesparalinha	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Limpar	Limpar	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneEndereçoEspaçocow	CloneEndereçoEspaçocow	existing-unreviewed		0
Connect	Ligar	Ligar	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	CopiarpáginaquadroBloco	CopiarpáginaquadroBloco	existing-unreviewed		0
CpuState	CpuEstado	CpuEstado	existing-unreviewed		0
