english	localized	language
a	а	be
access	доступ	be
ack	ack	be
activate	Задзейнічаць	be
active	Актыўна	be
add	Дадаць	be
addend	addend	be
addr	addr	be
addralign	addralign	be
address	address	be
advanced	Дадаткова	be
af	af	be
after	after	be
align	Шыхтаванне	be
aligned	aligned	be
alignment	alignment	be
all	Усе	be
alloc	alloc	be
allocate	allocate	be
allocated	allocated	be
am	am	be
amd	amd	be
amount	Агулам	be
and	and	be
append	append	be
args	args	be
argument	argument	be
arguments	arguments	be
arp	arp	be
arp콘솔	arp콘솔	be
array	Масіў	be
assembly	assembly	be
at	at	be
ata	ata	be
atime	atime	be
attachment	attachment	be
attempts	attempts	be
attr	attr	be
attribute	Атрыбут	be
attributes	attributes	be
aux	aux	be
avail	avail	be
available	Даступна	be
b	Б	be
ba	ba	be
back	Назад	be
backend	backend	be
backup	backup	be
bar	Бар	be
base	base	be
be	be	be
bh	bh	be
big	big	be
bind	bind	be
bios	bios	be
bit	bit	be
bitmap	bitmap	be
bitmasp	bitmasp	be
bits	бітаў	be
blksize	blksize	be
block	Блок	be
blocked	blocked	be
blocking	blocking	be
blocks	Блокавыя	be
boot	boot	be
bootable	bootable	be
bootloader	bootloader	be
bound	bound	be
bpb	bpb	be
break	break	be
brk	brk	be
broadcast	broadcast	be
buf	buf	be
buffer	buffer	be
buffers	Буфэры	be
bufptr	bufptr	be
bus	bus	be
button	Кнопка	be
buttons	Кнопкі	be
by	by	be
byte	byte	be
bytes	Байтаў	be
c	ВБ	be
cache	cache	be
call	call	be
candidate	candidate	be
cap	cap	be
capable	capable	be
card	Картачныя	be
central	Цэнтральнаяакруга	be
char	char	be
chdir	chdir	be
check	check	be
checked	checked	be
checksum	checksum	be
child	child	be
chunk	chunk	be
class	Клас	be
clear	Ачысціць	be
cloexec	cloexec	be
clone	clone	be
close	Закрыць	be
cluster	cluster	be
cmp	cmp	be
code	code	be
col	col	be
color	Колер	be
colordepth	colordepth	be
command	Загад	be
commandport	commandport	be
common	Агульныязнакі	be
component	component	be
connect	Злучыцца	be
connected	connected	be
console	console	be
constant	constant	be
contains	contains	be
contents	Змест	be
control	Ctrl	be
controller	controller	be
coordinate	coordinate	be
copies	copies	be
copy	Скапіяваць	be
count	count	be
cow	cow	be
cpu	ЦП	be
cpustate	cpustate	be
cpy	cpy	be
cr	cr	be
creat	creat	be
create	create	be
crtc	crtc	be
cs	cs	be
ctime	ctime	be
cur	cur	be
current	Дзейны	be
cursor	Курсор	be
cylinder	cylinder	be
d	КР	be
data	data	be
databuffer	databuffer	be
datagram	datagram	be
dataport	dataport	be
date	Дата	be
deactivate	Абяздзейнічаць	be
deactive	deactive	be
debug	debug	be
decrement	decrement	be
default	Стандартна	be
delete	Выдаліць	be
delta	Дэлта	be
depth	depth	be
desc	desc	be
descr	descr	be
