original	localized	language
Activate	Задзейнічаць	be
ActivateAll	ЗадзейнічацьУсе	be
Active	Актыўна	be
ActiveInterruptManager	АктыўнаПерарываннеmanager	be
ActiveMemoryManager	АктыўнаПамяцьmanager	be
Add	Дадаць	be
AddDriver	Дадацьdriver	be
AddRunnableThread	Дадацьrunnablethread	be
AddTask	ДадацьЗадача	be
AddThread	Дадацьthread	be
Address	Address	be
AlignedMalloc	Alignedmalloc	be
AlignmentCheck	Alignmentcheck	be
AllocateBlock	AllocateБлок	be
AllocatePID	Allocatepid	be
AmountOfMemory	АгуламзПамяць	be
ArrayToUint16	Масіўtounsignedinteger16	be
ArrayToUint32	Масіўtounsignedinteger32	be
ArrayToUint48	Масіўtounsignedinteger48	be
ArrayToUint48_BE	Масіўtounsignedinteger48be	be
ArrayToUint64	Масіўtounsignedinteger64	be
Atime	Atime	be
AtimeNsec	Atimensec	be
BLOCKS_PER_BYTE	Блокperbyte	be
BLOCK_SIZE	БлокПамер	be
Backend	Backend	be
BaseAddr	Baseaddress	be
Bind	Bind	be
Blksize	Blksize	be
Blocked	Blocked	be
BlockedState	BlockedСтан	be
Blocks	Блок	be
BoundRangeExceeded	BoundДыяпазонexceeded	be
BroadcastMacAddress	Broadcastmacaddress	be
BytesPerSector	Байтаўpersector	be
BytesToString	БайтаўtoРадок	be
Checksum	Checksum	be
Clear	Ачысціць	be
Clone	Clone	be
CloneAddressSpaceCOW	CloneaddressПрагалcow	be
Connect	Злучыцца	be
ContainsCoordinate	Containscoordinate	be
CopyPageFrameBlock	СкапіявацьСтаронкаФрэймБлок	be
CpuState	ЦПСтан	be
Create	Create	be
CreateFromData	Createfromdata	be
CreateFromFunction	CreatefromФункцыя	be
CreatePtrFromFunction	CreateПаказальнікfromФункцыя	be
Cs	Cs	be
Ctime	Ctime	be
CtimeNsec	Ctimensec	be
CurrentPID	Дзейныpid	be
CurrentParentPID	Дзейныparentpid	be
Data	Data	be
Deactivate	Абяздзейнічаць	be
Deactive	Deactive	be
Decrement	Decrement	be
Delete	Выдаліць	be
DescriptorPrivilegeLevel	Descriptorprivilegelevel	be
DescriptorType	DescriptorТып	be
Destroy	Зьнішчыць	be
Dev	Прылада	be
DeviceHasFunctions	ПрыладаХасФункцыі	be
DeviceNotAvailable	ПрыладаnotДаступна	be
Device_id	ПрыладаІДЭНТЫФІКАТАР	be
DisableInt	ВыключыцьЦэлы	be
Disconnect	Адлучыцца	be
DivideByZero	Dividebyzero	be
DoHandleInterrupt	DohandleПерарыванне	be
DoubleFault	Падвойнаяfault	be
Draw	Draw	be
DriverManager	Drivermanager	be
Ds	Ds	be
Dynamic	Данамічна	be
E2BIG	E2big	be
EACCES	Eacces	be
EADDRINUSE	Eaddrinuse	be
EAFNOSUPPORT	Eafnosupport	be
EAGAIN	Eagain	be
EBADF	Ebadf	be
EBUSY	Ebusy	be
ECHILD	Echild	be
EEXIST	Eexist	be
EFAULT	Efault	be
EFBIG	Efbig	be
EINTR	Eintr	be
EINVAL	Einval	be
EIO	Eio	be
EISDIR	Eisdir	be
EMFILE	Emfile	be
EMSGSIZE	Emsgsize	be
ENETUNREACH	Enetunreach	be
ENFILE	Enfile	be
ENODEV	Enodev	be
ENOENT	Enoent	be
ENOEXEC	Enoexec	be
ENOMEM	Enomem	be
ENOSPC	Enospc	be
ENOSYS	Enosys	be
ENOTCONN	Enotconn	be
ENOTDIR	Enotdir	be
ENOTTY	Enotty	be
EOPNOTSUPP	Eopnotsupp	be
EPERM	Eperm	be
EPROTONOSUPPORT	Eprotonosupport	be
ERANGE	Erange	be
EROFS	Erofs	be
ESPIPE	Espipe	be
ESRCH	Esrch	be
Eax	Eax	be
Ebp	Ebp	be
Ebx	Ebx	be
Ecx	Ecx	be
Edi	Edi	be
Edx	Edx	be
Eflags	Eflags	be
Eip	Eip	be
Elf	Elf	be
Elf32Dyn	Elf32dyn	be
Elf32Note	Elf32Заўвага	be
Elf32Rel	Elf32rel	be
Elf32Rela	Elf32rela	be
Elf32Sym	Elf32sym	be
ElfHeader	Elfheader	be
ElfProgramHeader	Elfпраграмаheader	be
ElfSectionHeader	Elfsectionheader	be
EnablePaging	Enablepaging	be
Enabled	Уключаны	be
EntryNumber	EntryНУМАР	be
EqualBytes	АднолькавыБайтаў	be
Es	Es	be
Esi	Esi	be
Esp	Esp	be
FPUBuffer	Fpubuffer	be
FPUOffset	Fpuoffset	be
Family	Family	be
FileName	ФайлНазва	be
Fill	Fill	be
FillRectangle	Fillrectangle	be
First	First	be
FirstFree	FirstВольна	be
FirstFreeSize	FirstВольнаПамер	be
Flags	Сцяжкі	be
FloatingPointException	Зменныpointexception	be
Flush	Flush	be
FlushTlsTable	FlushtlsТабліца	be
Focussable	Focussable	be
Free	Вольна	be
Fs	Fs	be
GB	ГБ	be
GDT_ENTRIES	Gdtentry	be
GOT	Got	be
GPFException	Gpfexception	be
GatewayIP	Gatewayip	be
GdtAddressHigh	GdtaddressВысокі	be
GdtAddressLow	GdtaddressНізкі	be
GdtDescriptor	Gdtdescriptor	be
GdtEntry	Gdtentry_2	be
GdtSize	GdtПамер	be
GetAt	Getat	be
GetBackend	Getbackend	be
GetBaseAddressRegister	Getbaseaddressregister	be
GetBitmaspSize	GetbitmaspПамер	be
GetBytesFromPtr	GetБайтаўfromПаказальнік	be
GetCR0	Getcr0	be
GetCR2	Getcr2	be
GetCR3	Getcr3	be
GetCR4	Getcr4	be
GetColorIndex	GetКолерЗмест	be
GetDeviceDescriptor	GetПрыладаdescriptor	be
GetDriver	Getdriver	be
GetESP0	Getesp0	be
GetEntry	Getentry	be
GetFileSize	GetФайлПамер	be
GetFocus	Getfocus	be
GetFrameBufferSegment	GetФрэймbuffersegment	be
GetFuncPtrFromPtr	GetfuncПаказальнікfromПаказальнік	be
GetFunctionName	GetФункцыяНазва	be
GetHandler	Gethandler	be
GetIPAddress	Getipaddress	be
GetMACAddress	Getmacaddress	be
GetMACFromCache	Getmacfromcache	be
GetNextReadyThread	GetНаступныГатоваthread	be
GetNodeAt	Getnodeat	be
GetProvider	Providerget	be
GetSS0	Getss0	be
GetStr	Getstr	be
GetUint32ArrayFromPtr	Getunsignedinteger32МасіўfromПаказальнік	be
