english	localized	language
a	a	km
access	access	km
ack	ack	km
activate	activate	km
active	active	km
add	add	km
addend	addend	km
addr	addr	km
addralign	addralign	km
address	address	km
advanced	advanced	km
af	af	km
after	after	km
align	align	km
aligned	aligned	km
alignment	alignment	km
all	all	km
alloc	alloc	km
allocate	allocate	km
allocated	allocated	km
am	am	km
amd	amd	km
amount	amount	km
and	and	km
append	append	km
args	args	km
argument	argument	km
arguments	arguments	km
arp	arp	km
arp콘솔	arp콘솔	km
array	array	km
assembly	assembly	km
at	at	km
ata	ata	km
atime	atime	km
attachment	attachment	km
attempts	attempts	km
attr	attr	km
attribute	attribute	km
attributes	attributes	km
aux	aux	km
avail	avail	km
available	available	km
b	b	km
ba	ba	km
back	back	km
backend	backend	km
backup	backup	km
bar	bar	km
base	base	km
be	be	km
bh	bh	km
big	big	km
bind	bind	km
bios	bios	km
bit	bit	km
bitmap	bitmap	km
bitmasp	bitmasp	km
bits	bits	km
blksize	blksize	km
block	block	km
blocked	blocked	km
blocking	blocking	km
blocks	blocks	km
boot	boot	km
bootable	bootable	km
bootloader	bootloader	km
bound	bound	km
bpb	bpb	km
break	break	km
brk	brk	km
broadcast	broadcast	km
buf	buf	km
buffer	buffer	km
buffers	buffers	km
bufptr	bufptr	km
bus	bus	km
button	button	km
buttons	buttons	km
by	by	km
byte	byte	km
bytes	bytes	km
c	c	km
cache	cache	km
call	call	km
candidate	candidate	km
cap	cap	km
capable	capable	km
card	card	km
central	central	km
char	char	km
chdir	chdir	km
check	check	km
checked	checked	km
checksum	checksum	km
child	child	km
chunk	chunk	km
class	class	km
clear	clear	km
cloexec	cloexec	km
clone	clone	km
close	close	km
cluster	cluster	km
cmp	cmp	km
code	code	km
col	col	km
color	color	km
colordepth	colordepth	km
command	command	km
commandport	commandport	km
common	common	km
component	component	km
connect	connect	km
connected	connected	km
console	console	km
constant	constant	km
contains	contains	km
contents	contents	km
control	control	km
controller	controller	km
coordinate	coordinate	km
copies	copies	km
copy	copy	km
count	count	km
cow	cow	km
cpu	cpu	km
cpustate	cpustate	km
cpy	cpy	km
cr	cr	km
creat	creat	km
create	create	km
crtc	crtc	km
cs	cs	km
ctime	ctime	km
cur	cur	km
current	current	km
cursor	cursor	km
cylinder	cylinder	km
d	d	km
data	data	km
databuffer	databuffer	km
datagram	datagram	km
dataport	dataport	km
date	date	km
deactivate	deactivate	km
deactive	deactive	km
debug	debug	km
decrement	decrement	km
default	default	km
delete	delete	km
delta	delta	km
depth	depth	km
desc	desc	km
descr	descr	km
description	description	km
descriptor	descriptor	km
descriptors	descriptors	km
descsz	descsz	km
destination	destination	km
destroy	destroy	km
dev	dev	km
device	device	km
diff	diff	km
digits	digits	km
dir	dir	km
directory	ថត	km
dirent	dirent	km
disable	disable	km
discard	discard	km
disconnect	disconnect	km
dispatch	dispatch	km
divide	divide	km
divisor	divisor	km
do	do	km
domain	domain	km
double	double	km
down	down	km
draw	draw	km
drive	drive	km
driver	driver	km
drivercount	drivercount	km
drivers	drivers	km
drv	drv	km
ds	ds	km
dst	dst	km
dstptr	dstptr	km
dup	dup	km
dword	dword	km
dyn	dyn	km
dynamic	dynamic	km
e	e	km
eacces	eacces	km
eaddrinuse	eaddrinuse	km
eafnosupport	eafnosupport	km
eagain	eagain	km
eax	eax	km
ebadf	ebadf	km
ebp	ebp	km
ebusy	ebusy	km
ebx	ebx	km
echild	echild	km
echo	echo	km
ecx	ecx	km
edi	edi	km
edx	edx	km
eexist	eexist	km
ef	ef	km
efault	efault	km
efbig	efbig	km
eflags	eflags	km
ehsize	ehsize	km
eintr	eintr	km
einval	einval	km
eio	eio	km
eip	eip	km
eisdir	eisdir	km
elf	elf	km
emfile	emfile	km
empty	empty	km
emsgsize	emsgsize	km
enable	enable	km
enabled	enabled	km
end	end	km
enetunreach	enetunreach	km
enfile	enfile	km
enodev	enodev	km
enoent	enoent	km
enoexec	enoexec	km
enomem	enomem	km
enospc	enospc	km
enosys	enosys	km
enotconn	enotconn	km
enotdir	enotdir	km
enotty	enotty	km
ensure	ensure	km
entries	entries	km
entry	entry	km
entrypoint	entrypoint	km
entsize	entsize	km
environment	environment	km
eopnotsupp	eopnotsupp	km
eperm	eperm	km
ephemeral	ephemeral	km
eprotonosupport	eprotonosupport	km
equal	equal	km
erange	erange	km
erofs	erofs	km
err	err	km
error	error	km
errorln	errorln	km
es	es	km
esi	esi	km
esp	esp	km
espipe	espipe	km
esrch	esrch	km
ether	ether	km
etherframe	etherframe	km
ethernet	ethernet	km
event	event	km
events	events	km
exceeded	exceeded	km
except	except	km
exception	exception	km
exec	exec	km
execve	execve	km
exists	exists	km
exit	exit	km
exited	exited	km
ext	ext	km
extended	extended	km
f	f	km
family	family	km
fat	fat	km
fatal	fatal	km
fatbuf	fatbuf	km
fatbuffer	fatbuffer	km
fault	fault	km
fb	fb	km
fcntl	fcntl	km
fd	fd	km
fds	fds	km
field	field	km
file	file	km
filename	filename	km
files	files	km
filesz	filesz	km
fill	fill	km
find	រក	km
first	first	km
fl	fl	km
flag	flag	km
flags	flags	km
floating	floating	km
flush	flush	km
fn	fn	km
focus	focus	km
focussable	focussable	km
foo	foo	km
for	for	km
forced	forced	km
fork	fork	km
found	found	km
fp	fp	km
fpu	fpu	km
frame	frame	km
free	free	km
frequency	frequency	km
from	from	km
front	front	km
fs	fs	km
fstat	fstat	km
fsync	fsync	km
fuction	fuction	km
full	full	km
func	func	km
function	function	km
functions	functions	km
fxrstor	fxrstor	km
fxsave	fxsave	km
g	g	km
gate	gate	km
gateway	gateway	km
gb	gb	km
gdt	gdt	km
get	get	km
getcwd	getcwd	km
getegid	getegid	km
geteuid	geteuid	km
getgid	getgid	km
getpid	getpid	km
getppid	getppid	km
getuid	getuid	km
gid	gid	km
global	សកល	km
got	got	km
gpf	gpf	km
gran	gran	km
graphics	graphics	km
grub	grub	km
gs	gs	km
h	h	km
halt	halt	km
handle	handle	km
handler	handler	km
handlers	handlers	km
hardware	hardware	km
has	has	km
hd	hd	km
head	head	km
header	header	km
headertype	headertype	km
heap	heap	km
height	height	km
helper	helper	km
hex	hex	km
hex출력	hex출력	km
hi	hi	km
hidden	hidden	km
high	high	km
hop	hop	km
i	i	km
icmp	icmp	km
icmp콘솔	icmp콘솔	km
id	id	km
ident	ident	km
identify	identify	km
idt	idt	km
idx	idx	km
ifchr	ifchr	km
ifdir	ifdir	km
ifmt	ifmt	km
ifreg	ifreg	km
ifsock	ifsock	km
in	in	km
increment	increment	km
index	index	km
inet	inet	km
info	info	km
init	init	km
initial	initial	km
initialization	initialization	km
initialize	initialize	km
ino	ino	km
inode	inode	km
input	input	km
install	install	km
int	int	km
interconnect	interconnect	km
interface	interface	km
internet	internet	km
internetprotocol	internetprotocol	km
interrupt	interrupt	km
interrupts	interrupts	km
invalid	invalid	km
io	io	km
iomap	iomap	km
ip	ip	km
ipci	ipci	km
ipmessage	ipmessage	km
ipv	ipv	km
ip콘솔	ip콘솔	km
iret	iret	km
is	is	km
ist	ist	km
j	j	km
jmp	jmp	km
jump	jump	km
k	k	km
kb	kb	km
kcs	kcs	km
kds	kds	km
kernel	kernel	km
key	key	km
keyboard	keyboard	km
kgs	kgs	km
kind	kind	km
k핵심	k핵심	km
l	l	km
label	label	km
last	last	km
lba	lba	km
ldt	ldt	km
left	left	km
len	len	km
length	length	km
lengths	lengths	km
level	level	km
lib	lib	km
lidt	lidt	km
lidtaddr	lidtaddr	km
limit	limit	km
line	line	km
link	link	km
linked	linked	km
linker	linker	km
list	list	km
listen	listen	km
listening	listening	km
live	live	km
load	load	km
loader	loader	km
local	local	km
log	log	km
logical	logical	km
loop	loop	km
low	low	km
lseek	lseek	km
lstat	lstat	km
m	m	km
mac	mac	km
machine	machine	km
magicnumber	magicnumber	km
main	chambang	km
make	make	km
malloc	malloc	km
manager	manager	km
map	map	km
mask	mask	km
master	master	km
matches	matches	km
max	max	km
maximum	maximum	km
mb	mb	km
mbr	mbr	km
media	media	km
mem	mem	km
memory	memory	km
memorymananger	memorymananger	km
memorytest	memorytest	km
memsz	memsz	km
mesg	mesg	km
message	message	km
mics	mics	km
mid	mid	km
minimum	minimum	km
mode	mode	km
model	model	km
mouse	mouse	km
mousemove	mousemove	km
move	move	km
msdospart	msdospart	km
msg	msg	km
mtime	mtime	km
multi	multi	km
multiboot	multiboot	km
multitasking	multitasking	km
my	my	km
myfunction	myfunction	km
m긴급로그	m긴급로그	km
m긴급로그문자열	m긴급로그문자열	km
m직렬로그초기화	m직렬로그초기화	km
m출력	m출력	km
m테스트	m테스트	km
n	n	km
name	name	km
namesz	namesz	km
net	net	km
network	network	km
new	new	km
next	next	km
nibble	nibble	km
nlink	nlink	km
nmi	nmi	km
node	node	km
nodename	nodename	km
noexec	noexec	km
none	none	km
normal	normal	km
norw	norw	km
not	not	km
note	note	km
nsec	nsec	km
num	num	km
number	number	km
o	o	km
of	of	km
offset	offset	km
ok	ok	km
old	old	km
on	on	km
only	only	km
opcode	opcode	km
open	open	km
oper	oper	km
operation	operation	km
options	options	km
order	order	km
org	org	km
other	other	km
out	out	km
output	output	km
overflow	overflow	km
p	p	km
packet	packet	km
packets	packets	km
paddr	paddr	km
page	page	km
pages	pages	km
paging	paging	km
param	param	km
parameter	parameter	km
params	params	km
parent	parent	km
parse	parse	km
part	part	km
partition	partition	km
partitions	partitions	km
path	path	km
pause	pause	km
payload	payload	km
pci	pci	km
pde	pde	km
pdelen	pdelen	km
peer	peer	km
pending	pending	km
per	per	km
peripheral	peripheral	km
phentsize	phentsize	km
phnum	phnum	km
phoff	phoff	km
phy	phy	km
phyaddr	phyaddr	km
phymem	phymem	km
phys	phys	km
physical	physical	km
pic	pic	km
pid	pid	km
pit	pit	km
pixel	pixel	km
point	point	km
pointer	pointer	km
pointers	pointers	km
poll	poll	km
port	port	km
portnumber	portnumber	km
pos	pos	km
position	position	km
posix	posix	km
prefetch	prefetch	km
prefetchable	prefetchable	km
present	present	km
prev	prev	km
primary	primary	km
print	print	km
printf	printf	km
println	println	km
printreg	printreg	km
priv	priv	km
private	ឯកជន	km
privilege	privilege	km
proc	proc	km
process	process	km
processes	processes	km
processing	processing	km
program	program	km
programmable	programmable	km
protocol	protocol	km
provided	provided	km
provider	provider	km
ps	ps	km
pt	pt	km
pte	pte	km
ptr	ptr	km
push	push	km
put	put	km
pv	pv	km
queue	queue	km
r	r	km
range	range	km
raw	raw	km
rdev	rdev	km
read	aan	km
ready	ready	km
receive	receive	km
received	received	km
receiver	receiver	km
receviced	receviced	km
record	record	km
rectangle	rectangle	km
recv	recv	km
ref	ref	km
refs	refs	km
reg	reg	km
region	region	km
register	register	km
registeroffset	registeroffset	km
registers	registers	km
regs	regs	km
regtype	regtype	km
rel	rel	km
rela	rela	km
release	release	km
released	released	km
reload	reload	km
relocation	relocation	km
remaining	remaining	km
remote	remote	km
remove	remove	km
reply	reply	km
request	request	km
requested	requested	km
reserved	reserved	km
reset	reset	km
resolve	resolve	km
restore	restore	km
result	result	km
ret	ret	km
revision	revision	km
rgb	rgb	km
right	right	km
root	root	km
round	round	km
route	route	km
rs	rs	km
rt	rt	km
run	run	km
runnable	runnable	km
rx	rx	km
s	s	km
saved	saved	km
sc	sc	km
scan	scan	km
scancode	scancode	km
sche	sche	km
schedule	schedule	km
scheduler	scheduler	km
screen	screen	km
secondary	secondary	km
sect	sect	km
section	section	km
sector	sector	km
sectors	sectors	km
seek	seek	km
seg	seg	km
segment	segment	km
segments	segments	km
select	select	km
selector	selector	km
self	self	km
send	send	km
sequencer	sequencer	km
serial	serial	km
set	set	km
setup	setup	km
sh	sh	km
shared	shared	km
shentsize	shentsize	km
shift	shift	km
shndx	shndx	km
shnum	shnum	km
shoff	shoff	km
shstrndx	shstrndx	km
signature	signature	km
simd	simd	km
size	size	km
sl	sl	km
slave	slave	km
sock	sock	km
socket	socket	km
socketcall	socketcall	km
sockets	sockets	km
soft	soft	km
software	software	km
source	source	km
space	space	km
spawn	spawn	km
src	src	km
srcptr	srcptr	km
ss	ss	km
st	st	km
stack	stack	km
stackbottom	stackbottom	km
stacktop	stacktop	km
start	start	km
started	started	km
starting	starting	km
stat	stat	km
state	state	km
status	status	km
stderr	stderr	km
stdin	stdin	km
stdout	stdout	km
stop	stop	km
stopped	stopped	km
str	str	km
string	string	km
strtab	strtab	km
subclass	subclass	km
subnet	subnet	km
support	support	km
swap	swap	km
switch	switch	km
sym	sym	km
sync	sync	km
sys	sys	km
syscall	syscall	km
sysname	sysname	km
system	system	km
systemcall	systemcall	km
t	t	km
table	table	km
tag	tag	km
tail	tail	km
tamd	tamd	km
tarp	tarp	km
task	task	km
tasking	tasking	km
tasks	tasks	km
tcow	tcow	km
tcpu	tcpu	km
technology	technology	km
temp	temp	km
temporary	temporary	km
tenth	tenth	km
terminated	terminated	km
test	test	km
text	text	km
thr	thr	km
thread	thread	km
threads	threads	km
tick	tick	km
ticmp	ticmp	km
time	time	km
timer	timer	km
tip	tip	km
tls	tls	km
tmp	tmp	km
tmsdos	tmsdos	km
to	to	km
top	top	km
tos	tos	km
total	total	km
track	track	km
trap	trap	km
truncate	truncate	km
tss	tss	km
type	type	km
t공용서술자테이블	t공용서술자테이블	km
t작업관리자	t작업관리자	km
t조각설명자	t조각설명자	km
t콘솔	t콘솔	km
t함수	t함수	km
udesc	udesc	km
udp	udp	km
udp콘솔	udp콘솔	km
uid	uid	km
uint	uint	km
uintptr	uintptr	km
uname	uname	km
unhandle	unhandle	km
unhandled	unhandled	km
unit	unit	km
unset	unset	km
unused	unused	km
up	up	km
update	update	km
usable	usable	km
use	use	km
used	used	km
user	user	km
userhandler	userhandler	km
usermode	usermode	km
userproc	userproc	km
util	util	km
util콘솔	util콘솔	km
uts	uts	km
utsname	utsname	km
v	v	km
vaddr	vaddr	km
val	val	km
value	value	km
values	values	km
vector	vector	km
vendor	vendor	km
ver	ver	km
version	version	km
vfs	vfs	km
vga	vga	km
video	video	km
virt	virt	km
virtlen	virtlen	km
virtmem	virtmem	km
virtual	virtual	km
volume	volume	km
w	w	km
wait	wait	km
waitpid	waitpid	km
wdata	wdata	km
when	when	km
whence	whence	km
widget	widget	km
width	width	km
word	word	km
writable	writable	km
write	sase	km
writer	writer	km
x	x	km
xy	xy	km
y	y	km
zero	zero	km
값	값	km
공용서술자테이블	공용서술자테이블	km
기준	기준	km
기준주소	기준주소	km
낮은	낮은	km
넷카드콘솔	넷카드콘솔	km
높은	높은	km
단말기	단말기	km
마우스콘솔	마우스콘솔	km
매개값	매개값	km
매우높은	매우높은	km
멈추기	멈추기	km
목적	목적	km
유형	유형	km
이더넷콘솔	이더넷콘솔	km
인터럽트무시하기	인터럽트무시하기	km
인터럽트예외처리기	인터럽트예외처리기	km
인터럽트요청처리	인터럽트요청처리	km
인터럽트처리기	인터럽트처리기	km
임시	임시	km
자료	자료	km
자신	자신	km
작업관리자	작업관리자	km
작업콘솔	작업콘솔	km
조각설명자	조각설명자	km
출력	출력	km
콘솔	콘솔	km
크기	크기	km
키보드콘솔	키보드콘솔	km
표시들	표시들	km
한도	한도	km
